train,val
"[0.19917357484905088, 0.19901702355365364, 0.19903550806398296, 0.19877486554335574, 0.19910474471291717, 0.19878976472786494, 0.19889699804539585, 0.19886134078308026, 0.19868609065912207, 0.19860614334442178]","[0.20960741557858206, 0.20950422232801263, 0.20919012210585855, 0.20915678143501282, 0.21024409071965652, 0.20940949564630335, 0.20969498563896527, 0.20943394303321838, 0.20925794677300888, 0.2097981951453469]"
"[0.19892027776460258, 0.19876833092801424, 0.1987349331683042, 0.19865830630368117, 0.19843436329036343, 0.19868645117599137, 0.19850535158600127, 0.1982533223927021, 0.1983022882926221, 0.19860206316320264]","[0.2096325863491405, 0.20933484082872217, 0.2093261101029136, 0.2094807828014547, 0.20958216217431155, 0.20949090339920737, 0.20955887165936557, 0.20983914489095862, 0.2103713737292723, 0.20975484224882993]"
"[0.1987814161242271, 0.1985584415343343, 0.19845201272745522, 0.19842767365732972, 0.19824757290129758, 0.19853688510400908, 0.1983539481856385, 0.1980732512869397, 0.19839409685560636, 0.19799672492912837]","[0.209855471145023, 0.20931558310985565, 0.21000439470464533, 0.20978782393715598, 0.20992815494537354, 0.21040356972000815, 0.20956970886750656, 0.20994818210601807, 0.20992379567839883, 0.20956923203034836]"
"[0.19839143517370128, 0.19838024873514565, 0.19824260853383005, 0.19803101485785174, 0.198165235166647, 0.19812080902712687, 0.19838211921100712, 0.19779162489029825, 0.19797195980743487, 0.19809266164594766]","[0.20965341410853647, 0.20993144810199738, 0.20966476608406415, 0.2100992351770401, 0.21047604219479996, 0.20981016213243658, 0.21018630266189575, 0.2094843482429331, 0.20998620309612967, 0.21011595157059756]"
"[0.19834723787344233, 0.1985873242422026, 0.19828036245034666, 0.19815455179433433, 0.19809760350962075, 0.19791394958690722, 0.19815673739934453, 0.19798106776208294, 0.1974071560769665, 0.197486760817012]","[0.21057053045793014, 0.2109661793166941, 0.21003474566069516, 0.2096568224104968, 0.21023178506981244, 0.20959958705035123, 0.20977969467639923, 0.21027968688444656, 0.21047214486382224, 0.20991336080161008]"
"[0.19810848622297755, 0.19811719291064203, 0.19800638133773998, 0.19791330929313386, 0.19784789167496622, 0.19791013154448295, 0.19761475601366588, 0.19771126672929648, 0.19745716171301142, 0.19768785776532427]","[0.21044218811121854, 0.21012882752852005, 0.21069591018286618, 0.20999356562441046, 0.2105072005228563, 0.20983191647312857, 0.20993113246831027, 0.21006303077394312, 0.2102097123861313, 0.21116151051087814]"
"[0.1983905065120483, 0.19767026207884963, 0.19768472730505224, 0.19774739368229496, 0.197710852689889, 0.19759693194408806, 0.19783363841017898, 0.19765597536247603, 0.19752835573590533, 0.19771133690160148]","[0.21058847281065854, 0.21020908247340808, 0.210465746847066, 0.2101754668084058, 0.2107066349549727, 0.21012957123192874, 0.2110212201421911, 0.21018785509196194, 0.210798056288199, 0.21017786183140494]"
"[0.19792788050004415, 0.19791489155316838, 0.19762608302491053, 0.1975502376349605, 0.19766739786279444, 0.19760304400507284, 0.19740280113658126, 0.19729340312128163, 0.19735975639552486, 0.1975267921023223]","[0.21125750108198685, 0.21048275990919632, 0.21029755202206699, 0.2103007666089318, 0.21034346385435623, 0.21021988987922668, 0.21009424735199322, 0.21038739654150876, 0.21005565469915216, 0.20986602794040332]"
"[0.19771864645335138, 0.19786457489339673, 0.19751895880516696, 0.19756280995753348, 0.19759964319516202, 0.19751414641433832, 0.19717400209331998, 0.19720600834306407, 0.19718654940322955, 0.1971620328876437]","[0.21122682907364584, 0.21116392856294458, 0.21043561398983002, 0.21043652431531387, 0.21023556048219855, 0.21036450293931094, 0.20992926982316104, 0.20992948385802182, 0.2103229585019025, 0.2114293792031028]"
"[0.19758029935919508, 0.1975078394218367, 0.19766285764623662, 0.19764085805841855, 0.19748566132418963, 0.19712329199727702, 0.19745173715815253, 0.19711442854331465, 0.1972183174624735, 0.19733625239863686]","[0.21034639938311142, 0.21024416387081146, 0.2107224789532748, 0.2104967412623492, 0.2106947207992727, 0.21040240201083096, 0.2106733200224963, 0.20984338223934174, 0.21032854508269916, 0.21026516367088666]"
"[0.19804305013041107, 0.19775081418302595, 0.19744633411874576, 0.19743862398424927, 0.19727292915388028, 0.19728408449766588, 0.19735362867311557, 0.1973202896057343, 0.19739808172595744, 0.1971920780381378]","[0.21042723276398398, 0.21108913286165756, 0.21071405031464316, 0.2106630260294134, 0.21066276729106903, 0.21067104014483365, 0.2108064050024206, 0.21217561309987848, 0.21089622378349304, 0.21091742542656985]"
"[0.1979230627113459, 0.1976487247311339, 0.19745433436972754, 0.19718110363702385, 0.19714442640542984, 0.1970384840910532, 0.19717671364849929, 0.19714488758116352, 0.19694189940180098, 0.196940366862988]","[0.21142204783179544, 0.21036535095084796, 0.21081822162324731, 0.2109144302931699, 0.21100265194069256, 0.21033314547755502, 0.21028276058760556, 0.21058772233399478, 0.21094799448143353, 0.21085011552680621]"
"[0.19775393810503336, 0.19751045700846886, 0.19764809652554746, 0.19731806819232142, 0.1970846997383906, 0.19702203130843687, 0.19683591755373137, 0.1970753689505616, 0.19729275484474337, 0.19702646577236604]","[0.21090025928887454, 0.2105111073363911, 0.2106009992686185, 0.21059015935117548, 0.21062274683605542, 0.2112810422073711, 0.21027460965243253, 0.2111144025217403, 0.21122379871931943, 0.21118694814768704]"
"[0.19779673332766612, 0.19737270246354902, 0.19741166443849095, 0.19747242764854916, 0.19709960933850737, 0.1970704806094267, 0.196848420768368, 0.19692509347686962, 0.19695847557515514, 0.19700120313435185]","[0.2111605703830719, 0.21105407720262354, 0.21100195158611645, 0.21058057248592377, 0.21101321821863, 0.21072405712171036, 0.21161060441624036, 0.21125522526827725, 0.21099564704028043, 0.21102049133994363]"
"[0.19773208106658896, 0.1970957542712591, 0.19708009330289705, 0.19729414779920967, 0.1970805998663513, 0.19700719340115178, 0.19666774472107693, 0.19720380821702432, 0.19701171134199416, 0.19687419187049476]","[0.2110221656886014, 0.21140478415922684, 0.21090954000299628, 0.2112702022899281, 0.21142019060525027, 0.21090904284607281, 0.21053869209506296, 0.21090518615462564, 0.21035939590497452, 0.21106866273013028]"
"[0.19746708520212952, 0.1977008716488371, 0.1970459859133983, 0.19720396741616483, 0.19741942520652497, 0.19713485362578412, 0.1967460678092071, 0.19696035540225554, 0.19688046130598807, 0.1965521446296147]","[0.21120592274449088, 0.2112204446033998, 0.21122492172501303, 0.2114327847957611, 0.21096527170051227, 0.21097239581021396, 0.21085280586372723, 0.21086943420496854, 0.21101718599146063, 0.21129591085694052]"
"[0.1973164673058354, 0.19729913907999896, 0.1971798951224405, 0.19702039233275823, 0.19689831624225695, 0.19709588465641956, 0.1967060147803657, 0.1969021654554776, 0.1968872127484302, 0.19683402761512872]","[0.21091618863019077, 0.21210858496752652, 0.21073576672510666, 0.21095659787004645, 0.21167975935068997, 0.2108062749559229, 0.2109903720292178, 0.21147329698909412, 0.2108070118860765, 0.21155603500929746]"
"[0.19761618987029914, 0.19710355837430274, 0.197129774154449, 0.19687231386802634, 0.19732182974718054, 0.19711295591325176, 0.19682032257622603, 0.19689328877293333, 0.19688287225304818, 0.19649193481523164]","[0.21111166341738266, 0.211274267597632, 0.21135534346103668, 0.2116676311601292, 0.2109229943969033, 0.21155527505007657, 0.21162443133917722, 0.21070679344914175, 0.21034767410971902, 0.2112010744484988]"
"[0.19733945964550487, 0.1972415322551922, 0.1971121517067053, 0.1972064365233694, 0.1968849670065909, 0.19693376671294777, 0.1967523546547306, 0.19684828604970658, 0.19646779257728128, 0.19676004015669532]","[0.21125716919248755, 0.21164896813305942, 0.21098857711661945, 0.21138763427734375, 0.21093554388393054, 0.2113515870137648, 0.21170396425507285, 0.2109882723201405, 0.21216831288554452, 0.21081013571132312]"
"[0.19747075620962648, 0.1972690364535974, 0.19690087802556097, 0.19706659178648675, 0.1969689516996851, 0.19662187043197302, 0.1967887312782054, 0.19675572733489835, 0.19671788317512492, 0.19669707606033404]","[0.2114209857853976, 0.21171736852689224, 0.21159095655788074, 0.21146500246091324, 0.21079004081812772, 0.21075186268849808, 0.2115781090476296, 0.21121927824887363, 0.21181422607465225, 0.21178261122920297]"
"[0.1975198503659696, 0.19716626922695005, 0.1968665876406796, 0.19684769395662813, 0.19670800560591173, 0.19686807707256201, 0.19709314877281384, 0.19649806071300896, 0.19673342288148646, 0.1968015157142464]","[0.2108002250844782, 0.21093127673322504, 0.2110289619727568, 0.21214733882383865, 0.21126328273253006, 0.2120009186592969, 0.21145764264193448, 0.2114742953668941, 0.211555999788371, 0.21161830967122858]"
"[0.19735820834734003, 0.1971179053795581, 0.1969539798340019, 0.19678739230243528, 0.19695821784588755, 0.19670355852161134, 0.19712022562720338, 0.196706516554161, 0.19671892861322482, 0.1966798005967724]","[0.21150594678792087, 0.21160624785856766, 0.2108473019166426, 0.2110450484535911, 0.2113640376112678, 0.2112277326258746, 0.2115816826170141, 0.21172462945634668, 0.21196665818041022, 0.21198487281799316]"
"[0.1973534630877631, 0.19714629414434337, 0.19707358058313934, 0.19686998731019545, 0.19706669312958813, 0.19676237203636948, 0.19679402172261354, 0.19672428922993795, 0.19659102594061773, 0.196542104896234]","[0.21133812313730066, 0.21133955364877527, 0.2122485109350898, 0.2117024226622148, 0.21129567514766345, 0.21122803877700458, 0.2114152732220563, 0.21161139824173666, 0.2118349481712688, 0.21120762825012207]"
"[0.19735672857080186, 0.19680593664548834, 0.19674142541325823, 0.1968909525597582, 0.19720109970289834, 0.19702037606312303, 0.19677082479608302, 0.1966678392218084, 0.1969152473825581, 0.19681308654193974]","[0.21136838062243027, 0.21211657605387949, 0.21130524982105603, 0.2119239636442878, 0.2111249335787513, 0.21141628921031952, 0.2114055319265886, 0.21101308004422623, 0.21160747788169168, 0.21204576167193326]"
"[0.19725074923160124, 0.19718169542599698, 0.1966841451975764, 0.19680025428533554, 0.1969164438089546, 0.19690440138992, 0.1965181118979746, 0.19657930640541776, 0.1967723529253687, 0.1965529600880584]","[0.21124532276933844, 0.21169852262193506, 0.21157907220450314, 0.2116834900595925, 0.2117993560704318, 0.21149908954446967, 0.2115278108553453, 0.2115331847559322, 0.2117964815009724, 0.21146248010071841]"
"[0.1972357054450074, 0.19713187453394032, 0.19687712298972265, 0.1966715660326335, 0.19682611091708652, 0.19701042680107816, 0.19663818560692728, 0.19654528158051626, 0.1964183113708788, 0.19659089411095698]","[0.21143935485319656, 0.2115060957995328, 0.2113985067064112, 0.2115082781423222, 0.21232014081694864, 0.21206340871073984, 0.21162794665856796, 0.21150628545067526, 0.2116490602493286, 0.21208603544668717]"
"[0.19749243739916353, 0.1972157538545375, 0.19694228500736002, 0.19700275293114233, 0.19675681800866612, 0.19673374462492613, 0.19664571860006877, 0.19650972011137982, 0.19668603939365367, 0.19655235431024007]","[0.21245594729076733, 0.21194594556635077, 0.21244042976336044, 0.21150767261331732, 0.21133660999211398, 0.21158591048284012, 0.21158825131979855, 0.2114910198883577, 0.21082631159912457, 0.21158700504086234]"
"[0.197207759837715, 0.19720564341666746, 0.19691255224906667, 0.19678061196998675, 0.1967572036142252, 0.19661810081832262, 0.1965265141762033, 0.19645528297643272, 0.19691109915777127, 0.19654925273997442]","[0.21111996336416763, 0.21174971894784408, 0.21124799414114517, 0.21203492988239636, 0.21181790395216507, 0.21178806505419992, 0.21160439334132455, 0.21135070378130133, 0.21201228418133475, 0.2119006799025969]"
"[0.19701594692103716, 0.19708856012748213, 0.1968313520964311, 0.19699730556838366, 0.19668899096396505, 0.1964828411535341, 0.1964355842495451, 0.19649469776421177, 0.1963065432346597, 0.19649065141471064]","[0.212053197351369, 0.21176325597546317, 0.2118088426915082, 0.21140798790888352, 0.21151672303676605, 0.2114496027881449, 0.21140284700827164, 0.21147486567497253, 0.2117494520815936, 0.21118190613659946]"
"[0.1971013384814165, 0.19720108138055217, 0.19690584665050312, 0.1967782475510422, 0.1967913836848979, 0.19655285927714133, 0.1971492328662045, 0.19634827690161005, 0.19622353190670208, 0.196126396634749]","[0.2119764875281941, 0.21171018887649884, 0.2118497680534016, 0.21172930164770645, 0.21202662722630936, 0.21107713471759448, 0.21137415143576535, 0.21112923595038327, 0.21223080835559152, 0.21211303093216635]"
"[0.19720748652304923, 0.19689222440427664, 0.19714935701720568, 0.19670427522184897, 0.19676069892486747, 0.1967152460497253, 0.1963102399390571, 0.19649933461023836, 0.19656192374472714, 0.19651947261727587]","[0.21172753247347745, 0.21165930682962592, 0.21170066161589188, 0.21137386154044757, 0.21161660010164435, 0.2117388438094746, 0.2123019817200574, 0.21120191568678076, 0.21192262118512933, 0.21180763840675354]"
"[0.19687770398295656, 0.19712125297103608, 0.19699638078407367, 0.19662226478056033, 0.19684194492138163, 0.19675922834751558, 0.19655313730543975, 0.19675066306882974, 0.1966592461174848, 0.19642989900039168]","[0.2121610627932982, 0.21120324053547598, 0.2122810103676536, 0.21227154677564447, 0.21214460242878308, 0.21200272576375442, 0.21137326143004678, 0.21121518313884735, 0.21124942058866675, 0.21198567070744254]"
"[0.19747283514969202, 0.19695296267769774, 0.19680265899823637, 0.1968285824571337, 0.1966352400426962, 0.19638601036704317, 0.19646652605460616, 0.19637022000186297, 0.19621010740496675, 0.19619231883968627]","[0.21186254783110184, 0.21197917244651102, 0.21163936772129752, 0.21201399510557, 0.21226738664236935, 0.21222611178051343, 0.21140502257780594, 0.21180624447085641, 0.21222489394924857, 0.2115601964972236]"
"[0.19742371917379145, 0.19702771245216838, 0.19694074083651816, 0.19669316009599336, 0.19650231651505645, 0.196421850776794, 0.1965395736755157, 0.19680710258532544, 0.19668177842181556, 0.1962307217169781]","[0.21191129223866897, 0.21236578984694046, 0.21227390251376413, 0.21255561032078482, 0.21188251267779956, 0.21182033013213764, 0.21199981732801956, 0.21273577213287354, 0.211834578351541, 0.2116567912426862]"
"[0.19752379582852733, 0.1971764074904578, 0.19696907273360661, 0.19658703767523475, 0.19651047581312608, 0.1967496873468769, 0.1966156974738958, 0.1963344806311082, 0.19626412700329507, 0.19646572230421766]","[0.21230180155147205, 0.2113587720827623, 0.21208372170274908, 0.21188185160810297, 0.21216258000243793, 0.2121964462778785, 0.2118614370172674, 0.21139762889255176, 0.2120915800333023, 0.21193412488157098]"
"[0.1974007570926024, 0.19689935050448593, 0.1965268838922588, 0.1966017781167614, 0.19652181042700398, 0.19679976292714782, 0.1966058381510024, 0.1964253181097459, 0.19673078263900717, 0.1963770497514277]","[0.2123472731221806, 0.21196334605867212, 0.21213865957476877, 0.21193640746853568, 0.21330097317695618, 0.21182405135848306, 0.21178766949610275, 0.2114260277964852, 0.2118921157988635, 0.21170374751091003]"
"[0.19709851607984427, 0.19664360613239054, 0.19695731222021337, 0.19711565712884982, 0.19655328091918206, 0.19682214591576128, 0.19629724772304905, 0.19638983890110132, 0.19642114563255894, 0.19633526803583515]","[0.21230640736493198, 0.21182932501489465, 0.21167997744950381, 0.2119398848576979, 0.21188128265467557, 0.21210079166022214, 0.21114017204804855, 0.21228339048949155, 0.21148036284880203, 0.21170273829590192]"
"[0.19736055011043743, 0.196907854125816, 0.19678967628551988, 0.19664351231589608, 0.19650891400417503, 0.19653670094451126, 0.19649561829104714, 0.19642741886936887, 0.19622895760195597, 0.19635397925668832]","[0.21179769120433115, 0.21185240555893292, 0.21218501166863876, 0.21168207851323215, 0.21251615475524555, 0.21185635843060233, 0.21228485351259058, 0.21170575645836917, 0.21188993752002716, 0.21151916140859778]"
"[0.1969342322221824, 0.19671772709306407, 0.19660949859083915, 0.1966918741866034, 0.19665071946017595, 0.19638746094946957, 0.19655598152656945, 0.19627608389270548, 0.1965095024479895, 0.19620342324582898]","[0.2126732902093367, 0.21172395890409296, 0.21169479191303253, 0.2116209404035048, 0.2122123580087315, 0.2118035460060293, 0.21193853562528436, 0.21229420195926318, 0.21250894801183182, 0.21139127828858115]"
"[0.19714876598849587, 0.1970771821025683, 0.19678143586735336, 0.19671444351575812, 0.19654182055775, 0.196591138687669, 0.19640294295184466, 0.19645253386424513, 0.19604122988423522, 0.19625193671304353]","[0.21193135462023996, 0.21211888979781757, 0.2122775980017402, 0.21241147409785877, 0.2119855054400184, 0.21195412494919516, 0.2119295299053192, 0.21212430569258603, 0.2120180996981534, 0.21197489445859735]"
"[0.1973234973847866, 0.19675730442514225, 0.1967102801617311, 0.19667138676254117, 0.19651414590830707, 0.1965205813853108, 0.1963142960199288, 0.19639992622696623, 0.19639571680098164, 0.19612888581290536]","[0.21263400532982565, 0.2121700021353635, 0.21190596710551868, 0.21152196553620425, 0.21257448331876236, 0.21211978522214023, 0.2119185667146336, 0.21186587079004807, 0.21206963468681683, 0.21156387979334051]"
"[0.19689468111918898, 0.19665636243868848, 0.19687885319700046, 0.19684583252790022, 0.19655609062435675, 0.19659833762110496, 0.1964224049327325, 0.19633621053428066, 0.19617510427321708, 0.1962025836110115]","[0.21225431290539828, 0.21221085299145093, 0.21165211905132642, 0.21173158288002014, 0.21179200573401016, 0.21193783933466132, 0.2115729017691179, 0.2115386426448822, 0.212352301586758, 0.21141090989112854]"
"[0.1969647959482913, 0.19676651258249672, 0.19661256138767516, 0.19664936322642831, 0.19681148481916408, 0.1965417233960969, 0.19644270221493682, 0.1962612730507948, 0.19657856081517375, 0.19639035473976815]","[0.2126684324307875, 0.21166666664860465, 0.21208385987715286, 0.2128801941871643, 0.21199588613076645, 0.2125032056461681, 0.21190740845420145, 0.21218380602923306, 0.21173442087390207, 0.2122354426167228]"
"[0.19692507211347016, 0.19690969099803846, 0.19665305042753414, 0.19678624780202397, 0.19653704823279866, 0.19644145781592448, 0.19645014526892682, 0.19655808175400813, 0.19624248854055695, 0.19617433389838862]","[0.2119274694811214, 0.21175744181329553, 0.2123984152620489, 0.2125560383905064, 0.21187998896295374, 0.2121298529885032, 0.21177897263656964, 0.2121456577019258, 0.21125805377960205, 0.21159814298152924]"
"[0.19679400811390002, 0.1968347915277189, 0.1964836084112829, 0.19661204547298197, 0.19646158860046037, 0.19646890552676455, 0.19638060595916243, 0.196507457339642, 0.19625555663084499, 0.1961792271052088]","[0.2123544459993189, 0.21214539760893042, 0.21205457503145392, 0.21261465143073688, 0.21221472864801233, 0.21202592416243118, 0.2119216566736048, 0.2121825800700621, 0.2121388099410317, 0.21200149032202634]"
"[0.1969461065469956, 0.19670555025947337, 0.1967394056977058, 0.19679271414571878, 0.19656143824056704, 0.1960390006401101, 0.19646628086968343, 0.19605883332539578, 0.19624575265512176, 0.1963281690770266]","[0.2125625949014317, 0.21249759061770004, 0.211982015858997, 0.21169851178472693, 0.2118818380615928, 0.2116692147471688, 0.21170406178994614, 0.21240823377262463, 0.21232864396138626, 0.2120241942730817]"
"[0.19691606854297677, 0.1969535431387473, 0.19654343763784488, 0.1965353437224213, 0.19641803281039608, 0.19635316440645528, 0.19636821746826172, 0.19644451597515417, 0.19649259411558814, 0.1961007895214217]","[0.21205828948454422, 0.21167122640392996, 0.2129186297004873, 0.21224309368567032, 0.2119875116781755, 0.21202588081359863, 0.211925900795243, 0.2117794223807075, 0.21226887811313977, 0.21173737807707352]"
"[0.19746953119732896, 0.1968065839336843, 0.19663151718524038, 0.1964615996242786, 0.19638716627140435, 0.19631978975875036, 0.19633674393503034, 0.19621974678367984, 0.19612006143647798, 0.196434813494585]","[0.21214485303922134, 0.2120469009334391, 0.2113163633780046, 0.21238448538563467, 0.2122977917844599, 0.21211972697214646, 0.2120396291667765, 0.21189887144348837, 0.21206048808314584, 0.21226041154427963]"
"[0.19723710600210695, 0.1967140344940886, 0.1966645023500433, 0.19646770719970977, 0.1965590681956739, 0.19615410754875262, 0.1963278313680571, 0.1959912435588788, 0.1961135809518853, 0.19627769352221974]","[0.21163359013470737, 0.21207231283187866, 0.21202602034265344, 0.21227949857711792, 0.2116268060424111, 0.212480752305551, 0.21217705851251428, 0.21224286745895038, 0.21238809553059665, 0.21203054758635434]"
"[0.19713614181596406, 0.19661805284570674, 0.19696689397096634, 0.19643565556224513, 0.196292873395949, 0.19643555490338072, 0.19654019998044384, 0.19648112539125948, 0.19604534260472473, 0.1961843030033063]","[0.21194718100807883, 0.2119221551851793, 0.21242983910170468, 0.21192156862128864, 0.2120361951264468, 0.21209800378842789, 0.21224498748779297, 0.21168980544263666, 0.2117459164424376, 0.21235216070305218]"
"[0.19695816158640142, 0.19678683464928548, 0.19679603482387503, 0.19644996356599184, 0.19673766803984738, 0.1962311521780734, 0.19622340228180496, 0.19602258974800305, 0.19599481778485434, 0.19613078145348295]","[0.21274859796870838, 0.21188982372934168, 0.21119944615797562, 0.21216630122878335, 0.21219563348726792, 0.21191162819212134, 0.21208590675484051, 0.21239005435596814, 0.2115942727435719, 0.21194231103767047]"
"[0.19745413396431474, 0.19670008989621182, 0.1967493881072317, 0.19646359721616824, 0.19644491632982175, 0.1963321615238579, 0.19617362578912656, 0.1964608072018137, 0.19585123954682934, 0.19612605953399015]","[0.21237046745690433, 0.21207823130217465, 0.21209092167290775, 0.21197679232467304, 0.21194266189228406, 0.21157468855381012, 0.2116695994680578, 0.21254312314770438, 0.21199743314222855, 0.2125134156508879]"
"[0.19689843636386248, 0.19690473210446688, 0.1966211076597778, 0.19604184432905547, 0.1964397442584135, 0.1964213706705035, 0.19640471451744743, 0.19619951093075227, 0.19643018637992898, 0.19622824356264]","[0.2117371125654741, 0.21208198097619144, 0.21196544305844742, 0.21256795119155536, 0.2121436826207421, 0.21182736212557013, 0.2131207978183573, 0.21194364265962082, 0.21192374690012497, 0.21250707723877646]"
"[0.19705585572792558, 0.19664388834213725, 0.19668463617563248, 0.19644141995481082, 0.19630490653977103, 0.19629071029473324, 0.19617981129154868, 0.1961181096884669, 0.19587620256506666, 0.19606697498535625]","[0.2121654979207299, 0.21261551976203918, 0.2121604017236016, 0.21295697716149417, 0.21231366964903745, 0.2123264020139521, 0.21219934387640518, 0.21198817681182514, 0.21220510385253213, 0.21200735325163061]"
"[0.19716625265320953, 0.19681775463478907, 0.19694540474791916, 0.19657583854028157, 0.19626920921157817, 0.1961824360246561, 0.19632213205403212, 0.1961659939617527, 0.19612315099458305, 0.19617027804559592]","[0.21224430745298212, 0.2127628976648504, 0.2126049670306119, 0.21184795823964206, 0.2124639478596774, 0.21143345805731686, 0.21268094398758627, 0.21224519610404968, 0.21202651072632184, 0.2124009200117805]"
"[0.1968976265313674, 0.19660771622949716, 0.19640510324008612, 0.19660778723809183, 0.19622891305052503, 0.1962880020847126, 0.19625115805134483, 0.19638921442080517, 0.19597358819173308, 0.1963200468798073]","[0.21254652061245657, 0.21156621385704388, 0.21189629354260184, 0.21166426620700143, 0.21208866211501035, 0.21263163469054483, 0.21178008886900815, 0.21194100786339154, 0.21258842945098877, 0.21172766251997513]"
"[0.1970980894200656, 0.1966945848294667, 0.1962361241481742, 0.19653779374701635, 0.19629084896676394, 0.1964357566772675, 0.19597057245519697, 0.19611396982657667, 0.19599209132851386, 0.19625404142603584]","[0.2124872234734622, 0.2124407088214701, 0.2121481787074696, 0.21220809492197903, 0.21247148784724149, 0.21153257922692734, 0.21238698065280914, 0.2125230390917171, 0.21149298819628629, 0.21162242916497317]"
"[0.19699813547183057, 0.19665791459229529, 0.19662212686879293, 0.19661304810825658, 0.19648500265819685, 0.19641587959260356, 0.19667072852655332, 0.1961482571704047, 0.19601343587345008, 0.19605902247891135]","[0.21219339695843784, 0.21227504312992096, 0.21176355670798908, 0.21169707856395029, 0.212246373295784, 0.2126778079704805, 0.21198887039314618, 0.21278061379085889, 0.21219175647605548, 0.21180924637751145]"
