train,val
"[0.2016359637586438, 0.20115128889375802, 0.20111191363967196, 0.20082470333697844, 0.20094078703194249, 0.20074147138060355, 0.2007730019335844, 0.2003386232013605, 0.20050996891698059, 0.20090898567316484]","[0.2378931614485654, 0.23808001794598319, 0.2375852574001659, 0.23811958188360388, 0.23756995526227084, 0.23720067333091388, 0.23731123046441513, 0.23726504092866724, 0.23804408718239178, 0.23808140781792728]"
"[0.20140718242951802, 0.201253349987828, 0.20092569937815472, 0.20093095910792447, 0.2007767104980897, 0.20061101946903734, 0.20077836794816717, 0.20075867203425388, 0.20071546018731837, 0.20057841086265993]","[0.23820793628692627, 0.23742830617861313, 0.23816617916930805, 0.23746588148853995, 0.23737689717249436, 0.23721611499786377, 0.23875260082158176, 0.23801013962789017, 0.23864381150765854, 0.23803609880534085]"
"[0.20126541764760503, 0.20094774572216734, 0.20076367867236233, 0.20066883004441552, 0.2009226684363521, 0.20057318929810913, 0.20079497004650076, 0.20065313030262383, 0.2002775395403103, 0.20067032183311423]","[0.2374474216591228, 0.2378893575885079, 0.2380870363929055, 0.23846801167184656, 0.2375219545581124, 0.2380512763153423, 0.23821024461226029, 0.2382394170219248, 0.2396539950912649, 0.23836805739186026]"
"[0.20122830402486178, 0.20090247508214445, 0.20133814200454828, 0.20062068895417817, 0.20082297571459595, 0.20090385526418686, 0.20055457637930402, 0.20058957943502737, 0.2006465984242303, 0.20028817045445346]","[0.23757946491241455, 0.2371757992289283, 0.23824252052740616, 0.23811052604155106, 0.2380123815753243, 0.2376920743422075, 0.23800097676840695, 0.23873206702145663, 0.2394031204960563, 0.23815177922899072]"
"[0.2014276853629521, 0.2010751556681127, 0.200907685622877, 0.20057736732521836, 0.20056597462722234, 0.20051373617381466, 0.2004790116025477, 0.2005121948159471, 0.20043286057759305, 0.20047892356405453]","[0.23727381229400635, 0.23770092021335254, 0.23814032159068368, 0.23786115781827408, 0.23900665478272873, 0.23773978515104813, 0.23794574493711645, 0.237847315994176, 0.2383267811753533, 0.23873566903851248]"
"[0.2011702243162661, 0.20100117961362918, 0.20096399011660596, 0.2006585219380807, 0.20065489152864535, 0.2006238937682035, 0.20040283397752412, 0.20068753297839845, 0.20057174875115863, 0.20034483865815766]","[0.23737153139981357, 0.2380206354639747, 0.2389121407812292, 0.2383820820938457, 0.2384896766055714, 0.23920712958682666, 0.23799085481600327, 0.2384329397570003, 0.23960710113698785, 0.23838736523281445]"
"[0.20133509319655749, 0.20111817562458467, 0.2005695130447952, 0.20072230651062362, 0.20072778390378368, 0.20071233915431158, 0.20023370306102597, 0.2004545036019111, 0.20033299801300983, 0.20021116459856228]","[0.2381239574063908, 0.23784822902896188, 0.23779891566796738, 0.23887697810476477, 0.23844207281416113, 0.2383433241735805, 0.2396135858514092, 0.23855129155245694, 0.23859198662367734, 0.23827453499490564]"
"[0.20105153808788379, 0.20093192160129547, 0.20069412157243613, 0.2006821253013854, 0.20060009357272363, 0.20039920645708942, 0.20034311757403978, 0.20026136615446635, 0.200264359615287, 0.20025743635333315]","[0.23807899247516284, 0.23887888816269962, 0.23894767598672348, 0.23838963020931592, 0.23776796053756366, 0.23878958821296692, 0.23874989287419754, 0.23960255628282373, 0.23805082792585547, 0.23932328007437967]"
"[0.20107867355857575, 0.2008974165180508, 0.20081882710967744, 0.2003410499618978, 0.20087542278426035, 0.20052672451247974, 0.2003575393131801, 0.2001413938646414, 0.19997751971288602, 0.2006634578716998]","[0.23815184967084366, 0.2381878292018717, 0.2376795302737843, 0.23860205709934235, 0.2385969175533815, 0.23885911161249335, 0.23837093060666864, 0.23828210207549008, 0.23939046534624966, 0.23880590362982315]"
"[0.2012725907320879, 0.20095915514595655, 0.20063195468819872, 0.2006681708961117, 0.2005019114941967, 0.200627758034638, 0.20024919981250958, 0.20022334219241628, 0.2002253870726848, 0.20007215744378615]","[0.23821393874558536, 0.23801908574321054, 0.23862697048620743, 0.23863527314229446, 0.23806644976139069, 0.23887404122135855, 0.23834821039980109, 0.23912580040368167, 0.23850611394101923, 0.23836210911924188]"
"[0.20107793458262269, 0.20075062996878915, 0.20082217029162816, 0.2007655472475655, 0.2006677148141423, 0.2001008319155294, 0.20035404286214284, 0.20057857355901174, 0.2001941889828565, 0.20032762386360947]","[0.23859500614079562, 0.2376715297048742, 0.2384456219998273, 0.23853666674007068, 0.23802265389399094, 0.23891715569929642, 0.23817987469109622, 0.23842050406065854, 0.23841754414818503, 0.23833278498866342]"
"[0.2009544962522935, 0.200746517096247, 0.2005347620163645, 0.20080189034342766, 0.20048824652117125, 0.2005412318572706, 0.2002796610551221, 0.20018737550292695, 0.2002733348279583, 0.20019846417161882]","[0.23883516680110584, 0.2380962141535499, 0.2380347102880478, 0.23896231705492194, 0.239058024503968, 0.2391650608994744, 0.2395780939947475, 0.23909357731992548, 0.24009567228230563, 0.2385961575941606]"
"[0.2012969866699102, 0.2008207119545158, 0.20039297047318244, 0.20046076908403512, 0.20074596719778315, 0.20031282807491263, 0.20027636584578729, 0.20026737588400745, 0.20015280458087825, 0.20006775658349601]","[0.23845676400444724, 0.23780366507443515, 0.23830612274733456, 0.23819650167768652, 0.23840500956231897, 0.2387317351319573, 0.23845769600434738, 0.23848782208832828, 0.2393059635704214, 0.23901273174719376]"
"[0.20089533925056458, 0.20074552951418623, 0.20050700389000833, 0.20045977405139379, 0.20055080311638968, 0.20030159092679314, 0.20017788635224712, 0.20009160999740874, 0.20029505631145167, 0.20024935034464816]","[0.23858014020052823, 0.23821545460007407, 0.23854334516958756, 0.23871240697123788, 0.23860248923301697, 0.23857472972436386, 0.23874083703214471, 0.238998835737055, 0.2391430207274177, 0.2388629141178998]"
"[0.20100156613150422, 0.20088745045418643, 0.20036667600578192, 0.2004357643273412, 0.20042586052904324, 0.2003534731968325, 0.20001558336068173, 0.20031026302247631, 0.20033138047675697, 0.20027039747457115]","[0.23818052898753772, 0.23818864876573737, 0.24043934453617444, 0.23886404118754648, 0.238705960187045, 0.2389816086400639, 0.23821756379170853, 0.23886865919286554, 0.23911976949735123, 0.2386706593361768]"
"[0.2011209823647324, 0.20051872593407727, 0.200503015548599, 0.20044537162294193, 0.2003197413013906, 0.20019110299798906, 0.20015082386683444, 0.20019253753885932, 0.1999809124640056, 0.20020937858795634]","[0.23856744305654007, 0.23830600082874298, 0.23883564363826404, 0.23872534253380515, 0.23861957544630225, 0.2388791170987216, 0.23957554183223032, 0.24042978205464102, 0.23895784264261072, 0.23917887969450516]"
"[0.200995143122819, 0.2007481282462879, 0.20053904153862778, 0.20044297861809635, 0.20029438530303995, 0.2002040641192271, 0.20008695870637894, 0.2001656734821748, 0.2002085055015525, 0.20021614417129632]","[0.2385878319090063, 0.23852311752059244, 0.24011802808804947, 0.2393126284534281, 0.24028164961121298, 0.23916389048099518, 0.23974667489528656, 0.23920954763889313, 0.23882796276699414, 0.2404116229577498]"
"[0.2009056732058525, 0.20087927663508726, 0.20039075780279783, 0.20047518656570085, 0.20030272539172853, 0.2006151276279469, 0.20024038030176747, 0.20007837168416198, 0.19994277446245662, 0.19991476286430748]","[0.23867937245152213, 0.23841122741048987, 0.23833506080237302, 0.23904850943522019, 0.23919699137861078, 0.2390303069894964, 0.23952361805872482, 0.23879203335805374, 0.23901269110766324, 0.23888316750526428]"
"[0.20084197134995946, 0.2006463602337302, 0.20055688233399876, 0.20017364590751882, 0.20030609852805428, 0.2001741569565267, 0.20020363388621076, 0.2001641575171023, 0.2000885316912009, 0.20024314857259087]","[0.2383277646519921, 0.23825021223588425, 0.23881958425045013, 0.24007871747016907, 0.2386615587906404, 0.2393369051543149, 0.23874261839823288, 0.24006165022199805, 0.2391213896599683, 0.23957671902396463]"
"[0.20114827916330222, 0.20048699938521095, 0.20057108762617015, 0.20046531393819925, 0.20032720343799007, 0.20007842026498854, 0.20028218703002346, 0.19995570532521423, 0.19997150207660636, 0.20012456862902156]","[0.23849532279101285, 0.23871118101206693, 0.23971653391014447, 0.23922288553281265, 0.2390047853643244, 0.23996755345301193, 0.23936252837831323, 0.23879627883434296, 0.23952647772702304, 0.23972132802009583]"
"[0.20130613377811957, 0.20099171319482279, 0.20060745352993206, 0.2002863117626735, 0.20038009161243633, 0.19999974623930697, 0.2001343684232965, 0.20002683875512103, 0.2000582514672863, 0.2000668588645604]","[0.23849517784335397, 0.23841858858411963, 0.2390273457223719, 0.238473809578202, 0.23848941786722702, 0.2387410348111933, 0.23943146114999597, 0.2395111078565771, 0.23860617252913388, 0.23912045088681308]"
"[0.2007736232207746, 0.2006232799315939, 0.2004158712771474, 0.20060194511802829, 0.2002382351427662, 0.20017448995186357, 0.19991365607295716, 0.20002365309973152, 0.20006078922626924, 0.20000641610549422]","[0.2386571236632087, 0.2390530461614782, 0.23934182118285785, 0.23864909464662726, 0.23882584138350052, 0.23905948888171802, 0.24033217267556625, 0.23931415514512497, 0.23924497176300397, 0.23943470824848523]"
"[0.20108456955272325, 0.20088913504566466, 0.2003454146336536, 0.20028231840352623, 0.2002629198285998, 0.20035162530079179, 0.20013491094720606, 0.20006228390396857, 0.20033940034253256, 0.1999673755193243]","[0.2380548444661227, 0.23858169940384952, 0.23845824734731155, 0.238596496256915, 0.23880936611782422, 0.23847203769467093, 0.23952779444781216, 0.23941448601809415, 0.23994392969391562, 0.2397037703882564]"
"[0.20111974222319468, 0.20051863318195148, 0.20055854974352583, 0.20044415124825068, 0.2000812663107502, 0.20014670430397502, 0.20029711586480237, 0.2000319674915197, 0.20011239780151113, 0.19986779455627715]","[0.23796599426052786, 0.23829066346992145, 0.23880682614716617, 0.24029846624894577, 0.23921872269023547, 0.23843555287881332, 0.2395808371630582, 0.2392800355499441, 0.23916466398672623, 0.24015711789781397]"
"[0.20068429973052473, 0.20055187584794298, 0.20060337730208222, 0.20019563393933432, 0.200232455773013, 0.2005708505000387, 0.19997778960636683, 0.19991306778119536, 0.19981802878331165, 0.20035524818362022]","[0.23895470662550491, 0.23911722952669318, 0.23866844990036704, 0.23956489833918485, 0.23845624517310748, 0.2387211431156505, 0.23962244797836652, 0.23941026492552323, 0.23929733715274118, 0.2398836314678192]"
"[0.20087158619141093, 0.20037035932954478, 0.20040887655044087, 0.2003805450334841, 0.20017651879057594, 0.20013834384022927, 0.2001081467891226, 0.20019790119662575, 0.20013053791255367, 0.19993075409105845]","[0.23830146410248496, 0.23926327038895, 0.23885473879900845, 0.23916818472472104, 0.2386681166562167, 0.23927991904995657, 0.23982379517771982, 0.23937545310367236, 0.23932146619666705, 0.23929755525155502]"
"[0.200884398072958, 0.20046463928052358, 0.20040994015883426, 0.20036550550436488, 0.2003751381927607, 0.20023204888008078, 0.19993864456001592, 0.19983692421596877, 0.20001362659493271, 0.200013311237705]","[0.23916947028853677, 0.23891681839119305, 0.23908100073987787, 0.23900317739356647, 0.2400044704025442, 0.23936499519781632, 0.23966083066029983, 0.23887703770940955, 0.2401576949791475, 0.23912668905474924]"
"[0.20083357393741608, 0.2005106040409633, 0.20061256827748553, 0.20008781103759396, 0.20044542833858606, 0.20021670722231574, 0.20012991328020485, 0.2002608465144829, 0.19998287090233394, 0.20004114326165648]","[0.23870604959401218, 0.23899201235987924, 0.23890934884548187, 0.23894905095750635, 0.23888175731355493, 0.23938545178283344, 0.2398740513758226, 0.2411852086132223, 0.2402996624057943, 0.2398240159858357]"
"[0.20092131638405275, 0.20038126591517, 0.20054662531735945, 0.2001061956493222, 0.20028280672066065, 0.2003635537563538, 0.1999442597128907, 0.19975665333319684, 0.20004207032675647, 0.20015315985193058]","[0.23897637968713586, 0.23921249535950748, 0.23894257843494415, 0.23986306380141864, 0.23961091583425348, 0.23915161869742654, 0.2391658384691585, 0.23962537131526254, 0.23922836780548096, 0.23888076029040597]"
"[0.20082110242576015, 0.2005968908874356, 0.20039586753261332, 0.1999806789111118, 0.20012859437538652, 0.19995747673876432, 0.19986680347700508, 0.1998057642153331, 0.20004229855780697, 0.19984709783172122]","[0.23838925497098404, 0.23867488584735178, 0.2392890832640908, 0.23884466696869244, 0.23862281983548944, 0.239083394408226, 0.23984227803620425, 0.23934118043292651, 0.23955934697931464, 0.23853032155470413]"
"[0.2007355302268145, 0.20030936781240968, 0.20039926134810157, 0.20048911535010047, 0.2001653090119362, 0.20014196588676803, 0.1999921534134417, 0.20004075560338644, 0.19957738985516588, 0.20001467940758685]","[0.238347744399851, 0.23896459286863153, 0.23891871625726874, 0.23968685486099936, 0.23941293494267898, 0.24009862542152405, 0.23941875587810169, 0.23957823487845334, 0.23934962939132343, 0.23921834338795056]"
"[0.20089492779605242, 0.20056479804369867, 0.20032728189716534, 0.20036994369358432, 0.20059096585122907, 0.19980420263446108, 0.20022073965899798, 0.20010594810758317, 0.1997940361651839, 0.1999093187706811]","[0.2391178702766245, 0.23893329094756732, 0.23909919234839352, 0.23917260495099155, 0.23956071111288937, 0.23931706899946387, 0.2395233606750315, 0.2394450523636558, 0.23970886794003574, 0.23992252756248822]"
"[0.2011856967393233, 0.2005999450172697, 0.2003566412901392, 0.20004498700098117, 0.20022459829948386, 0.1999040922644187, 0.19983060323462196, 0.1997980533205733, 0.19984835416686778, 0.1999020584079684]","[0.2388758510351181, 0.2384797835891897, 0.23940591920505871, 0.23962969400665976, 0.23965882713144476, 0.2400098524310372, 0.2392310161482204, 0.23942449688911438, 0.23911441320722754, 0.23967581174590372]"
"[0.20067328169029586, 0.20056981076391375, 0.20034183949536208, 0.20015626643993417, 0.20010907750348655, 0.20009132200966076, 0.20020111961936465, 0.19995169949774838, 0.19977159083497767, 0.1998092881879028]","[0.2383435842665759, 0.2386859194798903, 0.23919840427962216, 0.2394099303267219, 0.23938808251510968, 0.23936101658777756, 0.239001372998411, 0.24024141918529163, 0.23958194255828857, 0.2396962520751086]"
"[0.20090852677822113, 0.200843906980388, 0.20020237625861653, 0.20042076904554756, 0.2000390516251934, 0.19988058994011004, 0.20012750765498805, 0.19973235942271292, 0.19978113396435368, 0.19975362710502684]","[0.23800460452383215, 0.23899280754002658, 0.23850579966198315, 0.23925911431962793, 0.23935889384963296, 0.2401953935623169, 0.23922534016045657, 0.23894846439361572, 0.2395702221176841, 0.24071638015183536]"
"[0.20094710649276265, 0.20037593114740995, 0.2003634514249101, 0.20026386346744032, 0.1999423081169323, 0.20006967123065675, 0.200292385126255, 0.19998663770301, 0.2001000362999585, 0.19960089529655417]","[0.23922887579961258, 0.23981630937619644, 0.2400939640673724, 0.23966434868899258, 0.23908848654140125, 0.23940677669915286, 0.2402618554505435, 0.2394790378483859, 0.23992831869558853, 0.23979543420401486]"
"[0.20065013516922386, 0.2006128677452097, 0.2001862732731566, 0.20020593527932556, 0.2000262276554594, 0.20010256189472822, 0.19996296660024293, 0.20013294460213915, 0.19978174293527798, 0.19970175760741138]","[0.23969305509870703, 0.23890780047936874, 0.2401371652429754, 0.23867939277128739, 0.23943044922568582, 0.2392549000003121, 0.2396964661099694, 0.23933148925954645, 0.2392410229552876, 0.23973843861709943]"
"[0.20089731639137073, 0.2003579820905413, 0.20032766643835573, 0.2002837432890522, 0.2001337954128275, 0.20007350873582216, 0.20004653124784938, 0.1998011611249982, 0.19974866615874426, 0.19987253738301142]","[0.23917167701504446, 0.23937356878410687, 0.23903300003571945, 0.23901829394427213, 0.23942986672574823, 0.23963722044771368, 0.23964595117352225, 0.24008080634203824, 0.23960526558485898, 0.24033946340734308]"
"[0.2006420238437701, 0.20031703537215992, 0.20041096484174534, 0.2001677789554304, 0.19990571679509417, 0.2001316520024319, 0.19981752001509376, 0.20012491561320364, 0.19976790454618784, 0.19979522088352514]","[0.23889414559711108, 0.23982955515384674, 0.23919091847809879, 0.23920674215663562, 0.2393327517942949, 0.23929721117019653, 0.24000981585545975, 0.23953966390002857, 0.23995156992565503, 0.23954914239319888]"
"[0.20072186677431575, 0.2003578996019704, 0.20009597824240216, 0.2001617787291809, 0.20010185158070254, 0.19999615179032695, 0.20013738013043694, 0.19982338993220913, 0.20001594463781436, 0.1997455734075332]","[0.23858991129831833, 0.239188706332987, 0.23921497843482278, 0.23939196629957718, 0.23921486058018424, 0.24065153707157483, 0.23949035595763812, 0.2396321865645322, 0.239755163138563, 0.2395454482598738]"
"[0.20065157814901702, 0.20040654543103004, 0.2001486663915673, 0.2000399099624887, 0.19992575642405724, 0.1999386293547494, 0.19986385015808805, 0.199788863257486, 0.19993188946830984, 0.19957978187166914]","[0.2387934218753468, 0.23912821303714404, 0.23894661123102362, 0.23933379352092743, 0.2396880347620357, 0.2404858266765421, 0.23950468681075357, 0.2397573089057749, 0.24017963761633093, 0.24020926654338837]"
"[0.20050976562256717, 0.2001663344551106, 0.20024916027881662, 0.20037809470478368, 0.20010991234864509, 0.19998548050620119, 0.20000870571452745, 0.1998661978512394, 0.1995156185359371, 0.19964387754396518]","[0.2394138127565384, 0.23914620822126215, 0.24023360013961792, 0.23957879028537057, 0.23986730927770789, 0.23947032337838953, 0.24045843427831476, 0.239495804364031, 0.2412478815425526, 0.23874685710126703]"
"[0.20092466868916337, 0.20055984827328702, 0.20014756674669226, 0.20027969876418308, 0.20022653423401773, 0.2000183939021461, 0.19971200960631275, 0.19999629190685797, 0.19949127581654763, 0.19994644121247895]","[0.24027538299560547, 0.23919047008861194, 0.23883470486510883, 0.24010343172333456, 0.23921077224341306, 0.2394693222912875, 0.23955448920076544, 0.23933370140465823, 0.2399196191267534, 0.23982449824159796]"
"[0.20074972282258832, 0.20043842357640362, 0.20038403479420408, 0.20021092861282583, 0.2000762462920072, 0.19978144430384345, 0.19996875053157612, 0.1999342134412454, 0.19986021123370346, 0.19970139359333078]","[0.23857515914873642, 0.23892979323863983, 0.2394498031247746, 0.23932736434719779, 0.2395324097438292, 0.2396899868141521, 0.24069588834589178, 0.24000126394358548, 0.23927984048019757, 0.23917856812477112]"
"[0.20078887212641386, 0.20043539742425998, 0.20026261884034896, 0.20024866108991662, 0.2000069847824622, 0.20015343354672802, 0.1998894480722291, 0.19958806174750232, 0.1996601965962624, 0.19991356963101697]","[0.23911085589365524, 0.23821561309424313, 0.23909299617463892, 0.23959266055714, 0.23998104306784543, 0.23950324681672183, 0.23987246372482993, 0.24073634228923105, 0.23988986150784927, 0.2402538074688478]"
