train,val
"[0.19417667997126675, 0.19409011874576004, 0.19385009623911917, 0.19362392785901927, 0.1936022531317205, 0.19350847084911502, 0.19364012382468399, 0.19339213626725332, 0.193505127363059, 0.1932358968318725]","[0.24132569947025992, 0.23992324281822552, 0.2417585253715515, 0.2410288222811439, 0.24031515148552982, 0.24111236496405167, 0.24132916195826096, 0.24078123813325708, 0.24135879630392248, 0.2420951317657124]"
"[0.19432610592671803, 0.19364369538973789, 0.19364208165480165, 0.19364508758394086, 0.19365280881828192, 0.1939138855252947, 0.1934053592992072, 0.19374123451356984, 0.1935437932914617, 0.19334074748413904]","[0.24029360711574554, 0.24060795252973383, 0.24041530896316876, 0.24054566567594354, 0.24095393310893665, 0.24142247167500583, 0.23989516632123428, 0.2404668168588118, 0.24027805843136527, 0.24079306423664093]"
"[0.1939968771624322, 0.1939850650271591, 0.19395177940628966, 0.19368419203223014, 0.19356983839249126, 0.19373726936019198, 0.19335445092648876, 0.19361927147422517, 0.19341452587015776, 0.19335315300493824]","[0.24124561521140012, 0.24044886366887527, 0.24097098274664444, 0.2400581416758624, 0.24133490703322671, 0.24020633914253928, 0.2411892522465099, 0.24063744463703848, 0.2410245117816058, 0.24107492511922662]"
"[0.1940349315350153, 0.19379870806421554, 0.1936715468764305, 0.19377400878132606, 0.1936680536184992, 0.19354420428981586, 0.1933518228482227, 0.19361617659427682, 0.1931829169696691, 0.19341827336014533]","[0.24059459431604904, 0.24070385640317743, 0.24008498950438065, 0.24124191295016895, 0.24126525900580667, 0.24067651819099078, 0.24116687883030286, 0.2403314777395942, 0.24043133448470722, 0.24209887060252103]"
"[0.19402146293800704, 0.19403302122135552, 0.1937621901838147, 0.19349697110604266, 0.19349389530870378, 0.1935083878283598, 0.19327155911192603, 0.19338450474398478, 0.19333840283204098, 0.1934337124836688]","[0.24086917665871707, 0.2416106570850719, 0.24163146046074954, 0.24239268628033725, 0.24090963737531143, 0.2422445145520297, 0.24246269735423, 0.2411725656552748, 0.2413456372239373, 0.24097036096182736]"
"[0.19415659183750347, 0.1939181394266839, 0.1936366812002902, 0.19374774016287863, 0.19364862014748613, 0.1934962508325674, 0.19349432493350943, 0.1931840885354548, 0.1934497321442682, 0.1934168695339135]","[0.24061835489489816, 0.24117438766089352, 0.24133921617811377, 0.2411516552621668, 0.24050229381431232, 0.24101672660220752, 0.24141165207732806, 0.24089461158622394, 0.2409416897730394, 0.24132213402878155]"
"[0.1941321549975142, 0.19389878973668936, 0.19364629366568156, 0.19349268413319878, 0.1933106062363605, 0.1933264965761681, 0.19345836508639006, 0.19338182534794418, 0.1933428059731211, 0.19312437121965448]","[0.2400071688673713, 0.24138009548187256, 0.24036134508523074, 0.2406096255237406, 0.2415475005453283, 0.24138067933646115, 0.24197084930810062, 0.241914839907126, 0.2407512908632105, 0.24017101255330173]"
"[0.1941548185993214, 0.19356771505304746, 0.19358292450102008, 0.19358571846874392, 0.1935067268050447, 0.19332027009555272, 0.19331169797449696, 0.19368612097234142, 0.19351774514937886, 0.19307007123621142]","[0.24118777432224967, 0.24230100214481354, 0.2414487058466131, 0.24237457324158063, 0.24149643697521903, 0.24147363142533737, 0.24107396602630615, 0.24041887575929816, 0.24130668558857657, 0.24204546348615127]"
"[0.19396096057429604, 0.19382299361180286, 0.1937710882297584, 0.19317216874689472, 0.19328822879766933, 0.19346714232649123, 0.19358197280338832, 0.1934599811781426, 0.19323471804358522, 0.19312797372742574]","[0.24196526272730393, 0.24050561000000348, 0.24128388410264795, 0.2424802522767674, 0.24052342637018723, 0.24084635891697623, 0.24230676076628946, 0.24231985753232782, 0.2412829412655397, 0.24221184172413565]"
"[0.1940327051798908, 0.19369340862850754, 0.19367463917148356, 0.19349593000144374, 0.19353552930513207, 0.1933587634441804, 0.1933665264930044, 0.19325987105162776, 0.1933176544856052, 0.1931426329728292]","[0.24178417704322122, 0.24139694734053177, 0.24085340581156992, 0.2419824180277911, 0.24129922010681845, 0.24110777540640396, 0.2410632466728037, 0.24044093083251605, 0.24037321318279614, 0.24146956476298245]"
"[0.19397006016604754, 0.19380439468184296, 0.19349027379434935, 0.19340732663261648, 0.19348826829572113, 0.19325939961233918, 0.19340556464633163, 0.19315361839776135, 0.19335947140138976, 0.193394095922003]","[0.24213223565708508, 0.24138558859174902, 0.24045182222669775, 0.2406581315127286, 0.24044783277945084, 0.2410960536111485, 0.24123102155598727, 0.24093293466351248, 0.24163900722156872, 0.24209341000426898]"
"[0.19390010316761172, 0.19374641350337438, 0.19364354212065132, 0.19360709296805517, 0.19341571796305326, 0.19320413546294582, 0.19313455236201382, 0.1933096795513922, 0.1931825990275461, 0.19313046670689873]","[0.2420567599209872, 0.24195214428684927, 0.24103556979786267, 0.24070995639670978, 0.24144381284713745, 0.24155740168961612, 0.24195862358266657, 0.24186920171434229, 0.242298271168362, 0.24124580079858954]"
"[0.194234664038736, 0.193825400909599, 0.1935720849706202, 0.19367920310825718, 0.19353808918777776, 0.1936168948150411, 0.19366662858092054, 0.19321138563812995, 0.19326895323334908, 0.19308522176377627]","[0.24162591993808746, 0.2415183579379862, 0.24220287122509696, 0.24121727320280942, 0.24091654067689722, 0.2412439842115749, 0.24140744453126733, 0.24133559655059467, 0.2410801283337853, 0.24174353073943744]"
"[0.19405717965291472, 0.1936533636584574, 0.1936536112001964, 0.1934589611328378, 0.19325567112893474, 0.19348676472294088, 0.19298698525039518, 0.1933229886451546, 0.19336320459842682, 0.1932686598477315]","[0.24277093871073288, 0.24139754474163055, 0.24049842222170395, 0.24188499559055676, 0.241217626766725, 0.2413907064632936, 0.24195687472820282, 0.24149273877794092, 0.2411331832408905, 0.2407060143622485]"
"[0.19402272497512857, 0.19374236905453157, 0.1933617277108893, 0.19318621438376757, 0.19326346314379148, 0.19324634011302674, 0.19320971929297157, 0.19315619204117326, 0.19322179090611788, 0.1933110452884314]","[0.24149901487610556, 0.24260582029819489, 0.24154617976058612, 0.24155359105630356, 0.24132670597596603, 0.24069299481131814, 0.24201392585581, 0.24195156585086475, 0.24139942635189404, 0.24124214595014398]"
"[0.19400602054535127, 0.19348090400501172, 0.19346160563279172, 0.1935148681608998, 0.1934054909768153, 0.19347462803125381, 0.19335299099282344, 0.19304019015054313, 0.193137061839201, 0.19298178968685015]","[0.24172571301460266, 0.24269688806750558, 0.24180276691913605, 0.24107065390456806, 0.24166101623665204, 0.24227369915355335, 0.24138542061502283, 0.24229151958769019, 0.24077120287851853, 0.24079747091640125]"
"[0.19408320605146642, 0.193685131869754, 0.19383859710425747, 0.1930930212292136, 0.19345054000007864, 0.19323149551542437, 0.1931589815233435, 0.19312982565286207, 0.19308488960472905, 0.1928676705883474]","[0.24077445133165878, 0.24088274484330957, 0.24222558059475638, 0.24162632362409073, 0.24177064949815924, 0.24184525419365277, 0.24187986010854895, 0.24143242294138129, 0.24105956066738476, 0.24304119700735266]"
"[0.19412911516063067, 0.1935977610398312, 0.19386425964078124, 0.19360989887191324, 0.19336489223095835, 0.1932088785937854, 0.19308142964633143, 0.1935174298681775, 0.19318872872664003, 0.1930991179328792]","[0.24322216619144787, 0.2402534606781873, 0.24168554896658118, 0.24060491269285028, 0.2407801110636104, 0.24164299802346664, 0.2407832768830386, 0.24196708608757367, 0.24125039171088825, 0.24218411337245593]"
"[0.19379492362543027, 0.19372217676469258, 0.19365666487387248, 0.19334924464323083, 0.19329195591259976, 0.1932452425208627, 0.1932200211651471, 0.19311797139900072, 0.1931177555602424, 0.19280233378617131]","[0.24239196560599588, 0.24128969691016458, 0.241868334737691, 0.2409285225651481, 0.24334150823679837, 0.2423685057596727, 0.24182132699272849, 0.24161356010220267, 0.24070471254262057, 0.24113103476437656]"
"[0.1939477979832766, 0.19382830397511014, 0.19358822809798376, 0.19351670009141064, 0.19346212565290685, 0.19309071276564987, 0.1935563843165125, 0.1931017472275666, 0.1932720284224773, 0.19311626407564902]","[0.2411656311967156, 0.24341506172310223, 0.24153391475027258, 0.24074201827699487, 0.24197274852882733, 0.2427609075199474, 0.24161146581172943, 0.24227943610061298, 0.2425490360368382, 0.2411907802928578]"
"[0.19412742083778187, 0.19374422364088953, 0.19329597740149013, 0.19357409799585537, 0.19349259807139027, 0.19314920332054702, 0.19322803038723615, 0.19303605188520587, 0.1930781432560512, 0.19313259483600148]","[0.2419446801597422, 0.2419288077137687, 0.24200787462971426, 0.24217509546063162, 0.24128605289892716, 0.24106496301564304, 0.24094322594729337, 0.24185531383210962, 0.242031529545784, 0.24228543584997003]"
"[0.19400216456578703, 0.19377486711862135, 0.1936354566441507, 0.1932845492752231, 0.1934393113669084, 0.19326902196115378, 0.19314668335172594, 0.1932815461590582, 0.19311409253551035, 0.19278745338016626]","[0.24122702804478732, 0.24110757356340234, 0.24116063795306467, 0.24174750393087213, 0.24103220890868793, 0.2414365912025625, 0.2413416410034353, 0.24122967367822473, 0.24113583022897894, 0.24115802076729861]"
"[0.19371586064903104, 0.1935499449621658, 0.19353763972009932, 0.1933097504839605, 0.19333708103822203, 0.19334387247051513, 0.19324388643916773, 0.1926882466947546, 0.1932059483108472, 0.19294943614881865]","[0.2423559765924107, 0.2418862527067011, 0.24091306464238602, 0.2416229315779426, 0.24150589921257712, 0.2418676479296251, 0.24175261367451062, 0.24216897108338095, 0.2412154268134724, 0.24143352020870557]"
"[0.1939631350794617, 0.19361137271839746, 0.19342303055585647, 0.19342335176711178, 0.19323910848826778, 0.19323070499361777, 0.19309801083742356, 0.19316488671667723, 0.19321938406447975, 0.19310147497726945]","[0.241786237467419, 0.24191073802384463, 0.24078071388331326, 0.24280489710244266, 0.2411580031568354, 0.24114746126261624, 0.24208237095312637, 0.24192859367890793, 0.2413380660793998, 0.24189802191474222]"
"[0.19373400980720715, 0.19367135741880961, 0.1935216342003978, 0.1931109131142801, 0.19324247447811826, 0.19321007114283892, 0.1930719481743112, 0.19292147168699575, 0.1932906210422516, 0.19294688379277988]","[0.24252931773662567, 0.2419658682563088, 0.24097331003709274, 0.24231832813132892, 0.24257862974296918, 0.24147554961117831, 0.2424173287369988, 0.24175045029683548, 0.24356143853881143, 0.24118402871218594]"
"[0.19382610536959707, 0.19377045112909103, 0.1931451725564441, 0.19334743111109248, 0.193401715205032, 0.19318252695458277, 0.19327745852725847, 0.19286273191778028, 0.19289557856260514, 0.19296498368589246]","[0.24115114320408215, 0.24219719117338007, 0.24134691601449793, 0.24067868698727002, 0.24238443239168686, 0.2415330857038498, 0.24092480675740677, 0.24249373782764783, 0.240873091600158, 0.24212855913422324]"
"[0.1940116207210385, 0.19374016877643915, 0.19349538093926955, 0.1933758076356382, 0.1933015229142442, 0.19328883411932965, 0.19312905413763864, 0.19301180647952215, 0.1930926775141638, 0.193009187068258]","[0.2419941181486303, 0.24091379344463348, 0.24356392161412674, 0.24219442362135107, 0.24201030351898886, 0.24179794029756027, 0.24154695055701517, 0.24167306856675583, 0.24221307716586374, 0.24213632263920523]"
"[0.19375754679952348, 0.19385527310018635, 0.19366532191634178, 0.1934406036625103, 0.19319897950912007, 0.1929998695090109, 0.19314288180701586, 0.1927309540309468, 0.19304686632691598, 0.1931020993815393]","[0.24150794473561374, 0.24116891758008438, 0.24186205051162027, 0.24101017550988632, 0.24247599731792102, 0.24188126759095627, 0.24086670848456296, 0.24174892766909165, 0.24233450130982834, 0.24113400280475616]"
"[0.1937867115650858, 0.19357345800618736, 0.1935665857579027, 0.1931376026905313, 0.19307995891692686, 0.19327222555875778, 0.19314843096903392, 0.1930214834912699, 0.1930497506899493, 0.19279292491929872]","[0.24160819974812595, 0.24139779535206882, 0.2410050400278785, 0.24100181595845657, 0.24274479394609277, 0.24220800535245376, 0.2418048937212337, 0.24138695272532376, 0.24171282080086795, 0.24210300635207782]"
"[0.1938904674381626, 0.19330846107735924, 0.19352759907440265, 0.19339260375317263, 0.19306239576972262, 0.1934028165985127, 0.19321492572828214, 0.19297539769690863, 0.19291714852561756, 0.1928632538385537]","[0.24180805412205783, 0.24163089150732214, 0.2410071830857884, 0.24149766157973895, 0.24220612103288824, 0.24195688692006198, 0.24200706048445267, 0.241260673512112, 0.24140776151960547, 0.24177425828847018]"
"[0.19390535947619653, 0.19356045719920373, 0.19346581977240893, 0.19331693489636695, 0.19341958831159436, 0.1929176396557263, 0.19312100203669802, 0.19302828138580128, 0.19333320430346898, 0.19311275622066187]","[0.2416692782532085, 0.2416305406527086, 0.24200420758940958, 0.24027288366447797, 0.24161269448020242, 0.24180157753554257, 0.24269159138202667, 0.24240808866240762, 0.2413448230786757, 0.2423384352163835]"
"[0.19360735373837606, 0.19366547754224467, 0.19373543887418143, 0.19333247657941313, 0.19323635793157987, 0.19307883828878403, 0.1929837519264951, 0.19315047653353945, 0.19323911913195435, 0.19298907567043694]","[0.24247267029502176, 0.24265369501980869, 0.24153264679692008, 0.24219719930128616, 0.24216323820027438, 0.24260175363584, 0.24200621382756668, 0.24168305776335977, 0.24133658409118652, 0.24174740504134784]"
"[0.1936874099227847, 0.19353815092115986, 0.19336385051814878, 0.19328719225465035, 0.19313959108323467, 0.19321593763876935, 0.1930064638050235, 0.19275152075047397, 0.19287994625617047, 0.19320015776522306]","[0.2420132580128583, 0.24196346239610153, 0.24249814450740814, 0.24195467883890326, 0.24146372757174753, 0.24219795926050705, 0.24282807789065622, 0.24180162901228125, 0.2416768724268133, 0.2415573312477632]"
"[0.19389553322475783, 0.19350811154866704, 0.1932829642782406, 0.1935492304666918, 0.19313821363814024, 0.19326478425337343, 0.1928973476193389, 0.19293850857992562, 0.19293080262687742, 0.19287377557888322]","[0.24270378865978934, 0.24218133769252084, 0.24111648310314526, 0.24214035678993573, 0.2423613193360242, 0.24204441092231058, 0.2425000952048735, 0.24172259596261111, 0.24179565093734048, 0.24091785062443127]"
"[0.19381745615784002, 0.19336191488772023, 0.19334228777763796, 0.19335732745880985, 0.19315849320620906, 0.19325004898163736, 0.19305482917294212, 0.19299811474522766, 0.19264586155816, 0.19303024081247194]","[0.24077328904108566, 0.2418970357288014, 0.24204613268375397, 0.2417391064492139, 0.24104563214562155, 0.24113685840910132, 0.24149086665023456, 0.2416596846147017, 0.24104321815750815, 0.24194001203233545]"
"[0.19358741765727802, 0.19366728377585507, 0.19347013426678522, 0.1934421587811441, 0.1928681097164446, 0.19315987034719817, 0.19311801298540465, 0.19306547476016744, 0.19286401676280157, 0.1928938295768232]","[0.2433454082770781, 0.24229746921495957, 0.24126913872632114, 0.24108016897331586, 0.24236007576639002, 0.24128812145103107, 0.24276296929879623, 0.24255570498379794, 0.2426688467914408, 0.2434281273321672]"
"[0.19368401108955852, 0.19347689582072958, 0.19314315611002397, 0.1933530967454521, 0.19301948148985298, 0.1931561797249074, 0.19318840439830506, 0.19285539081510233, 0.19298988459061603, 0.19282942250066873]","[0.24165949496355923, 0.24162727458910507, 0.24212755804712122, 0.24090646342797714, 0.24131068993698468, 0.24184507537971844, 0.24188409068367697, 0.2424220388585871, 0.24117240580645474, 0.24208214608105746]"
"[0.19367474074266394, 0.19361973979643413, 0.19335699636413126, 0.1932869933697642, 0.19290989089985283, 0.19298787034895956, 0.19317530247629905, 0.19284443868970386, 0.19304413515694288, 0.19303049420823856]","[0.24145270071246408, 0.24183474345640701, 0.24165419963273135, 0.24124722860076211, 0.24109565127979626, 0.24221232397989792, 0.2425524280829863, 0.24207873236049304, 0.24164740876718002, 0.24167656898498535]"
"[0.193810335835632, 0.19330409336455015, 0.19337610581091472, 0.19328227091808708, 0.19324855628062268, 0.19307040293910066, 0.19291390585047857, 0.19302085391720947, 0.19314962982827302, 0.1926277751217083]","[0.24341357838023792, 0.24138129163872113, 0.24267491020939566, 0.2421312860467217, 0.24237230284647507, 0.24213685230775314, 0.24282749810002066, 0.24233219433914532, 0.24211763658306815, 0.24332670596512881]"
"[0.19371757473872633, 0.1933596222376337, 0.1931971889369342, 0.19328150533291757, 0.19324706433987132, 0.19314135709891514, 0.19304827045725317, 0.19293172839952974, 0.19266908114053766, 0.19288011267781258]","[0.242226396094669, 0.24298885464668274, 0.2429956333203749, 0.24199562045660886, 0.24349232830784537, 0.2422246445309032, 0.24261832237243652, 0.24224875596436587, 0.24197176640683954, 0.24332250248302112]"
"[0.1938682133141829, 0.19336808062329583, 0.19350452903582124, 0.19301307855211958, 0.19308704350675857, 0.19317747150756875, 0.19281370390434655, 0.1929547275055428, 0.19305504326309478, 0.19284887551044932]","[0.24174677241932263, 0.24193477088754828, 0.24262518638914282, 0.24092541905966672, 0.2414539469914003, 0.24151305718855423, 0.24148539115082135, 0.24236163226040927, 0.24181803519075568, 0.24251140518621964]"
"[0.19371082040728355, 0.1933442103315373, 0.19329028576612473, 0.1932437032157061, 0.1929105389483121, 0.19301265288068323, 0.19310446691756344, 0.19275183793233366, 0.19290043915412863, 0.19270408290381336]","[0.24216996810652994, 0.24193014746362512, 0.2411710498007861, 0.24213705279610373, 0.24231954596259378, 0.24159744652834805, 0.24181017821485346, 0.24180411208759656, 0.24223229424519974, 0.24250626699490982]"
