train,val
"[0.20974530568536448, 0.20952616525547846, 0.20902493063892638, 0.20905013450858545, 0.2089182804433667, 0.2089982680520233, 0.20907305120205394, 0.2089480345650595, 0.20907797588377583, 0.20881763176650417]","[0.2193164500323209, 0.21932172233408148, 0.21869998763908038, 0.2188434045423161, 0.21987837823954495, 0.2195199646733024, 0.2191562219099565, 0.21931229531764984, 0.21971584450114856, 0.21960388665849512]"
"[0.20926072015141955, 0.2092636455686725, 0.2092640121676484, 0.20889685302972794, 0.20861044967052889, 0.20883056764699975, 0.2085340392528748, 0.20863786628659892, 0.20855094902977653, 0.20858221972475247]","[0.21889264339750464, 0.21942731196230109, 0.21940494667400012, 0.21984299340031363, 0.2196486253630031, 0.2192810462279753, 0.22001359814947302, 0.21933528645472092, 0.2198303924365477, 0.21970339525829663]"
"[0.20900163556240042, 0.2087562736503932, 0.20888396124450528, 0.208478146213658, 0.20845744112620548, 0.20859230355340608, 0.20827166705715414, 0.20825181232423198, 0.208538326073666, 0.20843295722591634]","[0.2196658118204637, 0.21911501478065143, 0.21926766498522324, 0.21970794553106482, 0.21952741525389932, 0.21957271749323065, 0.22013024308464743, 0.2208817113529552, 0.22064556723291223, 0.22063351354815744]"
"[0.20894499396791263, 0.2088592085911303, 0.20837308223150214, 0.2081741205587679, 0.2081619888848188, 0.2080805173942021, 0.2078613041310894, 0.20805032581699137, 0.20799838918812422, 0.20806129261547204]","[0.21894810958342117, 0.21974571320143613, 0.22060536254536023, 0.2197819392789494, 0.21996928751468658, 0.21997122195633975, 0.21984752064401453, 0.2207376550544392, 0.22062921794978055, 0.22036340697245163]"
"[0.20862854758695681, 0.2087357571842719, 0.20825484562285093, 0.2081021287915658, 0.20803807919122735, 0.20809107676756625, 0.20792123371241045, 0.20773819955636044, 0.20786060681756663, 0.2077305447690341]","[0.22008173167705536, 0.22023885629393838, 0.2201344303109429, 0.22051215984604575, 0.2206460020758889, 0.22009197961200366, 0.22031057287346234, 0.2199865240942348, 0.22014005075801502, 0.22004657035524194]"
"[0.208504175197105, 0.2080833737035187, 0.20816653982108954, 0.20825369960191298, 0.20794212666093087, 0.20776693097182683, 0.2078530688066872, 0.20786398801268363, 0.2076986762029784, 0.20785014893935652]","[0.2198231504722075, 0.21984945779496973, 0.22055358507416464, 0.22075320780277252, 0.22029961374672977, 0.22061284699223258, 0.22084146060726859, 0.22070364654064178, 0.2206971753727306, 0.22033825652165848]"
"[0.20865037626757912, 0.20809632022770083, 0.20788267254829407, 0.20801016886015328, 0.2078068718618276, 0.20792968966522996, 0.207575402849791, 0.20776481226998933, 0.20734016810144698, 0.20745211140233644]","[0.22060377895832062, 0.2211937199939381, 0.21996120295741342, 0.22070616754618558, 0.2206169217824936, 0.2202379351312464, 0.22004112872210416, 0.22036960585550827, 0.22101581638509576, 0.22053451023318552]"
"[0.20821653443331622, 0.20772919606189338, 0.20796547662846895, 0.20779789497657697, 0.2076129765838993, 0.20749305872892848, 0.2075114531480536, 0.2074645455090367, 0.2075908881973247, 0.20709739754698714]","[0.2195031697099859, 0.22063835236159238, 0.22023434395139868, 0.22125366059216586, 0.22087794677777725, 0.2207670956850052, 0.2206243168223988, 0.22149603746154092, 0.22156506370414386, 0.22072825784032996]"
"[0.20827432265695262, 0.20797413253054328, 0.20786955405254753, 0.20749887884879598, 0.20767777823672004, 0.20745170755045755, 0.2076154045608579, 0.2072534615896186, 0.20740305814816026, 0.20742983523072028]","[0.22031242197210138, 0.22231249104846607, 0.2205479537898844, 0.2202980084852739, 0.22156227176839655, 0.22057736868208105, 0.22113476151769812, 0.2206147015094757, 0.22059416364539752, 0.2213200263001702]"
"[0.20813058347118144, 0.2076747479791544, 0.2075922198745669, 0.20761891469663504, 0.2076005345704604, 0.20754176423865922, 0.2073800937101549, 0.20726490917862678, 0.20717446460407607, 0.20706099971216552]","[0.2204735753211108, 0.22068976949561725, 0.22065546160394495, 0.22053645551204681, 0.22085554897785187, 0.2205939469012347, 0.22103179584849963, 0.22047349539670077, 0.22092711925506592, 0.22104248269037766]"
"[0.20807993883381085, 0.20771434751092172, 0.20747367794416388, 0.20779001598759572, 0.20766985416412354, 0.20694793266605357, 0.20720096525489068, 0.2072687366483163, 0.207305586611738, 0.20706590607154127]","[0.22036722166971726, 0.22051668708974664, 0.22145336459983478, 0.22110593183474106, 0.2206449197097258, 0.22091260687871414, 0.2206082885915583, 0.22123052044348282, 0.22098865156823938, 0.2216530658982017]"
"[0.20815683445151972, 0.20746354317786742, 0.20767539207424437, 0.2072503603234583, 0.2070868976262151, 0.20709343452234658, 0.20723214213337218, 0.2067717382190179, 0.20687720301199933, 0.2070207522839916]","[0.22054736858064478, 0.22086231275038284, 0.22070612419735303, 0.22166685624556107, 0.22097631205211987, 0.22067660093307495, 0.22146027196537366, 0.22079998254776, 0.22163487699898807, 0.22149181095036594]"
"[0.20795163709898384, 0.20769257083231088, 0.20746408349701337, 0.20721250346728734, 0.20726947912148067, 0.20696368661462045, 0.20695009508303233, 0.20668913165525515, 0.20670491122469611, 0.20687416028611513]","[0.22115034542300485, 0.2202499197287993, 0.22066655348647723, 0.2211543253876946, 0.22199822014028375, 0.22109394723718817, 0.22083775970068845, 0.22146098451180893, 0.221100391312079, 0.22233462198214096]"
"[0.20776022651365825, 0.20751533292385996, 0.20735917209970708, 0.20748614018060724, 0.2070874471445473, 0.20709290477086087, 0.20702192917162057, 0.20708927436142552, 0.20671388963047338, 0.20675463396675733]","[0.2213479686867107, 0.22085284373976968, 0.220746941187165, 0.2209557674147866, 0.2214317186312242, 0.22111541032791138, 0.22162622755224054, 0.22157768092372201, 0.22246988253159958, 0.2213465070182627]"
"[0.2076327513371195, 0.20748369715043477, 0.20713300942158214, 0.2074874750509554, 0.2071103522059869, 0.20691874151935383, 0.20673271154566686, 0.20671952987203793, 0.20684622471429864, 0.20663726375419267]","[0.22074024921113794, 0.2210751257159493, 0.22051663967696103, 0.22122093764218417, 0.22148572450334375, 0.22104779969562183, 0.22204484993761237, 0.22151133147152988, 0.22190910171378742, 0.22109858827157455]"
"[0.2077023125424677, 0.20743375377995626, 0.20699904562563312, 0.2070671590615292, 0.2068795712322605, 0.20681353506385064, 0.2068895893741627, 0.20682799922568457, 0.20660684957188002, 0.20674717836842246]","[0.2212443839419972, 0.22090541232715954, 0.22111294621771033, 0.2214123620228334, 0.2216185128146952, 0.2215858535333113, 0.2216160703789104, 0.22157220136035571, 0.22205699302933432, 0.22341559691862625]"
"[0.20756025019348884, 0.20718927590214475, 0.20690440675433802, 0.20716643880824653, 0.2069606693575577, 0.2070364892786863, 0.20689000295741217, 0.20669973261502325, 0.20660344944620618, 0.20665109248793856]","[0.22119520062750037, 0.2218173471364108, 0.22184347158128565, 0.22165150940418243, 0.22237061235037717, 0.22214190661907196, 0.2215485085140575, 0.22140767222101038, 0.2219026955691251, 0.2216252400116487]"
"[0.2079257898184718, 0.20734144519178235, 0.2072748760787808, 0.2069559889484425, 0.2068681263802003, 0.20723019403462506, 0.20674738759288983, 0.2066762524904037, 0.20654337761961683, 0.20646117688441762]","[0.2209790281274102, 0.22135200690139423, 0.22150267931548032, 0.22163392332467166, 0.2218485799702731, 0.2225208282470703, 0.2215442115610296, 0.2221620028669184, 0.22143263031135907, 0.2224411110986363]"
"[0.20745718509567027, 0.20708320548339765, 0.20683356313681117, 0.20667737387880988, 0.20672261182750976, 0.20678167622916552, 0.20659859896618493, 0.20678806730679103, 0.20637886058919283, 0.20651157960599784]","[0.2210309383544055, 0.22125362130728635, 0.22257387367161838, 0.2215376983989369, 0.2216950235041705, 0.2214588075876236, 0.22185289453376422, 0.22228287702256982, 0.2227089608257467, 0.22198437289758163]"
"[0.20750536009365197, 0.20730541114296233, 0.20704183377781693, 0.2068002879315493, 0.20669401543481009, 0.20683107905241907, 0.2064999046982551, 0.20685251969463972, 0.2063733144682281, 0.20644322052902106]","[0.2217236743731932, 0.22107062150131573, 0.22136129438877106, 0.22170301459052347, 0.22203980250792069, 0.2216817926276814, 0.22233897583051163, 0.22252934629266913, 0.22235484556718307, 0.2219964238730344]"
"[0.20747825184038707, 0.20704177645396213, 0.2070720096175768, 0.20683309466254954, 0.2065814970707407, 0.20643815687116313, 0.20654749277294898, 0.20652708852169466, 0.20628310314246587, 0.20620447883800586]","[0.22121841528198935, 0.22141791880130768, 0.22246839106082916, 0.2216021797873757, 0.22225388884544373, 0.22155578840862622, 0.22186784717169675, 0.221777158704671, 0.22195936333049426, 0.22340224954214963]"
"[0.20735977179541878, 0.20717150124968314, 0.20689218339263177, 0.20669356094939367, 0.20648209340110116, 0.206653286607898, 0.20671511152569128, 0.20653280935117177, 0.20636001487775724, 0.20623033554578313]","[0.22109243002804843, 0.2213900089263916, 0.22160672328688882, 0.22169741175391458, 0.22148963538083163, 0.2223124707287008, 0.22215752574530515, 0.22224380617791956, 0.22215084460648624, 0.22185044532472437]"
"[0.2075047068754021, 0.20722559170455349, 0.2066086144471655, 0.20681164063969437, 0.20681647302544848, 0.20666649968040232, 0.20641581889013855, 0.2062449794338674, 0.20648432553422694, 0.2062914309909149]","[0.22126294672489166, 0.22139943594282324, 0.22290891815315594, 0.22204863754185764, 0.22177131203087894, 0.2222564545544711, 0.2218902517448772, 0.22210706905885177, 0.22222397950562564, 0.22242588753050024]"
"[0.207557705135978, 0.2070529926188138, 0.20718499744425015, 0.20676638763778063, 0.20668112821116738, 0.20664451773069342, 0.2064589716646136, 0.20628084363986035, 0.2063880880572358, 0.20636085253589007]","[0.22158706188201904, 0.22207494215531784, 0.22111868451942096, 0.22185643830082633, 0.2219371037049727, 0.22247024828737433, 0.2221548096700148, 0.22221427478573538, 0.22280590371652084, 0.22284374995665115]"
"[0.20732549319461901, 0.20709101658086387, 0.2073319875160042, 0.20664361773096784, 0.20639946980743992, 0.20638813808256265, 0.2066954214658056, 0.20640396083496054, 0.2060204014486196, 0.20604057321134878]","[0.2212291576645591, 0.2215796492316506, 0.22157558392394672, 0.2216541049155322, 0.22192136401479895, 0.22300963239236313, 0.2224928167733279, 0.22232865609905936, 0.22171490300785412, 0.22224451059644873]"
"[0.20728651236514656, 0.20716917210695696, 0.2069414666264641, 0.20667165396164874, 0.20636487052756913, 0.20645098981200433, 0.20666365416682497, 0.20654165379855097, 0.20623159499800936, 0.2061682370852451]","[0.22087969292293896, 0.2210159951990301, 0.2212977477095344, 0.221973178061572, 0.22141417183659293, 0.22180115634744818, 0.22189042514020746, 0.22242618148977106, 0.2223630737174641, 0.2225378629836169]"
"[0.20718329095718813, 0.2068380742352836, 0.20659749057828164, 0.2065585158309158, 0.20651940362794058, 0.20613380126198944, 0.2065713965162939, 0.20637730980406002, 0.20647956172422488, 0.20603054123265402]","[0.2212074873122302, 0.22177443314682355, 0.22190620005130768, 0.2218931195410815, 0.22214198925278403, 0.22239142791791397, 0.2223203805359927, 0.22287494079633194, 0.2222131531346928, 0.2224903553724289]"
"[0.20701500104398143, 0.2068703609461687, 0.20698844550215467, 0.20675738824873555, 0.20654595916976734, 0.2064016979871964, 0.2063306253783557, 0.20634953297522604, 0.20608882849313775, 0.20586728547908822]","[0.22169220583005386, 0.22194745188409631, 0.2216569645838304, 0.22218641638755798, 0.22196079926057297, 0.22276716069741684, 0.222444471987811, 0.22219594229351392, 0.222348230806264, 0.2225205817005851]"
"[0.20709161688478625, 0.20689053514174052, 0.20665830297737706, 0.2067269190233581, 0.20633337722749126, 0.2064567783809438, 0.20624961970107897, 0.20611270707176657, 0.20617621741732772, 0.2061119952372142]","[0.22267569601535797, 0.22157644006338986, 0.2219574058597738, 0.22263263707811182, 0.2218558449636806, 0.22222540053454312, 0.22244891117919574, 0.22280312126333063, 0.22220992229201578, 0.2226485555822199]"
"[0.2072725334033674, 0.20676428915894762, 0.20653981502567018, 0.20673759889845944, 0.20631442006145204, 0.20623297958957906, 0.20598484925469573, 0.20631162198830624, 0.2060697004199028, 0.20620102663429415]","[0.2215178974650123, 0.22150711037895895, 0.22206830436533148, 0.22181571478193457, 0.22261437231844122, 0.22182676060633225, 0.22236622463573108, 0.2226496934890747, 0.22209009663625198, 0.2227398915724321]"
"[0.20735546505572844, 0.2069071073617254, 0.20657376078318576, 0.2067035117319652, 0.206354804184972, 0.20652867078172918, 0.20627549792430838, 0.20603160058357278, 0.20607935241898712, 0.20611910689242033]","[0.22166553004221481, 0.2216423831202767, 0.22316523031754928, 0.2226871834559874, 0.22202019799839368, 0.22246898168867285, 0.2225408892739903, 0.22238911959257993, 0.2229003987529061, 0.22269847176291727]"
"[0.20702489967248877, 0.20678560298924542, 0.20685924437581277, 0.2066112971123384, 0.20636765324339576, 0.20630283440862382, 0.20616199000149357, 0.2062066214121118, 0.20621363879466542, 0.2059678258944531]","[0.22143622555515982, 0.22149752215905624, 0.22209117900241504, 0.2224231159145182, 0.22232963144779205, 0.222218243913217, 0.22234852882948788, 0.22251994907855988, 0.22210354696620593, 0.2227022864601829]"
"[0.20738434335406947, 0.20686480600614937, 0.20693296285308138, 0.20667809019891584, 0.2065117249683458, 0.20629826446576993, 0.20616377814083683, 0.20642099149373114, 0.20590719785921427, 0.20597629690048647]","[0.2218666117299687, 0.2215588851408525, 0.22140328179706226, 0.22281269458207217, 0.22215246883305637, 0.22264406085014343, 0.2222370600158518, 0.2222206795757467, 0.2222328158942136, 0.22238858992403204]"
"[0.2073368566985033, 0.2066951210857654, 0.20647030095664823, 0.20655388445878514, 0.2064918402810486, 0.20648673952234034, 0.20630441621250037, 0.20617535953619043, 0.2061082956438162, 0.2058629154094628]","[0.22146509316834537, 0.2221880473873832, 0.22192901372909546, 0.22301354733380405, 0.2221097241748463, 0.22278829325329175, 0.22250443426045505, 0.2225476706569845, 0.22270552949471908, 0.2227650284767151]"
"[0.2070791520634476, 0.20677912797854872, 0.20657411491384312, 0.2064059952996215, 0.20648715827538042, 0.20634691888580517, 0.20599668777110625, 0.20592998667639129, 0.20608210913380798, 0.20601994133725457]","[0.22216883572665128, 0.22249071435494858, 0.22156777842478317, 0.22210853072729977, 0.22231725400144403, 0.22255982323126358, 0.22216630659320138, 0.22242645648392764, 0.22267833216623825, 0.22197463702071796]"
"[0.20703938626209084, 0.2066774004880263, 0.20633205604188296, 0.2067234440117466, 0.20625704526901245, 0.20599738173947044, 0.20608850553327676, 0.2058046799229116, 0.20623430974629461, 0.20561013021031205]","[0.22194453532045538, 0.2218042625622316, 0.22161488234996796, 0.2217595184391195, 0.22225147756663235, 0.22260643270882693, 0.22303000905297019, 0.22314635190096768, 0.22304525565017352, 0.22292642566290768]"
"[0.20724174486739294, 0.20660103614232977, 0.20662751276882327, 0.20636920266005457, 0.2062482049270552, 0.20603653431242827, 0.20604054911100134, 0.20585897154345803, 0.2059486327426774, 0.20571852110478342]","[0.2222541245547208, 0.22228469225493344, 0.22186259518970142, 0.2219907654957338, 0.22225163741545242, 0.22216817194765265, 0.2226921712810343, 0.2223250622099096, 0.22254057093100113, 0.22269105098464273]"
"[0.20692241389532479, 0.20684672420730396, 0.2065642126360718, 0.2065785943853612, 0.20652762359502363, 0.20620435020145106, 0.20591561268178785, 0.20586799130756028, 0.20604812125770414, 0.20590662636927196]","[0.2214237763123079, 0.22215118462389166, 0.22159327295693484, 0.2226165018298409, 0.22248979861086066, 0.2225806794383309, 0.22278905456716364, 0.22286237640814346, 0.22231472757729617, 0.22259784557602622]"
"[0.20698332847381123, 0.2064522384684913, 0.20654218461440535, 0.20622116692212164, 0.20637942622510755, 0.20627072681577838, 0.20611765448536193, 0.206017049827746, 0.20588905029759116, 0.20580897966817935]","[0.2216621840542013, 0.2222965888001702, 0.22160866179249503, 0.22363452206958423, 0.22229104556820609, 0.22251129014925522, 0.2223220860416239, 0.22270633415742355, 0.2232040153308348, 0.22313971546563235]"
"[0.207137508507894, 0.2067343367605793, 0.20669323738132203, 0.20632324854330142, 0.20619956844923448, 0.20599960018785632, 0.20588820017113976, 0.20592760978912822, 0.20607498090486137, 0.2059242587004389]","[0.2222466983578422, 0.22155544568191876, 0.22210097312927246, 0.22271249375560068, 0.22286120598966425, 0.22318676520477643, 0.22269505668770184, 0.22288138351657175, 0.2228994071483612, 0.22285293584520166]"
"[0.20715815041746413, 0.20650990003225755, 0.20649316465976286, 0.20648942735730386, 0.20625927360082158, 0.20618069240329218, 0.20615482725659195, 0.20611551936183656, 0.20586354802457654, 0.20567759187245854]","[0.22202689268372275, 0.22190153463320297, 0.22186783768913962, 0.222391430627216, 0.22316822003234515, 0.22220639342611487, 0.22287363626740195, 0.2223409197547219, 0.22361219471151178, 0.2225874364376068]"
"[0.20702629460363972, 0.2067152777192544, 0.20638246545378042, 0.20643291242268622, 0.20618169891590976, 0.20627668051391232, 0.2059258332057875, 0.20601684584909555, 0.20584872129316234, 0.20584964402476136]","[0.2214231179519133, 0.22201802242885937, 0.22154924950816415, 0.22255488146435132, 0.22212357277219946, 0.2227805961262096, 0.22258015383373608, 0.22263658724047922, 0.2228767221624201, 0.22257603298534046]"
"[0.20689561157202235, 0.20688342379063976, 0.20667255335316367, 0.2062457685872, 0.2065167839125711, 0.2058919058466444, 0.2059903217821705, 0.20578281277296495, 0.20561193963702845, 0.20554324285108216]","[0.2218865860592235, 0.22173202986066992, 0.2224993665109981, 0.22226718339053067, 0.22273918308994986, 0.22290561686862598, 0.222664551301436, 0.22226313298398798, 0.22278813340447165, 0.22317791526967828]"
"[0.2068946694537085, 0.2065721082748199, 0.2064219772511599, 0.2060104746903692, 0.206276572328441, 0.20602842146644787, 0.2057549712457219, 0.20595728514754041, 0.20587660311436168, 0.20599322735655065]","[0.22171319072896783, 0.222097862850536, 0.22223689474842764, 0.22238620167428796, 0.22308322245424445, 0.22258822213519702, 0.22236243838613684, 0.22298992763866077, 0.22262911904941907, 0.22269098189744083]"
"[0.20676731956856592, 0.2067418951465159, 0.20634591549026723, 0.20609275540527033, 0.2061292337519782, 0.20620291360786983, 0.20593161424812007, 0.20608164233212567, 0.20614347911002684, 0.20568360601152694]","[0.22253323143178766, 0.22171627933328802, 0.22215183079242706, 0.22256442227146842, 0.22243670577352698, 0.22225197878750888, 0.22231785817579788, 0.22278158773075452, 0.2233607213605534, 0.22344031659039584]"
"[0.20705527964295173, 0.20653824082442693, 0.20624998531171254, 0.2064619950798093, 0.20612433978489467, 0.20598399836798104, 0.20626474445571705, 0.2056016993461823, 0.20546908159645236, 0.205875142192354]","[0.22128371758894486, 0.22173640538345685, 0.22185837003317746, 0.22204769064079632, 0.2220573980699886, 0.2224781188097867, 0.22206871888854288, 0.22232269834388385, 0.2226303287527778, 0.22341411899436603]"
"[0.20704491360455143, 0.20666677443956843, 0.20647957632128072, 0.20612198494526804, 0.20593555469293984, 0.2059801085566988, 0.20592582149773228, 0.20567051260447017, 0.20603931816864987, 0.20576516181534651]","[0.22192415459589523, 0.22223439541730014, 0.2217115732756528, 0.22239618545228784, 0.2232499447735873, 0.22288242253390225, 0.2222017442638224, 0.22264749759977515, 0.2232689925215461, 0.22291650961745868]"
"[0.20686045106576414, 0.20664578250476293, 0.20631471838878127, 0.20608760249249788, 0.20628614966966669, 0.20589865698498122, 0.20580880465556164, 0.20622739256644734, 0.20590307137795857, 0.2056852939481638]","[0.22181346741589633, 0.22173493152314966, 0.22237104854800485, 0.22181430865417828, 0.22258435189723969, 0.22305705195123499, 0.2223209020766345, 0.22288087552244013, 0.22322250631722537, 0.2229520637880672]"
"[0.2069426029920578, 0.20678913532471171, 0.20615803389524928, 0.20623809099197388, 0.20603930570033133, 0.20594833167840024, 0.20609897375106812, 0.2056738148842539, 0.20593750704916156, 0.20548269000588631]","[0.22162628851153635, 0.22209513864733957, 0.22192644666541705, 0.22253940593112598, 0.2228145938027989, 0.22280292348428207, 0.22287225723266602, 0.22319424829699777, 0.22225833210078152, 0.22300367734648965]"
"[0.207144989955182, 0.20658894871570627, 0.20647078463617635, 0.20613524059251864, 0.20636823028326035, 0.20595210577760423, 0.20575606564478, 0.20580534515332202, 0.20566622137415166, 0.20583187864751232]","[0.2216737067157572, 0.22181872481649573, 0.22191177985884927, 0.2226108651269566, 0.22234487939964642, 0.22307549552483993, 0.22275654023343866, 0.22304036942395297, 0.22312921556559476, 0.22241597961295734]"
"[0.20677343360623535, 0.20653143890049994, 0.20644211008840677, 0.20610486716032028, 0.20611699214395213, 0.20607766889187754, 0.20587291431670285, 0.20582044626377066, 0.20584981295527244, 0.20576282970759333]","[0.22142630002715372, 0.22240946645086462, 0.22245739942247217, 0.22251088917255402, 0.22225954044948926, 0.22267335653305054, 0.22266209396449002, 0.22315493632446637, 0.22336111014539545, 0.2229219593785026]"
"[0.20700495553259946, 0.206604824686537, 0.20661011794391942, 0.2062444790285461, 0.2059121020898527, 0.20589707046747208, 0.20620138760732146, 0.2059110121003219, 0.20557385424570163, 0.2053755626690631]","[0.2235912870277058, 0.2220541848377748, 0.222776473923163, 0.22218689187006516, 0.22254395484924316, 0.222400193864649, 0.22289751063693652, 0.22283579273657364, 0.223059436137026, 0.22261050208048386]"
"[0.20693439047555534, 0.2064166456765058, 0.20603689232042857, 0.20614479238889655, 0.20585946054482945, 0.20606694294481862, 0.20625646229909392, 0.20591747532693708, 0.20553074244941985, 0.20556105551671008]","[0.22163312949917532, 0.22158165817910974, 0.22196435115554117, 0.22300284694541583, 0.2228981148112904, 0.22260929373177615, 0.22312890670516275, 0.22296383028680627, 0.22238310087810864, 0.22262107784097845]"
"[0.207087832902159, 0.20665638650558432, 0.20618496637563316, 0.20630696020564254, 0.20602638502510226, 0.20599364246032675, 0.20590922023568833, 0.20559969924542368, 0.20592828110164527, 0.20580249097274275]","[0.22304304485971277, 0.22213986380533737, 0.22225029631094498, 0.22236510975794357, 0.22227280654690482, 0.22283763099800458, 0.22271698306907306, 0.22295855392109265, 0.22366570342670788, 0.22309589792381634]"
"[0.20705361512242532, 0.20668226252405011, 0.20654895559561495, 0.20629024201509905, 0.206045961501647, 0.20616213445152556, 0.20573127026460608, 0.20590826519289795, 0.20540787766174395, 0.20547359938524207]","[0.2223163531585173, 0.2226230353116989, 0.22220850803635336, 0.22329516573385758, 0.22247875820506702, 0.2227269099517302, 0.22351050105961887, 0.22312065281651236, 0.22248448431491852, 0.22263038022951645]"
"[0.20729581357873217, 0.20631654013176354, 0.2062045166991195, 0.20644968504808386, 0.20602820205445194, 0.20625462474263445, 0.2061822479020576, 0.20602557716929182, 0.20566793135842498, 0.205636449462297]","[0.22217913107438522, 0.2219090380451896, 0.22224153578281403, 0.2228851088068702, 0.2225398380648006, 0.22330914573235947, 0.2228847538883036, 0.22287215969779275, 0.2229158959605477, 0.2234946990554983]"
"[0.20666712552917246, 0.20651079577450848, 0.2062804151554497, 0.20599250419407475, 0.20570225892018298, 0.206003764834331, 0.2056861145763981, 0.205825680980877, 0.2055687930206863, 0.2057615012234571]","[0.22167689420960165, 0.22273784334009344, 0.2227879153056578, 0.22251173582944003, 0.22301465950228952, 0.22270674326203085, 0.2230320234190334, 0.22300014712593771, 0.22285183857787738, 0.22375554117289456]"
"[0.20700644777745617, 0.20618945641481146, 0.2060975537312274, 0.20642831921577454, 0.2062868875812511, 0.20627995854129597, 0.20584818812049166, 0.20590279783521379, 0.20556258873976008, 0.20570279414556464]","[0.22193235565315594, 0.2222510969096964, 0.2222877795046026, 0.22193516113541342, 0.22253018617630005, 0.22274205901406027, 0.2225367074662989, 0.2235214588317004, 0.2225926315242594, 0.22310816699808295]"
