train,val
"[0.20246694297814855, 0.20226768449861177, 0.20206280280740893, 0.2018458301923713, 0.20155756570854966, 0.20149219081718095, 0.2016382316241459, 0.2017709641736381, 0.2016413473353094, 0.20135093617195987]","[0.22492877597158606, 0.22502694753083316, 0.22564580088311975, 0.2251128594983708, 0.2252406979149038, 0.2254405211318623, 0.22513495250181717, 0.2260549786415967, 0.22533996403217316, 0.2258669544350017]"
"[0.2018279390675681, 0.20185983211410288, 0.20180508874508798, 0.2013209048582583, 0.20161928145252928, 0.20159532768385752, 0.201472028937875, 0.2012994553969831, 0.20121626358251182, 0.20126390609205985]","[0.2254672267220237, 0.22551851787350394, 0.22507100890983234, 0.22554762796922165, 0.22598620707338507, 0.22582161020148883, 0.2257985147562894, 0.2258623499761928, 0.22543946314941754, 0.2259621796282855]"
"[0.20199864175246687, 0.20144972380022613, 0.2015835547021457, 0.20137660159748427, 0.20138374586798707, 0.20094290421325334, 0.20121263849491977, 0.2011396202201746, 0.20079024774687632, 0.20096460030395158]","[0.22537287934259934, 0.22583311660723251, 0.225395145741376, 0.22533296725966714, 0.22571545161984183, 0.22669091007926248, 0.2252752184867859, 0.22547330910509283, 0.2257268022407185, 0.22629624740643936]"
"[0.20139833684174382, 0.20128083077012277, 0.20134528452644543, 0.20103035867214203, 0.20094811118074826, 0.20092982525119976, 0.20088272100808668, 0.20092564418303724, 0.2007728719285556, 0.20070105167675992]","[0.22596986998211255, 0.22549613362008875, 0.2267514629797502, 0.22579020126299423, 0.22555263475938278, 0.22573607618158514, 0.22577676583420148, 0.22609783438119022, 0.22605779360641132, 0.22684841806238348]"
"[0.20137082952625898, 0.20123976909992647, 0.20077856417213166, 0.20076894927389768, 0.2008245573664198, 0.20075051592929022, 0.20081095899246176, 0.20078720760588742, 0.20072069847766233, 0.20058349413531168]","[0.22600772164084695, 0.22610875964164734, 0.22684282741763376, 0.2266859236088666, 0.22646339915015481, 0.22616677934473212, 0.2265383330258456, 0.22591717676682907, 0.22564326362176376, 0.22614626721902328]"
"[0.2013003246820703, 0.20088860362159963, 0.2009937965444156, 0.2007020798568823, 0.2009671217932993, 0.200656208456779, 0.20071550002511668, 0.200351781686958, 0.2004144526257807, 0.20054484128343816]","[0.22677414932034232, 0.22574557499452072, 0.22613180767406116, 0.22652141749858856, 0.22625575282356955, 0.22679399631240152, 0.2268183475190943, 0.22645930404012854, 0.2271681238304485, 0.22730508582158523]"
"[0.2014326165829386, 0.20073837437191788, 0.2008664805670174, 0.20070472192399355, 0.20050214717582782, 0.20056388587975987, 0.2005183243629884, 0.2007442312885304, 0.20052442349949662, 0.20023478445958118]","[0.22600910609418695, 0.22579931670969183, 0.22626322372393173, 0.2264841307293285, 0.2267929410392588, 0.22680756856094708, 0.2270116169344295, 0.225929470224814, 0.2266348586841063, 0.22679355605082077]"
"[0.20133288113438352, 0.20071218352840872, 0.20090965014331194, 0.20085415609028875, 0.20043111516504872, 0.2004404063431584, 0.20049311996114497, 0.2006462763766853, 0.20045577499027156, 0.20038008066464444]","[0.22713603214784103, 0.2260680212215944, 0.22631067037582397, 0.22631010819565167, 0.22676047411831943, 0.22665111991492184, 0.22712162272496658, 0.22673401778394525, 0.2263105267828161, 0.22663936696269296]"
"[0.20106320098346595, 0.20067278052471121, 0.20040729185756373, 0.20073560914214778, 0.2002716322942656, 0.20053879490920476, 0.2002151648000795, 0.20048973800576464, 0.2004356242868365, 0.20024231638835402]","[0.2265654355287552, 0.2266280542720448, 0.2263664115558971, 0.22717640481211923, 0.2265603948723186, 0.22680394893342798, 0.2263335964896462, 0.22720601748336444, 0.22673627192323859, 0.22631321441043506]"
"[0.20086322352290154, 0.20035105092184885, 0.20058566423095003, 0.20038439523504706, 0.2001777000877322, 0.200615011307658, 0.20010639058083904, 0.20027413759000448, 0.20026471085694372, 0.2003649450382408]","[0.22643261335112833, 0.2269789441065355, 0.22713626379316504, 0.22716134651140732, 0.22715727172114633, 0.22729477150873703, 0.22666832669214768, 0.22723884203217246, 0.2270485284653577, 0.22672951086000961]"
"[0.200881122022259, 0.20083827677429938, 0.20057066910120905, 0.2003606999559062, 0.20022348116855232, 0.2005760968491739, 0.20007150338924662, 0.20008213544378475, 0.20000556065719954, 0.19995311221906117]","[0.22692008181051773, 0.2275030477480455, 0.22684699432416397, 0.22689238732511346, 0.22665861384435135, 0.22616976228627292, 0.22672076929699292, 0.22679052163254132, 0.22692877596074884, 0.22727267715063962]"
"[0.2006212497244076, 0.20045649655619446, 0.20030266730761043, 0.20020593353071992, 0.20067340006329576, 0.20005965825854516, 0.20001507368014784, 0.20030660151827093, 0.20008628115970262, 0.19993854344499354]","[0.22708049687472256, 0.2268428788943724, 0.22679868882352655, 0.22646702148697592, 0.2270064435221932, 0.22691205956719138, 0.22740526090968738, 0.22780776565725153, 0.22750698165460068, 0.22816665335135025]"
"[0.20066002300199198, 0.20058065105457695, 0.20047248998770908, 0.20021714756683429, 0.2003275463167502, 0.2000610203463204, 0.20004994908765872, 0.19988222002070777, 0.1997939953390433, 0.1997228321068141]","[0.2279728285290978, 0.22677277570421045, 0.22690708935260773, 0.22747464884411206, 0.22671230679208582, 0.22697211802005768, 0.2267296463251114, 0.22721379047090356, 0.2271740883588791, 0.22717943787574768]"
"[0.2007602165852274, 0.20014598220586777, 0.20036241009223218, 0.20003309207303183, 0.2000766387399362, 0.19972189257339557, 0.2001871896185437, 0.19981747698418947, 0.20017785563760873, 0.20005458395700065]","[0.22856223583221436, 0.22772217067805203, 0.22722532667896964, 0.22765932977199554, 0.2274060222235593, 0.22660365294326434, 0.22802214595404538, 0.22744043171405792, 0.22761065038767728, 0.22748078134926883]"
"[0.20069728001039855, 0.2002924632052986, 0.20042989843962145, 0.199921970616798, 0.19986812572698204, 0.20015940199397048, 0.20013322742009648, 0.20000037003536614, 0.19972779191270165, 0.19977136336419046]","[0.2265189696441997, 0.22775458883155475, 0.2270100712776184, 0.22706085037101398, 0.22750976817174393, 0.227631537751718, 0.22739870033480905, 0.2279412096196955, 0.22712460160255432, 0.22783737561919473]"
"[0.20095966847575442, 0.20013284515969607, 0.19997523512159074, 0.20032542746286003, 0.20001892258926313, 0.20002718315440782, 0.20001475421749815, 0.1998863642921253, 0.19989517832897147, 0.1995892416761846]","[0.22734285484660754, 0.22727008570324292, 0.22712670943953775, 0.22771957381205124, 0.22763735868714072, 0.22775762189518323, 0.22707871279933237, 0.22764370387250726, 0.22707979516549545, 0.22808957235379654]"
"[0.20065801803554809, 0.20004191538509059, 0.19997126943602853, 0.20017538903927318, 0.19988955511730544, 0.1996687431724704, 0.19962077800716674, 0.1998216517421664, 0.19966806015189814, 0.19986367925089232]","[0.22737737541848962, 0.227017651904713, 0.22771370681849393, 0.22745444693348624, 0.22801908579739658, 0.22703401879830795, 0.22761996496807446, 0.22754659165035596, 0.22776634855703873, 0.22790007293224335]"
"[0.20062027491477072, 0.19994648880496316, 0.19985859993160987, 0.19984029370303058, 0.200003483769845, 0.19971669054761224, 0.1995418194909485, 0.1996868952956735, 0.19947639563862157, 0.19940281583338368]","[0.22773618860678238, 0.2283078838478435, 0.22759211469780316, 0.22756331346251749, 0.22804977948015387, 0.22753813456405292, 0.22779100997881455, 0.2272521907633001, 0.2275163314559243, 0.22762807661836798]"
"[0.20030794049404105, 0.19976083576983336, 0.20004190542564101, 0.200051482386735, 0.19979811824706137, 0.19950085254956265, 0.19969173612035052, 0.19943973231984644, 0.19963842219844155, 0.19938441350751993]","[0.22723853046243842, 0.22761525349183517, 0.22898575528101486, 0.22816846858371387, 0.22786186635494232, 0.22797863456335934, 0.22774724662303925, 0.22721442038362677, 0.22747353125702252, 0.22721824862740256]"
"[0.20060623999761076, 0.20021801335471018, 0.19976346088307245, 0.19966730004062458, 0.19961191516141502, 0.19976366828290784, 0.19935660322709958, 0.19978290370532445, 0.19948150065480447, 0.199237159472339]","[0.2274897274645892, 0.22781658308072525, 0.2274015247821808, 0.22780830616300757, 0.22766119648109784, 0.22757041996175592, 0.22835851528427817, 0.22741137580438095, 0.22795048491521316, 0.22775934772057968]"
"[0.20018021952436896, 0.2000997311302594, 0.19992591836014573, 0.19944305687534566, 0.1996748198051842, 0.19987324526419445, 0.19938695263497683, 0.19954636738616593, 0.19953313971660575, 0.19929967014765254]","[0.22711115127260034, 0.22823044928637418, 0.22760452059182254, 0.2275996438481591, 0.2284998826005242, 0.22818114947188983, 0.22774600847200913, 0.22769411450082605, 0.22787022590637207, 0.22817694328048013]"
"[0.2002976971621416, 0.19973168172398392, 0.19961730512429257, 0.19931393892181162, 0.19964234097575656, 0.19961465013270474, 0.1992692545968659, 0.19935801131080608, 0.1992686495793109, 0.19954307605417407]","[0.22771438820795578, 0.2275018407539888, 0.22825325483625586, 0.22815200686454773, 0.22773725607178427, 0.22794424132867294, 0.2289710979570042, 0.22800775278698315, 0.2282807542519136, 0.22796714712272992]"
"[0.2002067228361052, 0.20030059163667718, 0.19981796241232327, 0.19964859695458897, 0.19980367455555467, 0.19947754546087615, 0.19947267734274574, 0.19940196281793166, 0.19924204188341998, 0.19915259332985294]","[0.2275041395967657, 0.22826001860878684, 0.22747951475056735, 0.22900147194212134, 0.2280893176794052, 0.22734889929944818, 0.22770186039534482, 0.2279488972642205, 0.22846091200004925, 0.22808211635459552]"
"[0.20025840006312545, 0.1996255693387012, 0.19980254693298924, 0.1995007552358569, 0.1996423681171573, 0.19956411710199046, 0.19929073416456886, 0.19921472782687266, 0.19945805398177127, 0.199061675795487]","[0.2278222753243013, 0.22714389589699832, 0.22795351526953958, 0.22820091518488797, 0.2280948595567183, 0.22821412845091385, 0.2283439893614162, 0.2270957719195973, 0.22837237471883948, 0.22814103283665396]"
"[0.20011857653758963, 0.1999257875948536, 0.19972686621607566, 0.19937664802585328, 0.19941838830709457, 0.19949711418273497, 0.19919026247700866, 0.19949387987049258, 0.19919628087355165, 0.19939873200290056]","[0.2281917469068007, 0.22843306714838202, 0.22832752493294803, 0.22861375185576352, 0.22794383086941458, 0.2280257059769197, 0.2283458872274919, 0.22787160087715497, 0.227691574530168, 0.22850202972238715]"
"[0.20017848916503847, 0.20002600429009418, 0.19977380092046698, 0.19977044344556574, 0.1998390024717973, 0.19959262226309096, 0.19957085546790337, 0.19920959871034233, 0.19961856792167743, 0.19921243342818046]","[0.22874668646942486, 0.22766231542283838, 0.22856710444797168, 0.2284453727982261, 0.2279278581792658, 0.2278650917790153, 0.2276604175567627, 0.2279872867194089, 0.22838866439732639, 0.2287275723435662]"
"[0.19992602129980008, 0.19985603214222558, 0.1998170821794442, 0.1997501135480647, 0.1995686550377583, 0.19940706692179855, 0.1993270444930816, 0.19938446338079413, 0.1992359582562836, 0.19898599842373205]","[0.22750157659704034, 0.22752631387927316, 0.22767524421215057, 0.22924163124778055, 0.2280846360054883, 0.22797024927356027, 0.22834121774543414, 0.2274404682896354, 0.22826847569508987, 0.22924666513096204]"
"[0.2001536374493521, 0.19989556933240016, 0.199419339700621, 0.1993033073994578, 0.1993767748377761, 0.1996380810682871, 0.19921172471070775, 0.19936005162949466, 0.19898507181479005, 0.19929462245532445]","[0.22735333036292682, 0.22802915356375955, 0.22776666283607483, 0.22829671881415628, 0.22851920127868652, 0.22868373583663593, 0.22783425585790115, 0.22801806032657623, 0.22816856747323816, 0.22775061834942212]"
"[0.20001162147643614, 0.1998012631523366, 0.19956485334099555, 0.19946098966257914, 0.19921129500987578, 0.1994026494877679, 0.19924276337331656, 0.1992759250712638, 0.19921734016768786, 0.19917971808083204]","[0.22811859168789603, 0.2275183702057058, 0.22832004455002872, 0.2281044518405741, 0.2281926071101969, 0.22867238386110825, 0.228577044877139, 0.22860384664752267, 0.22944246909835123, 0.22886526720090347]"
"[0.20004791447094508, 0.1998892595269242, 0.19972021315170793, 0.19957558369758177, 0.19945850960758268, 0.19946187856246014, 0.19934616192263, 0.19915315022273938, 0.19932229406371407, 0.19899052008986473]","[0.22820867191661487, 0.22748919915069232, 0.2292443256486546, 0.22911148450591348, 0.22764480249448257, 0.22767341949722983, 0.22889916598796844, 0.2281529591842131, 0.22855416346680035, 0.22864376414905896]"
"[0.20017504540024972, 0.19980611317619987, 0.19940316867159338, 0.19942082358258112, 0.1994132101535797, 0.19931402635209414, 0.1995958947405523, 0.19923777209252727, 0.19909309641439088, 0.19890715060185413]","[0.22777304188771683, 0.22781420702284033, 0.2284737608649514, 0.22867791761051526, 0.22805927964774045, 0.22815232385288586, 0.22766959802670914, 0.22800511934540488, 0.22792442278428512, 0.2286853180690245]"
"[0.1999700122645923, 0.19964783365020947, 0.19952336044944063, 0.1995369189856004, 0.19958196914925866, 0.19930599196528903, 0.1991301847963917, 0.19932968374721857, 0.1991574790100662, 0.1988511080948674]","[0.22955522753975607, 0.22812975130297922, 0.2285259420221502, 0.2282755198803815, 0.22802398150617426, 0.22877521271055395, 0.22869160364974628, 0.22847450456836008, 0.22842775827104395, 0.22919443520632657]"
"[0.19992735388935828, 0.19965465579714095, 0.19957540921714842, 0.19929991981812886, 0.19945442919828454, 0.19944511361572206, 0.199143718547967, 0.19908216747702384, 0.19893118374201715, 0.1990041408915909]","[0.22857743366198105, 0.22891952232881027, 0.22751457447355444, 0.22790103473446585, 0.22878699411045422, 0.22813521190123123, 0.22932861880822616, 0.22783205048604446, 0.22871323471719568, 0.2278614409945228]"
"[0.1999442205593294, 0.1998835011404388, 0.199533790502013, 0.19920849252720269, 0.19942861065572623, 0.19925972423991378, 0.19941399535354304, 0.19930635042944733, 0.19899563917091914, 0.19897215205187702]","[0.22848064384677194, 0.2280746359716762, 0.22783582589843057, 0.2274117334322496, 0.2282539037140933, 0.22816734964197333, 0.2281233018094843, 0.22872428460554642, 0.22800300338051535, 0.22795461389151486]"
"[0.20034632664553972, 0.19963292397406637, 0.1993083953857422, 0.19944764901788867, 0.19925198992904353, 0.19923598752642163, 0.19941779560580544, 0.19919732258636125, 0.19897887718920804, 0.1988947210567338]","[0.2289691987362775, 0.2276915040883151, 0.22864693538709122, 0.22830480608073148, 0.22808363898233933, 0.22846793857487765, 0.22931721941991287, 0.22859077832915567, 0.2284610461105, 0.22791496190157803]"
"[0.20001776835748128, 0.19978401460209672, 0.1998645743849326, 0.19920287995922323, 0.19927210839731352, 0.19917316765201334, 0.19909945145553473, 0.19915310308641318, 0.19900486861564676, 0.19872094485528616]","[0.2281783019954508, 0.22805367410182953, 0.22830101576718417, 0.22874050926078449, 0.22902827777645804, 0.22888157178055157, 0.22881822152571243, 0.22826371951536698, 0.22834083979780023, 0.22859785231676968]"
"[0.2002126491647594, 0.19984953265104974, 0.1994277149895016, 0.1993867413577985, 0.199276652643267, 0.1991164038071827, 0.19921308991556264, 0.19907192338486107, 0.19928454805393608, 0.1987444550863334]","[0.22849394516511398, 0.22753732719204642, 0.22837965867736124, 0.22875677184625107, 0.22837808186357672, 0.22813313386657022, 0.2280046519908038, 0.2285212129354477, 0.22902390496297317, 0.2286586964672262]"
"[0.1999608165755564, 0.19949950733963323, 0.19930217795226038, 0.199216861353845, 0.19932815508574855, 0.19926474076144549, 0.1989577537288471, 0.19893025363586386, 0.19889145443330006, 0.19886468350887299]","[0.22785758023912256, 0.22915811972184616, 0.22825716300444168, 0.2278680611740459, 0.22832651436328888, 0.22864946045658804, 0.22798791256817905, 0.2283248467878862, 0.2286698818206787, 0.22869080169634384]"
"[0.19978898033803824, 0.1994996370405567, 0.1995440740518424, 0.19926920016201174, 0.19938592156585383, 0.19917629370275808, 0.19873207495832929, 0.19899455321078396, 0.19905684553847022, 0.1989302977311368]","[0.22790536148981613, 0.2281715585426851, 0.22858830880035053, 0.22885531322522598, 0.22817559811201962, 0.2282486097379164, 0.22873467613350262, 0.22873398932543668, 0.22894427586685528, 0.2287958481095054]"
"[0.1999232870887737, 0.19995809817800717, 0.19931034758991126, 0.1993095642145799, 0.19926952722729468, 0.1990642505792939, 0.19889197057607222, 0.19873250458313493, 0.1989023480184224, 0.19881158899895998]","[0.22873361273245377, 0.2281403528018431, 0.22785122692584991, 0.22939439117908478, 0.2279605526815761, 0.22873849083076825, 0.22883638468655673, 0.22828731347214093, 0.22794618118893017, 0.22898493165319617]"
"[0.19983199086724496, 0.19954759916480708, 0.19942345743884846, 0.19921898362892015, 0.19923427290454201, 0.19909426037754333, 0.19884888402053288, 0.19894607737660408, 0.19890313093759576, 0.1985864703144346]","[0.22883726927367123, 0.22843332317742435, 0.22901600328358737, 0.2284236347133463, 0.22837830809029666, 0.22871048071167685, 0.22933596508069473, 0.22860838879238476, 0.22886374999176373, 0.22817424481565302]"
"[0.19995389316154985, 0.19957470057570204, 0.19950396871688414, 0.19922064161118197, 0.19913370846485606, 0.1988787273971402, 0.19907064408976205, 0.1986804663830874, 0.1991181673139942, 0.19875550406927966]","[0.2278960794210434, 0.2290552637793801, 0.22825182703408328, 0.2286554304036227, 0.22876146300272507, 0.22855366495522586, 0.22859127819538116, 0.23002030090852219, 0.22870264134623788, 0.2286945486610586]"
"[0.19979704171419144, 0.19985298280205047, 0.19911786358879538, 0.1992571290050234, 0.19891130574503724, 0.1990760399066672, 0.19885682360250123, 0.1988476052576182, 0.19876406797949148, 0.19888208487204143]","[0.22781134735454212, 0.22859149900349704, 0.2281480390917171, 0.2283364696936174, 0.22846816751089963, 0.2282915860414505, 0.22840272161093625, 0.22799496081742374, 0.228069083257155, 0.22859058461406015]"
"[0.19977476219741666, 0.19957429946077113, 0.19938888066277213, 0.19911784374592256, 0.1991078569268694, 0.1994258283960576, 0.19903904184394952, 0.19902565816835482, 0.19860954871591258, 0.19836014980564312]","[0.2285501157695597, 0.22797898135401987, 0.2283280925317244, 0.22810655425895343, 0.22840324450622906, 0.2286264639009129, 0.22931860929185693, 0.2290125326676802, 0.22833128815347498, 0.2287313396280462]"
"[0.19969588434513735, 0.19921459592118554, 0.1991895990712302, 0.19901223967269976, 0.1989785517204781, 0.19881763050750811, 0.19865731165117148, 0.1991465272647994, 0.198946123524588, 0.19851120242050715]","[0.22834154015237634, 0.2288256815888665, 0.22896781157363544, 0.22930861061269586, 0.22879495133053174, 0.2291667339476672, 0.22877251289107584, 0.22863783213225278, 0.2292943149805069, 0.22917988083579324]"
"[0.19976224902333045, 0.1992595128867091, 0.19898001028566945, 0.19897444956764884, 0.19869502056009916, 0.19872541900496093, 0.19891252657588648, 0.19883980906131316, 0.1988957548628048, 0.19850049471976805]","[0.22889078611677344, 0.22840839488939804, 0.22863151945851065, 0.2285190007903359, 0.23044435544447464, 0.22884447872638702, 0.2285382327708331, 0.22906077043576675, 0.22776942496949976, 0.22806912254203449]"
"[0.19961453259599451, 0.19929637820745, 0.19916056643943397, 0.19895559975079127, 0.19907592677948427, 0.19876130457435334, 0.19872368666894583, 0.1985016551857092, 0.19858122328106237, 0.19873137589620085]","[0.22896486114371906, 0.22875403409654443, 0.22894725745374506, 0.2289475310932506, 0.22826541011983698, 0.22906463796442206, 0.22881567613645035, 0.22863802720199933, 0.2298290174115788, 0.2288561693646691]"
"[0.19951003896338598, 0.19944359939925524, 0.1992273186998708, 0.19923124766471434, 0.1989287959069622, 0.19900989076312708, 0.19908108638257396, 0.19876410660086846, 0.1986706305523308, 0.1985271872610462]","[0.22842269323088907, 0.2281028614802794, 0.2279932444745844, 0.2287045635960319, 0.22907026247544723, 0.22800756313584067, 0.22876076129349796, 0.22906020690094342, 0.22911738401109522, 0.22815792127089066]"
"[0.19953474949817268, 0.1992027085958695, 0.19903624270643508, 0.19908184634179485, 0.198934012453775, 0.19916243683926912, 0.19908316281377053, 0.19873675825644513, 0.1988031860364943, 0.19884820571359324]","[0.22829843922094864, 0.22837926718321713, 0.22843358733437277, 0.2288674996657805, 0.22879894077777863, 0.22882800481536172, 0.22911240566860547, 0.2294094074856151, 0.22872795841910623, 0.22902176732366736]"
"[0.19955328851938248, 0.19930192007094014, 0.19924851256061574, 0.19890934989160422, 0.1989665887489611, 0.19898338570278518, 0.1986807735294712, 0.19894752180089756, 0.19881782011718166, 0.1984594319852031]","[0.22825895249843597, 0.228425379503857, 0.2280768169598146, 0.22851831940087405, 0.22848296978256918, 0.22913964092731476, 0.22859504683451218, 0.2288623587651686, 0.22936329651962628, 0.22855621847239407]"
"[0.19980017475935877, 0.199730995586332, 0.19905578922860476, 0.19898458752705125, 0.19890789809275647, 0.19879258697738453, 0.19884310647541162, 0.19861906751686212, 0.19872389794612416, 0.19812045717725948]","[0.22837067598646338, 0.22859788618304513, 0.2288078652186827, 0.227543596516956, 0.2290382425893437, 0.2290332628922029, 0.2287811745296825, 0.22997267679734665, 0.22988020019097763, 0.2291190502318469]"
"[0.19974652130384835, 0.19940057503325598, 0.19914979046704817, 0.19917497540615042, 0.19893016255631737, 0.19911920902680377, 0.1991389063852174, 0.1988008575780051, 0.1989720667503318, 0.1987128537528369]","[0.22918657687577335, 0.22838241945613513, 0.2290308800610629, 0.22836480221965097, 0.2286098071120002, 0.22974846715276892, 0.2294726696881381, 0.22901331836527045, 0.22896202992309223, 0.22923811728304083]"
"[0.19974708207407776, 0.199282490933428, 0.19935431924401498, 0.19886088629766385, 0.1988646809239777, 0.19874455475685548, 0.19877964410246635, 0.19839420260823504, 0.19870422810924296, 0.1987991462252578]","[0.22817802158269015, 0.2292018329555338, 0.22866243936798789, 0.22787278484214435, 0.2286773838780143, 0.22838118536905808, 0.2290671792897311, 0.22903919897296213, 0.22945943881164899, 0.2290074662728743]"
"[0.19954755278874417, 0.19926497902797194, 0.19936804420181684, 0.1989329217039809, 0.19886560053849706, 0.19905806819395144, 0.19870807200062032, 0.1985745096997339, 0.19871752176965987, 0.19845808783964236]","[0.22796708345413208, 0.2278225909579884, 0.2291294810446826, 0.22880360755053433, 0.2288607277653434, 0.22872797738422046, 0.22873274304650046, 0.22898619960654865, 0.22867621345953507, 0.22915345294909042]"
"[0.19952737083848643, 0.19914168210662142, 0.19929807595148377, 0.19913311302661896, 0.19885075890592166, 0.19904028799156753, 0.19860976843201383, 0.19835857682082117, 0.19848197470514142, 0.1985968389377302]","[0.22862416641278702, 0.22878883643583817, 0.22832636128772388, 0.22915945134379648, 0.22874555804512717, 0.22908508235758002, 0.22924151068383997, 0.22820360145785593, 0.22892082008448514, 0.22915188155391]"
"[0.19969207899911062, 0.19942024380576853, 0.19915693602999862, 0.19892252221399423, 0.19896856224050327, 0.19865744819446485, 0.19886257643906438, 0.19849699629204615, 0.19874004715559435, 0.19843492261609252]","[0.22812237387353723, 0.2292092496698553, 0.22868635166775098, 0.22828697616403754, 0.22867908802899448, 0.22816093130545181, 0.22895480421456424, 0.22913488339294086, 0.22929944639856165, 0.22890935160896994]"
"[0.19961633046670835, 0.1990012614702692, 0.19886393480154932, 0.19935052385743784, 0.19866877018797155, 0.19886569526730752, 0.1989058759443614, 0.19860141237779538, 0.19867553881236485, 0.19845244227623454]","[0.22824917191808874, 0.22863233631307428, 0.22905105623331937, 0.22873417762192813, 0.22800520197911697, 0.22836907614361157, 0.2285171693021601, 0.22829003632068634, 0.2290873717177998, 0.22906533696434714]"
"[0.19944304334265844, 0.1994080440122254, 0.1990778104079013, 0.19854397053013043, 0.19901322603833918, 0.19876630148109126, 0.19865525156563643, 0.19862712782864667, 0.19837643920767065, 0.1985451450609431]","[0.22815042327750812, 0.22846067222681912, 0.22871175408363342, 0.2284301600672982, 0.22896659780632367, 0.22832633690400558, 0.22909080982208252, 0.22923740338195453, 0.2297553541985425, 0.2286417226899754]"
