train,val
"[0.19795828996872417, 0.19789111599022027, 0.19781606461928816, 0.19755417731951694, 0.19777041810507678, 0.1977274051430274, 0.1974270967196445, 0.19716870875991122, 0.19716350430128526, 0.1974043806596678]","[0.2220432013273239, 0.22237587787888266, 0.22233251143585553, 0.22235304523598065, 0.22218925844539295, 0.22239440273154865, 0.22266083820299667, 0.22270483591339804, 0.22231719981540332, 0.2224329330704429]"
"[0.1978111156091398, 0.19776800077180473, 0.19736111042450885, 0.1974109520717543, 0.1972612480119783, 0.1975197541166325, 0.19720555127275233, 0.196995704757924, 0.1969865898088533, 0.19711985705154283]","[0.22263763574036685, 0.22242047028108078, 0.2225008024410768, 0.22266397828405554, 0.22286798330870541, 0.2228950627825477, 0.22271296517415481, 0.22294472428885373, 0.22282441637732767, 0.22371476617726413]"
"[0.19748054840126816, 0.19730308165355603, 0.19745019291128432, 0.19714379280197378, 0.197002041552748, 0.1969617270693487, 0.1969477249195381, 0.19669614291312743, 0.19683074723092878, 0.19682658600563907]","[0.2230099683458155, 0.2228451113809239, 0.2225604843009602, 0.22253357551314615, 0.22320651601661334, 0.22294426099820572, 0.22251226549798792, 0.22274301810698074, 0.22322554886341095, 0.22321856834671713]"
"[0.19744993533406938, 0.19713953738005793, 0.19686362497052368, 0.19700554286947056, 0.19681279171182184, 0.19679439881322336, 0.1968340047312026, 0.19657058466453942, 0.19668022391139245, 0.1966210316334452]","[0.22366529974070462, 0.2224303362044421, 0.22341197322715411, 0.22304375198754398, 0.22324698757041583, 0.2229112359610471, 0.22294380177151074, 0.22326315939426422, 0.22352734072641892, 0.22329570488496261]"
"[0.19741918321470825, 0.197167664158101, 0.19686921252583972, 0.19649177128259016, 0.19689006236742954, 0.19677676260471344, 0.19654806140734224, 0.19639199706060545, 0.19648646639317882, 0.19645992347172328]","[0.22313409637321124, 0.22292074019258673, 0.22363875399936328, 0.22299778325991196, 0.22290219502015549, 0.22353762252764267, 0.22335516051812607, 0.22343732823025098, 0.22368975119157272, 0.2240720039064234]"
"[0.19698123086471947, 0.19694620325249068, 0.1970880310602334, 0.19644000236781275, 0.19698891028457757, 0.19654211599607857, 0.19660105617070683, 0.1965805723959086, 0.1962877990944045, 0.19635901927035682]","[0.22308631512251767, 0.2231894460591403, 0.223080651326613, 0.2232843881303614, 0.22310510142283005, 0.22396615960381247, 0.22354431721297177, 0.22313932668079028, 0.22371529855511404, 0.22351046312939038]"
"[0.19697194211945243, 0.19637451168833947, 0.19648860972754809, 0.19666238151946847, 0.19637171802472095, 0.19633531768103035, 0.1962251378869524, 0.19608457340877883, 0.19627293518611363, 0.1960954045762821]","[0.2234224799004468, 0.2236294218085029, 0.22385528954592618, 0.22358356551690536, 0.22324946522712708, 0.22314140607010235, 0.2232078571211208, 0.2236591550436887, 0.22366261753168973, 0.2232827828689055]"
"[0.1969713529153746, 0.1965451591020944, 0.19657854781467088, 0.19661645788927468, 0.19644254643698128, 0.1962867228656399, 0.1962963862686741, 0.19629826913682782, 0.19587070555711278, 0.19608280503628206]","[0.22369548949328336, 0.2233151915398511, 0.22357192635536194, 0.22363769737156955, 0.2237528996034102, 0.2235451719977639, 0.22414252432909879, 0.22357011112299832, 0.22373712198300796, 0.22396863590587268]"
"[0.19690190438105135, 0.19665630207378038, 0.19639053302151815, 0.19645592372636406, 0.1962640046769259, 0.19617636243299563, 0.19600032254749414, 0.19605053505119013, 0.19578813282506807, 0.19596865560327256]","[0.22334871915253726, 0.2235042222521522, 0.22368491915139285, 0.22467644241723148, 0.22345871410586618, 0.22377207739786667, 0.22375371916727585, 0.223509819670157, 0.22380506585944782, 0.22402769191698593]"
"[0.19670797580358934, 0.19652362958509095, 0.19630633385813967, 0.1961042399005014, 0.19603335340412295, 0.19600690521147787, 0.1962661187411571, 0.19590860643253036, 0.1957187248127801, 0.1959339641034603]","[0.22361775148998608, 0.2243793322281404, 0.2238180786371231, 0.22397598488764328, 0.22411927851763638, 0.22366796569390732, 0.223336093805053, 0.22438505833799188, 0.22367179258303208, 0.22426442801952362]"
"[0.1967475829379899, 0.19638631629700565, 0.1959954273639893, 0.1962274852759984, 0.1958611934464805, 0.19615918473929775, 0.19592876268588766, 0.1958331797956204, 0.19589829414474721, 0.19583719155314017]","[0.22373025932095267, 0.22431186518885873, 0.2238761457529935, 0.22388948500156403, 0.22438891502943906, 0.22383505376902493, 0.2238331071355126, 0.2248763767155734, 0.22407490827820517, 0.2244253158569336]"
"[0.1965263023668406, 0.19631064386696231, 0.1961076720332613, 0.19589716811873475, 0.19605201748864992, 0.1958047990896264, 0.19608221081446628, 0.19579582357284975, 0.19598705169497704, 0.19562274407671423]","[0.22401825406334616, 0.22438049722801556, 0.22425372492183338, 0.22408781403845007, 0.22468779439275915, 0.2237183221361854, 0.22374433008107272, 0.22383441572839563, 0.22406787086616864, 0.22397284751588648]"
"[0.19642294829293172, 0.19599115437999062, 0.19589818466682823, 0.19591719398693164, 0.1959109538976027, 0.19563571713408645, 0.1958649255791489, 0.1955306706379871, 0.19559864578198413, 0.1959036471588271]","[0.2239809984510595, 0.22391830655661496, 0.224026390097358, 0.22356458414684643, 0.2243634584275159, 0.2240458144382997, 0.22412097183140842, 0.22447298196229068, 0.2239338904619217, 0.2247318449345502]"
"[0.19640408813649293, 0.1958802070240585, 0.19597860380094878, 0.1961508755173002, 0.19591518537122377, 0.19570661351388816, 0.19541645931954288, 0.19580852757303083, 0.19564616816992664, 0.19540236859905477]","[0.22355299510739066, 0.22416792132637717, 0.22442495822906494, 0.22458061440424484, 0.22423678094690497, 0.22452621974728323, 0.22436041859063235, 0.22423922473734076, 0.2248362587256865, 0.22460479627956043]"
"[0.19622193025995274, 0.19630439092918317, 0.19586201118571417, 0.1961530380103053, 0.19572697199729025, 0.19576849788427353, 0.19539014432503252, 0.19558749834493716, 0.19534658549391493, 0.19542566595637068]","[0.22403447871858423, 0.22475945136763834, 0.22385407036001032, 0.2241928536783565, 0.22458669407801193, 0.22444576973264868, 0.22476881471547214, 0.22386844727126035, 0.22452272474765778, 0.22446163269606503]"
"[0.19644003118179282, 0.1958494742914122, 0.19592480239819507, 0.19585168148790086, 0.195525125581391, 0.1958141949559961, 0.19540659292620055, 0.19568450779330973, 0.1955834996639466, 0.19538368254291769]","[0.22410336949608542, 0.22437460314143787, 0.22453257847915997, 0.22480723397298294, 0.2249594195322557, 0.22463038834658536, 0.22470820221033963, 0.2243996953422373, 0.22501434114846317, 0.22436868331649087]"
"[0.19634225949340936, 0.1959214306303433, 0.19571780367773406, 0.1956951769486982, 0.19576140067407063, 0.1956122759349492, 0.19546436130696412, 0.19551636362258268, 0.19530355284104542, 0.19550019335381838]","[0.22423649240623822, 0.22456852820786563, 0.22430167685855518, 0.22459761121056296, 0.22434962879527698, 0.22416428408839487, 0.22459779002449728, 0.22427375343712894, 0.2254343100569465, 0.22521683167327533]"
"[0.19592414811557654, 0.19578351323701898, 0.19569027849606105, 0.1954384977568169, 0.1954563375638456, 0.1955713314973578, 0.1955851875245571, 0.19520938137964328, 0.19532174708283678, 0.19518920900870343]","[0.22409317574717783, 0.2238570980050347, 0.2243320792913437, 0.22477784346450458, 0.22453905777497726, 0.22458104924722153, 0.2245012494650754, 0.225211655551737, 0.22523408044468274, 0.22472361678426916]"
"[0.19642790330916035, 0.19571628299902896, 0.19566688534556603, 0.19533915270347985, 0.19523913170001944, 0.1954392933723878, 0.19539378157683782, 0.1953876263328961, 0.19562282245986315, 0.19509909484459428]","[0.2242673933506012, 0.22527167201042175, 0.22459742020476947, 0.22424653307958084, 0.2242998264052651, 0.22487266226248306, 0.2247359508817846, 0.22476884722709656, 0.22498985583131964, 0.2249075797471133]"
"[0.19628050695268476, 0.19565944358402368, 0.19575199553248834, 0.19518580926316126, 0.19529777103844953, 0.19545871505931933, 0.19541791279096993, 0.19512254326623313, 0.19494439980813436, 0.19486321334023865]","[0.22416592592542822, 0.22502119026400827, 0.22451708804477344, 0.224354164166884, 0.22443455864082684, 0.22498436814004724, 0.22493358633734964, 0.22523132372986188, 0.22499742968515915, 0.22504081238399853]"
"[0.19614520121593865, 0.19577223822778586, 0.19538429417476363, 0.1954534274278855, 0.19542022862908792, 0.19553935831906843, 0.19525542307873162, 0.1953115626713451, 0.19529415636646505, 0.19510161352096772]","[0.2245304435491562, 0.22437076406045395, 0.22444539855826984, 0.2249787449836731, 0.22500622137026352, 0.22490387884053317, 0.22481114891442386, 0.22536499391902576, 0.22497350383888592, 0.22476018423383887]"
"[0.19592294674746843, 0.19565625351910687, 0.195518324797859, 0.19539609840329814, 0.1951351405254432, 0.19554085200842547, 0.19525789104554117, 0.19514827673532525, 0.1951485537752813, 0.19526212723279485]","[0.2246826250444759, 0.22423963655125012, 0.22465432773936878, 0.22548261962153696, 0.22545926679264416, 0.22515385936607013, 0.22467458925463937, 0.22478592124852267, 0.2251383580944755, 0.22536561570384286]"
"[0.1958464923865941, 0.1958645012001602, 0.1955204281423773, 0.19568050470279189, 0.19550918240328224, 0.19523717082884848, 0.1951199721316902, 0.19510231866520278, 0.19490027488494405, 0.19495424308947154]","[0.22464230385693637, 0.2249272127043117, 0.22436572204936633, 0.22465662251819263, 0.22546055777506394, 0.2248679832978682, 0.22495332631197842, 0.22523839365352283, 0.22532795098694888, 0.22536054118113083]"
"[0.19589702039957047, 0.19542839872289677, 0.19562384022437795, 0.1955219236563663, 0.19539366320383791, 0.1953532628867091, 0.1955225707925096, 0.1950830280476687, 0.19503626508676275, 0.19502705670132928]","[0.22469465976411646, 0.22535070912404495, 0.22488557479598306, 0.22502454031597485, 0.22536849027330225, 0.2246912040493705, 0.2253144153139808, 0.22532624412666669, 0.22527448968453842, 0.22564450990069995]"
"[0.19634196907281876, 0.19567975690778422, 0.19537979508845174, 0.1953873310466202, 0.19521387415576955, 0.19519294843989976, 0.19532195311419817, 0.19510095840205952, 0.19512006518792133, 0.19497076437181357]","[0.22467367621985349, 0.22474440796808762, 0.2248678207397461, 0.22497922588478436, 0.22480818900195035, 0.22527119652791458, 0.22547645595940677, 0.22552083974534815, 0.2253350723873485, 0.2249651632525704]"
"[0.19592071552665866, 0.1954488875914593, 0.1954112299242798, 0.19533165224960872, 0.19520895563218058, 0.19542941428264793, 0.19531910744856815, 0.19486147423787992, 0.19490523818804292, 0.19491323038023345]","[0.22499463233080777, 0.2247747467322783, 0.22520442306995392, 0.2248957549983805, 0.22534595023502002, 0.22518735988573593, 0.22515501759269022, 0.22597382827238602, 0.22502974623983557, 0.22516880929470062]"
"[0.19591688227896786, 0.19553581792481092, 0.19550254667291836, 0.1952893250450796, 0.19543047066853972, 0.19499051297197537, 0.19508091831693844, 0.19497288763523102, 0.19503543913668517, 0.19487480378272581]","[0.22429630973122336, 0.2246038019657135, 0.22527117214419626, 0.22489518333565106, 0.2247606935826215, 0.22596224465153433, 0.2256509323011745, 0.22567618841474707, 0.2260508266362277, 0.2250534715977582]"
"[0.19569168399487222, 0.19549519629502782, 0.19561881678444998, 0.19543692910549593, 0.19506976069236287, 0.19509484352810041, 0.19509973848352627, 0.19523157072918756, 0.1948986704252204, 0.1949789927017932]","[0.22492362965237012, 0.2252616828138178, 0.22492799162864685, 0.2253011248328469, 0.22470775111155075, 0.22541517425667157, 0.22551079907200552, 0.2253041551871733, 0.22497910261154175, 0.22583804618228565]"
"[0.19589963289243834, 0.1956232383239026, 0.19545664797936166, 0.19535752020928324, 0.19501478620329682, 0.1953657926345358, 0.19510122099701238, 0.19500581159883615, 0.1949470183070825, 0.19506614868130004]","[0.22473411532965573, 0.2248866395516829, 0.2248860394412821, 0.2249133356592872, 0.2259811989285729, 0.2252897254445336, 0.22535794973373413, 0.22518380663611673, 0.22551363164728339, 0.22538127140565353]"
"[0.19593193214766833, 0.19546048160718413, 0.19538481229422044, 0.19532475574892394, 0.19500839733043496, 0.19496129954956015, 0.19508053331959005, 0.19528481105760653, 0.19495035419050527, 0.19484827576243147]","[0.22468442131172528, 0.22547690570354462, 0.22531319070946088, 0.22488933530720798, 0.22505940632386642, 0.22554062577811154, 0.2251534963195974, 0.22549838775938208, 0.2254985963756388, 0.22533581880005923]"
"[0.195828272599955, 0.1956578949276282, 0.19547959736415318, 0.19530069523928117, 0.19538515000318996, 0.19510876737078842, 0.19483769639414183, 0.19487063966843546, 0.1946921259620968, 0.19510701329124217]","[0.22498141093687576, 0.22474413432858206, 0.22493462129072708, 0.2252358834851872, 0.2254030094905333, 0.2251235395669937, 0.22530006820505316, 0.22542614422061227, 0.22585033557631753, 0.22561605816537683]"
"[0.19600779319904288, 0.19558432257297087, 0.19510240290237932, 0.19501224646762927, 0.1949620920480514, 0.1950309265937124, 0.19508488787984363, 0.19486760621776386, 0.19473752455443752, 0.19480560780787953]","[0.22516824034127322, 0.22567175328731537, 0.22602710805156015, 0.22536960786039179, 0.22517588192766363, 0.225370160558007, 0.22566809572956778, 0.22551447288556534, 0.22624233229593796, 0.2256502482024106]"
"[0.19591597498071436, 0.19553098842805747, 0.1952783195491956, 0.1950579579083287, 0.1952743886076674, 0.1950783133506775, 0.19498976137565108, 0.1947574399563731, 0.19494442991456207, 0.19484191494328634]","[0.22567749971693213, 0.22466408122669568, 0.22552865472706882, 0.22480833530426025, 0.22512099959633566, 0.22513106600804764, 0.22534730624068866, 0.22602157565680417, 0.2262324013493278, 0.22537826949899847]"
"[0.1958910232904006, 0.19557970617802775, 0.19586473946668664, 0.19522992460703364, 0.1949570007166084, 0.1950553439709605, 0.19525487447271542, 0.1946220151623901, 0.19479825454098837, 0.19446007025485135]","[0.2253022546117956, 0.2250820980830626, 0.22554838928309354, 0.2252861952239817, 0.2256161407990889, 0.2254532047293403, 0.22507271441546353, 0.22606276788494803, 0.22630178386514838, 0.2257171625440771]"
"[0.19588698857292838, 0.19557286251564415, 0.19537147088926665, 0.19522099120884526, 0.19485616554715196, 0.19521426432290856, 0.19506770995806674, 0.19481702491032835, 0.19469128001709374, 0.19462075114858393]","[0.22502453896132382, 0.22579474476250735, 0.2251810458573428, 0.2253777411851016, 0.2255313816395673, 0.2255194918675856, 0.22532345219091934, 0.22584989802403885, 0.22597581960938193, 0.2259416268630461]"
"[0.19578854602818585, 0.19530643492328878, 0.19532679219026955, 0.19488770598355604, 0.19507083616086415, 0.19483440308546535, 0.19482653268745967, 0.19509485637655063, 0.19473995344371212, 0.1947721282438356]","[0.224452482028441, 0.22582864354957233, 0.22519240460612558, 0.2264700708064166, 0.22542535581372, 0.2260003767230294, 0.22612877596508374, 0.22593451088125055, 0.22552009604193948, 0.22548146004026587]"
"[0.19594913584237195, 0.19551178265591057, 0.19532365990536554, 0.19525946661525842, 0.19512990801310054, 0.1949964764775062, 0.19481612331404977, 0.1948872251170022, 0.1947016702318678, 0.19456507577275745]","[0.22532308914444663, 0.22591630708087573, 0.2253589006987485, 0.22557362507690082, 0.22550559043884277, 0.22630407458001917, 0.2255155159668489, 0.22561063143340024, 0.22578671845522794, 0.22593392567201095]"
"[0.19572789495696827, 0.19543531308976972, 0.19529468338100278, 0.19541888744855412, 0.19529865925409357, 0.19496110917962328, 0.19522477488736717, 0.1948647865531396, 0.19464032108686408, 0.19485085868105598]","[0.22482989592985672, 0.22529240494424646, 0.22574702853506262, 0.22611626440828497, 0.22610093517736954, 0.22538149898702448, 0.22562494603070346, 0.22566844658418136, 0.22624969211491672, 0.2254610075192018]"
"[0.19581450803243383, 0.19519393184051223, 0.19506616419067188, 0.19485547499997274, 0.19481487040008819, 0.19512855641695917, 0.19511829271000258, 0.19506956180747675, 0.19487412213062755, 0.19461100084745153]","[0.2254372306845405, 0.2257023589177565, 0.2255874370986765, 0.22556870633905585, 0.22534582154317337, 0.22548463398760016, 0.2259954119270498, 0.2250787995078347, 0.22554659030654214, 0.2258272022008896]"
"[0.1956509135815562, 0.19515924110096328, 0.19560335728586936, 0.1951024874436612, 0.1952998708097302, 0.1949614826209691, 0.1944947644916116, 0.19476124568253148, 0.19488968342846755, 0.19465781565831633]","[0.22576383298093622, 0.2257440361109647, 0.22536861490119586, 0.22554170408032156, 0.22526682642373172, 0.2253328263759613, 0.2258439064025879, 0.2254973609339107, 0.2253871438178149, 0.2257501184940338]"
"[0.19577250804524032, 0.19537887273698437, 0.19535100520873555, 0.19494890102318355, 0.19499807972080854, 0.19514158459342257, 0.1948549635708332, 0.19447649908917292, 0.19482738676728034, 0.19473728826459574]","[0.2258199385621331, 0.2253608757799322, 0.22549673237583853, 0.22567427293820816, 0.22561040927063336, 0.226019177924503, 0.22574428807605396, 0.22566093639893967, 0.22633148594336075, 0.2259325994686647]"
"[0.1956085458549918, 0.1955366387050979, 0.19512727332054353, 0.1950692414325111, 0.194950987717935, 0.19492164041314805, 0.1947797206895692, 0.19482093121932478, 0.1946650258436495, 0.1945658399134266]","[0.2251299186186357, 0.22522355616092682, 0.22632315077564932, 0.22527561404488303, 0.22612768005241046, 0.22521133585409683, 0.22549313577738675, 0.22564116391268643, 0.22608143903992392, 0.22553591294722122]"
"[0.19577462104510288, 0.1953736938992325, 0.19507338958127157, 0.19524148714785672, 0.19483069634559202, 0.19480821543506213, 0.19450571372800943, 0.19457864229168212, 0.19458066276749786, 0.1944558991461384]","[0.225733836943453, 0.225390378724445, 0.2254308353770863, 0.22545804354277524, 0.22596863318573346, 0.2252368764443831, 0.22522276775403458, 0.22617775608192792, 0.2255407002839175, 0.22609336132353003]"
"[0.19574000511546524, 0.19529811505760467, 0.19525357411832225, 0.19478078589451556, 0.1948455998636022, 0.19480589092994222, 0.19456107906845152, 0.19464177182134318, 0.19497336903396917, 0.1944869849450734]","[0.22494487058032642, 0.22574114257639105, 0.22551540624011646, 0.22547105090184646, 0.22552096166393973, 0.2260351993820884, 0.22577933018857782, 0.22572824629870328, 0.22617141631516544, 0.22563930397683923]"
"[0.19584726511823888, 0.19529250629094183, 0.19505410101644846, 0.1950011419854602, 0.19505099267983922, 0.1944816360364155, 0.1950675940179095, 0.19482139171082147, 0.19461014806007854, 0.1944284089365784]","[0.2250148206949234, 0.225335339253599, 0.22614649480039423, 0.22570704465562647, 0.22540682283314792, 0.22547533972696823, 0.22574499384923416, 0.22556258738040924, 0.2258245281197808, 0.22611305117607117]"
"[0.19559527697915935, 0.19521808183314848, 0.19523398380498497, 0.19483426791064593, 0.19520771244958957, 0.1946967527726475, 0.1946576879340775, 0.19498858304352176, 0.1946949073854758, 0.19441024244439845]","[0.22536181184378537, 0.22532133893533188, 0.22601943395354532, 0.22563094578006052, 0.2253133790059523, 0.22533792121843857, 0.2258430218154734, 0.22586903788826682, 0.22625684196298773, 0.22589452971111645]"
"[0.1955610966804076, 0.19515356923244437, 0.19530798069068364, 0.19484535665536412, 0.1948026532725412, 0.19469221574919565, 0.19455918912984888, 0.19461295175917295, 0.1944507667604758, 0.1944584657951277]","[0.22581841457973828, 0.22548726336522537, 0.2256229059262709, 0.22610049491578882, 0.22553915869105945, 0.22587294605645267, 0.22551196136257864, 0.2256805734200911, 0.2254724610935558, 0.22546035864136435]"
"[0.19570780910399496, 0.19528681891305105, 0.19492611570321783, 0.19498922158868945, 0.19501995736238908, 0.1946658373487239, 0.19495472707310502, 0.1945926910456346, 0.1944699588478828, 0.1948143593510803]","[0.22556291791525754, 0.22532940723679282, 0.2254565114324743, 0.22564162449403244, 0.22569608688354492, 0.22586922618475827, 0.2259127741510218, 0.225950073112141, 0.22559567608616568, 0.2261736203323711]"
"[0.1955651298773532, 0.19542822804378004, 0.1952044395159702, 0.1948768105738017, 0.1947064982080946, 0.19483602639971948, 0.19470276273026757, 0.19477183044869073, 0.19426932619238385, 0.19428656356675283]","[0.22570326653393832, 0.2257438220761039, 0.22587223080071536, 0.22522366588765924, 0.22532193091782657, 0.2255866757848046, 0.22548399459231983, 0.225493386387825, 0.22586887939409775, 0.22579136761752042]"
"[0.195580890896369, 0.1953540385073545, 0.19543835642386456, 0.19494878074952535, 0.1951447849979206, 0.19474354568792848, 0.1949631818095032, 0.19434439071587153, 0.19452611980389575, 0.194117969396163]","[0.22540439529852432, 0.2256527922370217, 0.22539893876422534, 0.2255643673918464, 0.2254145605997606, 0.22585667398842899, 0.22586372088302265, 0.22599635611880908, 0.22616572678089142, 0.2261209785938263]"
"[0.19551499180343687, 0.19532410990522833, 0.19523294695786067, 0.19507247217151583, 0.19494401693952326, 0.19490041051592147, 0.1944408349084611, 0.19466765103291492, 0.1947762113140554, 0.19449285265742516]","[0.22497793219306253, 0.2252590466629375, 0.22588315877047452, 0.2252149825746363, 0.2267197627912868, 0.22551820494911887, 0.22571630640463394, 0.22626385228200394, 0.22556064345619894, 0.22649021040309558]"
"[0.19545364357074912, 0.195326210132667, 0.1948695189642663, 0.1948520552595051, 0.19480124222380774, 0.19476539877300358, 0.19460407355610204, 0.19437302778265914, 0.19449674398923406, 0.19442374213617675]","[0.2256273396990516, 0.2256113670089028, 0.2255036546425386, 0.2256733151999387, 0.22580760717391968, 0.2253965518691323, 0.22530624134974045, 0.22593046589331192, 0.22565009648149664, 0.2254812460054051]"
"[0.19566178337043647, 0.19517924180444407, 0.19533395143795987, 0.19493783371789114, 0.19501105437473376, 0.19501119213444845, 0.19453821240030988, 0.19455353839665043, 0.19461147950924174, 0.19450985389400502]","[0.22526987845247443, 0.22493330727924, 0.2253747907551852, 0.22570167481899261, 0.22575657882473685, 0.22629839452830228, 0.22571335597471756, 0.22606114501302893, 0.2261785471981222, 0.22652985155582428]"
"[0.19554566668004406, 0.1951431025351797, 0.19508591636407133, 0.19496903781379973, 0.19478356017141926, 0.19499084437075925, 0.19470622983514047, 0.1945997456050649, 0.1944195299732442, 0.19457500260703417]","[0.22527413341132077, 0.22517641159621152, 0.22570570490577005, 0.22614363648674704, 0.22592580047520724, 0.22669100355018268, 0.22546422481536865, 0.22676338661800732, 0.2257761467586864, 0.22658222642811862]"
"[0.19541956408291447, 0.19523233996362102, 0.1949939273145734, 0.19517584624035017, 0.19463889604928541, 0.1945857154775639, 0.1948396070879333, 0.19454188036675357, 0.19432073694710827, 0.19442734897744898]","[0.22522868757898157, 0.22563041069290854, 0.22563346407630228, 0.2258676900105043, 0.22622108188542453, 0.22596590356393295, 0.2261549410494891, 0.22579150172797116, 0.22620724547993054, 0.22621417993848975]"
"[0.19547230773130242, 0.19541340366918214, 0.19495813358499078, 0.19481224756763907, 0.19464686847462945, 0.194689080575291, 0.1947989786918066, 0.1944905294447529, 0.19427764240880402, 0.19440023304552448]","[0.22517059472474185, 0.22630427642302078, 0.2263793864033439, 0.22517272288149054, 0.22617738219824704, 0.22607744552872397, 0.22600139000199057, 0.22611978243697772, 0.22729210555553436, 0.22624597901647742]"
"[0.19547417638253192, 0.19519186202360658, 0.19505446905992468, 0.19474642168806525, 0.19466620242717314, 0.19452511853709512, 0.19445808079777932, 0.19451938774816843, 0.1945726482995919, 0.19451630176330098]","[0.22611294957724484, 0.22544010389934888, 0.22511865198612213, 0.2254552407698198, 0.22527553005651993, 0.22578885880383578, 0.2256427610462362, 0.22582693804394116, 0.2253508364612406, 0.22634821994738144]"
"[0.19553201599996917, 0.19514462549467476, 0.19527107507598643, 0.1948942108726015, 0.1947699382292981, 0.19450210551826322, 0.19441010027515646, 0.19478564063201145, 0.19442159363201686, 0.19438333467257266]","[0.22556151314215225, 0.2255656814033335, 0.22562441500750455, 0.22525655275041406, 0.2255307693373073, 0.2262246920303865, 0.2261355139992454, 0.22647996111349625, 0.22546493329785086, 0.22601285847750577]"
