params_key,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_optimizer__lr,param_module__num_units_2,param_module__num_units_1,param_batch_size,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score,agent,best_epochs,test_mean_poisson_deviance,test_weighted_mean_poisson_deviance,test_pde,test_weighted_pde,test_r^2,test_gini,test_min_pred,test_max_pred,test_mean_pred,test_var_pred
0.001_10_10_1000,65.89188408851624,0.0,0.018399953842163086,0.0,0.001,10,10,1000,"{'optimizer__lr': 0.001, 'module__num_units_2': 10, 'module__num_units_1': 10, 'batch_size': 1000}",0.03759480647869784,0.03759480647869784,0.0,1,0.07136252972130641,0.07136252972130641,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.002_15_5_500,62.29775786399841,0.0,0.0182039737701416,0.0,0.002,15,5,500,"{'optimizer__lr': 0.002, 'module__num_units_2': 15, 'module__num_units_1': 5, 'batch_size': 500}",0.037286079854348175,0.037286079854348175,0.0,2,0.06852387167261564,0.06852387167261564,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.001_5_5_500,57.69265079498291,0.0,0.02046799659729004,0.0,0.001,5,5,500,"{'optimizer__lr': 0.001, 'module__num_units_2': 5, 'module__num_units_1': 5, 'batch_size': 500}",0.033696302945358525,0.033696302945358525,0.0,3,0.06551874433989946,0.06551874433989946,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.001_10_10_500,58.61495804786682,0.0,0.017635822296142578,0.0,0.001,10,10,500,"{'optimizer__lr': 0.001, 'module__num_units_2': 10, 'module__num_units_1': 10, 'batch_size': 500}",0.031010678406792613,0.031010678406792613,0.0,4,0.07995461381069824,0.07995461381069824,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.001_15_15_1000,67.78792476654053,0.0,0.020082950592041016,0.0,0.001,15,15,1000,"{'optimizer__lr': 0.001, 'module__num_units_2': 15, 'module__num_units_1': 15, 'batch_size': 1000}",0.029534775182178064,0.029534775182178064,0.0,5,0.07682369452477367,0.07682369452477367,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.001_5_15_1000,63.78104615211487,0.0,0.060256004333496094,0.0,0.001,5,15,1000,"{'optimizer__lr': 0.001, 'module__num_units_2': 5, 'module__num_units_1': 15, 'batch_size': 1000}",0.029004929005006064,0.029004929005006064,0.0,6,0.07605632103117266,0.07605632103117266,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.001_10_20_500,65.54438185691833,0.0,0.018841028213500977,0.0,0.001,10,20,500,"{'optimizer__lr': 0.001, 'module__num_units_2': 10, 'module__num_units_1': 20, 'batch_size': 500}",0.028186205475128512,0.028186205475128512,0.0,7,0.09734824140721987,0.09734824140721987,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.002_15_10_500,58.45742392539978,0.0,0.01793217658996582,0.0,0.002,15,10,500,"{'optimizer__lr': 0.002, 'module__num_units_2': 15, 'module__num_units_1': 10, 'batch_size': 500}",0.026452755765111302,0.026452755765111302,0.0,8,0.09064631752961427,0.09064631752961427,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.001_15_15_500,58.258689165115356,0.0,0.018036842346191406,0.0,0.001,15,15,500,"{'optimizer__lr': 0.001, 'module__num_units_2': 15, 'module__num_units_1': 15, 'batch_size': 500}",0.026344267047862968,0.026344267047862968,0.0,9,0.09533082635832246,0.09533082635832246,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
0.001_10_20_1000,71.04855513572693,0.0,0.01936197280883789,0.0,0.001,10,20,1000,"{'optimizer__lr': 0.001, 'module__num_units_2': 10, 'module__num_units_1': 20, 'batch_size': 1000}",0.026073385201996424,0.026073385201996424,0.0,10,0.08557728790051711,0.08557728790051711,0.0,0,300,0.303848758273639,0.35179755441275545,0.048694431031233054,0.032170855299502255,0.01904124994707801,0.23657411621828794,0.0017651047091931105,1.2562201023101807,0.048997167,0.0018398638
