train,val
"[0.20216088810441446, 0.20188416571033244, 0.20184902831607934, 0.20161326107930164, 0.20178210324778847, 0.20151564418053142, 0.2014588625455389, 0.2012726033524591, 0.20141688369366587, 0.20143699463532896]","[0.21438189934600482, 0.21493842791427265, 0.21471578560092233, 0.21474144540049814, 0.21517487818544562, 0.21474745869636536, 0.21485162052241238, 0.215222874825651, 0.21523613821376453, 0.2152985700152137]"
"[0.2019780749569134, 0.20184941909142903, 0.20146416758700292, 0.20159361085721425, 0.20144895753081965, 0.20179008411205546, 0.20121171401471508, 0.201269269445721, 0.20119404488680315, 0.20130717739158746]","[0.2149996215646917, 0.21491219780661844, 0.2148720838806846, 0.21499268168752844, 0.214708843014457, 0.21521597287871622, 0.2153456901962107, 0.2154566008936275, 0.21520882709459824, 0.215856289321726]"
"[0.2021049207874707, 0.2017146222749535, 0.2015202141233853, 0.20133926734632376, 0.20131147257527526, 0.2011924040864925, 0.2009787083584435, 0.20128425476806505, 0.20107038820884665, 0.201054326429659]","[0.21482539583336224, 0.2155238322236321, 0.21547691117633472, 0.21538148414004932, 0.21536488424647937, 0.21593707935376602, 0.21536446565931494, 0.21530931375243448, 0.2153804139657454, 0.21556792746890674]"
"[0.20164497614819177, 0.20172896555491857, 0.20132923825662963, 0.20121249115588713, 0.20139079525762674, 0.20137308735628517, 0.20110779529323383, 0.2011377499723921, 0.20098072381652132, 0.20097536654496678]","[0.21489794552326202, 0.21477379175749692, 0.21503135561943054, 0.21517903831872073, 0.2156702374870127, 0.21611223031174054, 0.21566429056904532, 0.2155876322226091, 0.21552700075236234, 0.2155325927517631]"
"[0.2015731655517403, 0.201749928447665, 0.20157101202984246, 0.20121944361195274, 0.20132489137503565, 0.20111670998894438, 0.200998277232355, 0.20104290514576192, 0.20079360050814493, 0.20064512404556178]","[0.21501359343528748, 0.21601576967672867, 0.215189821340821, 0.2154068730094216, 0.21585433726960962, 0.21564804694869302, 0.21565549617463892, 0.21554522893645547, 0.21560930392958902, 0.21619535711678592]"
"[0.2017599414197766, 0.20143298181344052, 0.20129291469953497, 0.20115122199058533, 0.20096102280884373, 0.20097606355438427, 0.20135006034860806, 0.20107885526151073, 0.2009764619323672, 0.2009696010120061]","[0.21517431465062228, 0.2152670161290602, 0.21551068398085507, 0.21543703837828201, 0.21542833068154074, 0.21565387465737082, 0.2156440561467951, 0.21607916328040036, 0.2161816345019774, 0.21599090099334717]"
"[0.2016419418612305, 0.2014768666454724, 0.2011739962867328, 0.20116951940011005, 0.20118295887903292, 0.20084279745208974, 0.20113395139270898, 0.20072505379817923, 0.20084899861593636, 0.20101972137178695]","[0.215698166327043, 0.21536823836239902, 0.2157238870859146, 0.21662661162289706, 0.21596990796652707, 0.21533291041851044, 0.2157800861380317, 0.21589717268943787, 0.2156865352934057, 0.21613891422748566]"
"[0.20169680048616564, 0.2016925764631252, 0.2011431878318592, 0.20111509929506147, 0.201171876368474, 0.20094510076605543, 0.2007075459981451, 0.20066040070081242, 0.20061588986795775, 0.20055667386979473]","[0.21579445627602664, 0.21600015461444855, 0.21591754664074292, 0.2157501822168177, 0.21577328985387628, 0.21565422280268234, 0.2159479260444641, 0.21548198434439572, 0.21560798314484683, 0.21569905091415753]"
"[0.2016572172240335, 0.2011741376957115, 0.20123418329321607, 0.20118380391172, 0.20111942215233433, 0.20096937164056058, 0.20063128200720767, 0.2008146033907423, 0.20066477647241282, 0.20094207035643713]","[0.21519937975840134, 0.215630672194741, 0.21589242057366806, 0.21546544676477258, 0.2157426964152943, 0.21550229598175397, 0.21576068753545935, 0.21575807170434433, 0.21599090912125327, 0.21585962853648447]"
"[0.20130876740630793, 0.2012429328597322, 0.20098242969537267, 0.2010087989726845, 0.20088227009590792, 0.2010042287257253, 0.2012590607818292, 0.20075216737328744, 0.20069734105954365, 0.20073262906196165]","[0.21524159068411047, 0.21653471345251257, 0.21602536737918854, 0.21586450934410095, 0.2162480137564919, 0.21601546081629666, 0.2158229039473967, 0.21624776179140265, 0.21661404452540658, 0.2161392325704748]"
"[0.20153918467005905, 0.20143971592187881, 0.20102866541366188, 0.20098629304949117, 0.20079980661370317, 0.20102289547117388, 0.20064237424913717, 0.20037459521269313, 0.20082771093869695, 0.2009406136919041]","[0.21581186760555615, 0.21572959829460492, 0.21619475294243207, 0.21595659310167487, 0.21587679061022672, 0.21604092554612594, 0.2159271389245987, 0.21638365631753748, 0.21618835628032684, 0.21652224253524432]"
"[0.20157990695870653, 0.20141188161713736, 0.2010381351776269, 0.20085342517312693, 0.20068379309104414, 0.20061003994576784, 0.2007405833170122, 0.20033691671429849, 0.20052645507515693, 0.20053891244591499]","[0.21511963416229596, 0.21603724631396207, 0.21613479337909006, 0.2154820994897322, 0.21640338816426016, 0.21613898331468756, 0.21622682159597223, 0.21589890257878738, 0.21601680733940817, 0.21611735224723816]"
"[0.2015395068696567, 0.20089715255462393, 0.20117852699999905, 0.2009113429456341, 0.20084988401860607, 0.20048353456112802, 0.20099055645417194, 0.2004073951013234, 0.20052971447608908, 0.20057212059595148]","[0.21566326238892294, 0.21579177135770972, 0.21593230827288193, 0.21653541787104172, 0.2159454795447263, 0.21684397892518478, 0.2162630707025528, 0.21625306389548563, 0.2167749892581593, 0.21649388020688837]"
"[0.20141448126155503, 0.20122446302248506, 0.20113842478212046, 0.20084117444194094, 0.2006202893597739, 0.2006477196605838, 0.20054574873374434, 0.20055002992858692, 0.20025414395697264, 0.2004525242563413]","[0.21577312323180112, 0.21606505865400488, 0.21605883132327686, 0.2161774987524206, 0.21623900126327167, 0.2164352901957252, 0.21624675393104553, 0.21661185811866412, 0.21630563654682852, 0.21612325717102399]"
"[0.20148861833981105, 0.2010854061464874, 0.20087049217248448, 0.200970680281824, 0.20048850470659685, 0.20045018728290284, 0.2005810962647808, 0.20042520366152938, 0.2005493377088284, 0.20050027890472996]","[0.2155753726308996, 0.21622324938123877, 0.21644545956091446, 0.21655990996144034, 0.21644531461325558, 0.21645397625186227, 0.2160982692783529, 0.21686657450415872, 0.21718213233080777, 0.21639389883388171]"
"[0.20127551728973583, 0.20076810340492093, 0.20079442144048457, 0.20053641102751907, 0.20056360488643452, 0.2006840999333226, 0.20054935222985792, 0.20035823860338756, 0.20037408461984324, 0.20067955599147447]","[0.2160834033380855, 0.21570922840725293, 0.21611844545060938, 0.2166275056925687, 0.21726191179318863, 0.21604005856947464, 0.21650985289703717, 0.21643133596940475, 0.21659016067331488, 0.21660687842152335]"
"[0.20108984684457584, 0.20122324872990044, 0.2010097383540504, 0.20086861280154208, 0.2010331835065569, 0.20058309971069804, 0.200462672327246, 0.20035765928273297, 0.20046616756186195, 0.20025848490851267]","[0.21574761921709235, 0.2165021232583306, 0.2158411917361346, 0.21674718775532462, 0.2163798063993454, 0.21650767732750287, 0.21619886430827054, 0.2161798192696138, 0.21611072258515793, 0.21679259836673737]"
"[0.20131194682753817, 0.2010975636693896, 0.20064823223011835, 0.20068079841380215, 0.20061415631552132, 0.20047410820819894, 0.20053201853012553, 0.2004107095453204, 0.2003452067016339, 0.20017720241935885]","[0.21605035256255756, 0.21607669239694421, 0.21586311540820383, 0.2160919647325169, 0.21602300351316278, 0.21764060177586295, 0.21667593311179767, 0.21653668176044116, 0.21634716337377374, 0.21686791425401514]"
"[0.2011744475030169, 0.2011829593351909, 0.20080688306871725, 0.200922429561615, 0.20084913150996578, 0.2007460794126501, 0.2002917640671438, 0.200211195161148, 0.20037210975982706, 0.20019725345227182]","[0.2161103825677525, 0.21582703292369843, 0.2163967273452065, 0.21630637347698212, 0.21667876704172653, 0.21714655648578296, 0.21648095819083127, 0.21642796830697494, 0.2171715863726356, 0.21671653335744684]"
"[0.2012896736969753, 0.20093835966319454, 0.20078400355212542, 0.20069546541389155, 0.20051904813367494, 0.20055012420123938, 0.20075538237484133, 0.2005211162019749, 0.20023929418957964, 0.20020629313527322]","[0.2159599553455006, 0.2162327007813887, 0.2165114703503522, 0.21664231473749335, 0.21658212759278037, 0.21656803380359302, 0.2168906263329766, 0.2165075052868236, 0.21698369627649133, 0.21658024327321487]"
"[0.20139017526288422, 0.20073072825159347, 0.20089148577986932, 0.20075089028295207, 0.20052196921742693, 0.20060392089036047, 0.20020728786380923, 0.2002661704104774, 0.20031450612812626, 0.20013573545278335]","[0.2161590660160238, 0.21632883765480734, 0.21649414165453476, 0.21641322428529913, 0.21637009355154904, 0.21693267063661056, 0.2163564142855731, 0.21656619147820907, 0.2164181877266277, 0.21650160713629288]"
"[0.20121206548445078, 0.20088018507373576, 0.20085804103588573, 0.20066800090123196, 0.20067228027144257, 0.20044555066495526, 0.20055549211648047, 0.20031376547959387, 0.20027531166465914, 0.20003231447570177]","[0.21670963818376715, 0.21654179556803269, 0.21626481955701654, 0.2166139781475067, 0.2166215181350708, 0.21639324318278919, 0.21671025319532913, 0.21645877848971973, 0.2169257402420044, 0.21659644083543259]"
"[0.201096631434499, 0.20069091067630418, 0.2010336757010343, 0.20060030523003364, 0.20039377224688626, 0.20028269199692472, 0.20054356845057741, 0.20035974742198476, 0.20062677744699983, 0.20015357069823206]","[0.21655152602629227, 0.21687401018359445, 0.21624531935561786, 0.21689449386163193, 0.21636759692972357, 0.21626135300506244, 0.21683623438531702, 0.2165318795225837, 0.2165716764601794, 0.21705937385559082]"
"[0.20117781007168245, 0.2009231273312958, 0.20077068191401812, 0.2006151533248473, 0.20061179220068212, 0.20058930809704625, 0.20021067681361218, 0.20037959941795894, 0.2004427075081942, 0.2000926915480166]","[0.21571267463944174, 0.21643151884729211, 0.21637133170257916, 0.2165619216182015, 0.21659455787051807, 0.2172551073811271, 0.21650720861825076, 0.21692714501510968, 0.21733949943022293, 0.21680728142911737]"
"[0.20123127893525727, 0.20068751169102533, 0.20048377951797175, 0.20081113294071082, 0.20044908368465852, 0.2003942512127818, 0.20041160011778072, 0.2005730666676346, 0.20002982537357175, 0.2000345782357819]","[0.21610665998675607, 0.21618444133888592, 0.216479477557269, 0.21641323105855423, 0.21665652231736618, 0.21742922880432822, 0.2164998691190373, 0.2168979658321901, 0.21670239621942694, 0.2169791744513945]"
"[0.20094709318815446, 0.2012193470585103, 0.20086170033532746, 0.20083612857424482, 0.20060064734853045, 0.2001675256356901, 0.20053742917216555, 0.20036772805817274, 0.20012420370262496, 0.20019118670298128]","[0.21624976938421075, 0.21631631661545148, 0.21686727485873483, 0.21673721210523086, 0.2163295935500752, 0.2171110063791275, 0.21700517968697983, 0.21701847423206677, 0.21675718101588162, 0.21701541272076694]"
"[0.20102806784668747, 0.20103945841594617, 0.20059362418797552, 0.20075735176096157, 0.20039737118141993, 0.20058676858945768, 0.20036213472485542, 0.20042467284567503, 0.2003075120096304, 0.20005125217899986]","[0.21634861555966464, 0.21618707342581314, 0.21739978275515817, 0.21691854975440286, 0.21694809875705026, 0.21690345081416043, 0.21673084660009903, 0.2162519639188593, 0.21650647846135226, 0.21709344332868402]"
"[0.2009858365873901, 0.20097940650825596, 0.20082650698569357, 0.20070908674780202, 0.20040329302452048, 0.20054640058352022, 0.20057458810660303, 0.2001429684460163, 0.20031093836438899, 0.2000367928828512]","[0.21618938175114719, 0.216689564964988, 0.2168615677139976, 0.2162136733531952, 0.21834846382791345, 0.21694373813542453, 0.21683416718786414, 0.21689685772765765, 0.21672018549659036, 0.2174452475526116]"
"[0.20133159659346755, 0.20102933718233693, 0.200605110246308, 0.20042562910488673, 0.200511562124807, 0.20058579301955748, 0.20040422624775342, 0.20028351642647568, 0.1999665133807124, 0.2002211083867112]","[0.21673287586732345, 0.21649424596266312, 0.21654233607378873, 0.21684125065803528, 0.21678813208233227, 0.2168100909753279, 0.21651836823333392, 0.216835771094669, 0.21688796308907596, 0.21674956381320953]"
"[0.20111884100704777, 0.20102085842161763, 0.20092609844037465, 0.2006711717314866, 0.2005984835630777, 0.20042207411357335, 0.20002081412441877, 0.2003032049658347, 0.20049922654823382, 0.19996683071462476]","[0.21636415069753473, 0.21666069328784943, 0.2163404321128672, 0.2171692970124158, 0.2167800570076162, 0.2168075361035087, 0.21715959364717657, 0.21677297218279404, 0.21723174236037515, 0.21712254936044867]"
"[0.201222831497387, 0.20100307989181304, 0.20085446262846188, 0.20065860853207354, 0.20048351479428156, 0.2005034346057444, 0.20000247003472582, 0.20015304550832633, 0.20013661576168879, 0.2004143046785374]","[0.21636118265715512, 0.21656229143792932, 0.21691591902212662, 0.2167170291597193, 0.21648112345825543, 0.21655299040404233, 0.21689409423958173, 0.2167421051047065, 0.21700817752968182, 0.21710498495535416]"
"[0.2010747275638337, 0.20104069004253466, 0.20100994012793716, 0.20055513950634976, 0.20038744822448615, 0.20014332105614702, 0.19997991773546958, 0.20023394710555367, 0.20006796504770005, 0.20034784846463982]","[0.2165857418016954, 0.2161854695190083, 0.2170499644496224, 0.21687540818344464, 0.21673496880314566, 0.21683131564747204, 0.21696846051649613, 0.21709650890393692, 0.21646233986724506, 0.21683939614079215]"
"[0.2011975436186304, 0.20092247791436255, 0.20048516791085808, 0.20032540556727624, 0.20017199948125955, 0.20035301392175714, 0.20049601169873257, 0.20028207907263113, 0.2002294358550286, 0.19990215039983086]","[0.21635510162873703, 0.21666831049052152, 0.2166665643453598, 0.21647681160406632, 0.21652513606981796, 0.2170306999575008, 0.2169578725641424, 0.21727757291360336, 0.2170852693644437, 0.2168283692815087]"
"[0.20123720108246318, 0.20082666588072873, 0.20078416100266028, 0.2006109671629205, 0.20058547112406516, 0.2002252048375655, 0.20006495014745362, 0.20019076688557255, 0.19991200173995932, 0.2001480049624735]","[0.21626359630714764, 0.21623091128739444, 0.21658035706390033, 0.2169798748059706, 0.21654990721832623, 0.2165917537429116, 0.216431125998497, 0.21680295196446506, 0.21770677918737585, 0.2171414629979567]"
"[0.20124140807560512, 0.20085597631274438, 0.20042472119842256, 0.20086182866777694, 0.2003929312435948, 0.2000866514079425, 0.20041007685418033, 0.20007957791795536, 0.20007851066029803, 0.20011389650860611]","[0.2160541225563396, 0.21683683043176477, 0.21642154184254733, 0.21688636595552618, 0.21791902997277, 0.21686079014431348, 0.21714549985798923, 0.21669205074960535, 0.21717407622120596, 0.2170311307365244]"
"[0.20117742036070144, 0.2010938284956679, 0.2005475788396232, 0.2004795422663494, 0.20053854082920114, 0.20022169698257836, 0.20016784555449776, 0.20005796469595968, 0.19988202835832322, 0.2000377067193693]","[0.21647966314445843, 0.21723008968613364, 0.21684721247716385, 0.21679249270395798, 0.21676069091666827, 0.21745032207532364, 0.21700025282122873, 0.2167037237774242, 0.21715146709572186, 0.2171470671892166]"
"[0.20124467188606457, 0.20080277734265037, 0.20069564073061458, 0.20058145632549207, 0.20025606225339734, 0.20014247328651194, 0.20019406110656504, 0.20004162678913195, 0.20020045917861315, 0.20010544739815653]","[0.2173206088217822, 0.216890504414385, 0.21735322746363553, 0.21661672673442148, 0.2167954526164315, 0.21700792556459253, 0.21794104305180637, 0.21670127592303537, 0.2174739580262791, 0.2173252119259401]"
"[0.20096938783416943, 0.20083836754974055, 0.20062905443566187, 0.20056077868354563, 0.20067213673372658, 0.20041652966518791, 0.2001421196120126, 0.20005403443866845, 0.2000015312615706, 0.1998889891772854]","[0.21675557710907675, 0.21702006188305942, 0.216764742677862, 0.21632215245203537, 0.2170172780752182, 0.2169824554161592, 0.21698232130570846, 0.2169639766216278, 0.21701102500612085, 0.21707489138299768]"
"[0.20087426171010855, 0.200892586945271, 0.2006978415408913, 0.200634060769665, 0.20032928367050326, 0.2002509267506551, 0.20003096181519178, 0.2001793445373068, 0.20013664107845755, 0.20006663968064348]","[0.2160775133154609, 0.2172155366702513, 0.2166703776879744, 0.21689596230333502, 0.2168747769160704, 0.21682756461880423, 0.21661151945590973, 0.21697687831791965, 0.21683029965920883, 0.21745395118539984]"
"[0.20111723624321878, 0.2008287178314462, 0.20043849184805032, 0.2004809119567579, 0.20025314299427732, 0.20015614418959132, 0.20024310234858064, 0.1999429639200775, 0.2000441008380481, 0.19989363727520923]","[0.21654538268392737, 0.21666202761910178, 0.21688125350258566, 0.2170746624469757, 0.21687430143356323, 0.21747548065402292, 0.21727781268683347, 0.21725044331767343, 0.21727614104747772, 0.21752531420100818]"
"[0.20103289247775563, 0.20077316843125284, 0.20047734632175795, 0.20029364860787682, 0.19996124924141534, 0.2004972376233461, 0.2002953120640346, 0.20004215304340636, 0.1998576102208118, 0.19992949327035825]","[0.21612163836305792, 0.21679048511114987, 0.21690406176176938, 0.2169256711548025, 0.2172777449542826, 0.2170817255973816, 0.21684533222155136, 0.2167560322718187, 0.2170283550565893, 0.21701003069227393]"
"[0.20133259215829324, 0.20079520511992124, 0.2005153874657592, 0.20064539295070025, 0.19999653450688537, 0.2003400681578383, 0.2005304994479734, 0.2000363006883738, 0.20014426895246215, 0.19980705027677576]","[0.2160257033326409, 0.21691936931826852, 0.2164645858786323, 0.21643973209641196, 0.2171902670101686, 0.21750557016242633, 0.21731960638002915, 0.21708784861998123, 0.2166872417384928, 0.21738560633225876]"
"[0.20147432782212082, 0.2008276394739443, 0.20051391118643236, 0.20040456372864393, 0.200536348837979, 0.20032823062977012, 0.19995644278064065, 0.19998094028964333, 0.20010873698154275, 0.19981928078495725]","[0.2160571041432294, 0.21701402555812488, 0.21678329733285037, 0.21749639782038602, 0.21734301339496265, 0.21706267243081873, 0.2166980803012848, 0.21711636944250626, 0.2176224873824553, 0.21740343353965066]"
"[0.20099473820657146, 0.20061399863690746, 0.20055104518423275, 0.2007580463375364, 0.20034892393314108, 0.20044622889586858, 0.20026843067334624, 0.2000289024138937, 0.19979140116852157, 0.20031972700844006]","[0.21686715700409628, 0.2172164280306209, 0.2165139303966002, 0.21672009067101913, 0.2169929932464253, 0.21690297262235123, 0.21677793562412262, 0.21724077517336066, 0.21675408563830637, 0.21679172326218]"
"[0.20131858514279735, 0.20067564793387238, 0.20037571340799332, 0.20018082157689698, 0.20026715525559016, 0.20016212654965265, 0.2001562553400896, 0.20016728995405897, 0.20010672023101728, 0.1997866080123551]","[0.2166223241524263, 0.21693360263651068, 0.21697703410278668, 0.21733963895927777, 0.2174058732661334, 0.21649472144517032, 0.21707283502275293, 0.21741252460262991, 0.21731012111360376, 0.21725494346835397]"
"[0.20084952106889414, 0.20066919998855007, 0.20050511235485272, 0.200520181838347, 0.2002814217489593, 0.2003866040280887, 0.20021312820668125, 0.19983334322364962, 0.1998703076827283, 0.19968866450445993]","[0.21621818840503693, 0.21653417159210553, 0.21703809228810397, 0.21669503233649515, 0.2170564369721846, 0.21728962659835815, 0.2168136713179675, 0.2171819250692021, 0.21696564555168152, 0.2176863049918955]"
"[0.20088620742364804, 0.2005883433989116, 0.20064670942267593, 0.20050239897504143, 0.2001215532726171, 0.20025791668770265, 0.2002365303282835, 0.19992425908543626, 0.19983606420609415, 0.1998790479740318]","[0.21656841581518, 0.21678079664707184, 0.216398377310146, 0.21651531484994022, 0.21698922054334122, 0.2168135331435637, 0.2170043018731204, 0.2170729081739079, 0.2169156020337885, 0.21770322051915256]"
"[0.20125088536617708, 0.200755526520768, 0.20044425205916774, 0.2003004222500081, 0.20033647272051597, 0.1999952949735583, 0.1998670589254827, 0.19989296885169283, 0.20010976538974412, 0.19950106884447896]","[0.21640044044364581, 0.21694873679767956, 0.2164199718020179, 0.21678475629199634, 0.2170172550461509, 0.21687257560816678, 0.21681912107901138, 0.2176711681214246, 0.21734570237723264, 0.21760241822762924]"
"[0.20101358771932368, 0.2006409492115585, 0.20070644954637606, 0.2003609420997756, 0.20031472462780622, 0.20016102941364658, 0.20016806952807367, 0.1998896153301609, 0.19998000668627874, 0.20005544883256055]","[0.21688034453175284, 0.2175970267165791, 0.21715725416486914, 0.21691230752251364, 0.21679019115187906, 0.21695132824507626, 0.2174933674660596, 0.2168265093456615, 0.21757845445112747, 0.21697119962085376]"
"[0.2011047282389232, 0.2007089578071419, 0.2005719160851167, 0.20024110163961137, 0.2001467734879377, 0.1999332545971384, 0.1999796917091827, 0.1998369186660465, 0.19992278866013702, 0.1998777981011235]","[0.21693645959550684, 0.21692817184058102, 0.2167547345161438, 0.2169601253487847, 0.21688397906043314, 0.2172097685662183, 0.21696481515060773, 0.21683120321143756, 0.217281464825977, 0.21705338900739496]"
"[0.20090346859425914, 0.2004743738442051, 0.20065589735702594, 0.20020349749497005, 0.20013872473215572, 0.2001027159240781, 0.1997729404544344, 0.20004278558249378, 0.19995769843155023, 0.19991029981447725]","[0.2163673476739363, 0.21670990640466864, 0.21736044098030438, 0.2168429670008746, 0.217199830846353, 0.2167597534981641, 0.21685865385965866, 0.21691994504495102, 0.21748763051899997, 0.2171380574052984]"
"[0.20107001339902683, 0.20070960387891654, 0.20039953489084633, 0.20037947009716714, 0.20015174211287984, 0.2001597054910903, 0.20009122591237632, 0.19987005497119864, 0.19979399275414797, 0.19986463140468208]","[0.21706584773280405, 0.21694385057145898, 0.2166420424526388, 0.21676902337507767, 0.2170622172680768, 0.2167900028553876, 0.21698561717163434, 0.21695760840719397, 0.21723756465044888, 0.2170086448842829]"
"[0.20095948205918682, 0.2004919102301403, 0.20049350952007333, 0.20025011076002705, 0.1999396202819688, 0.1999801862604764, 0.20005521968919404, 0.19997112817910254, 0.19972867351405474, 0.19980830334279]","[0.2165981260212985, 0.21669517186554996, 0.21690364723855798, 0.21712170541286469, 0.21695771271532233, 0.21763048253276132, 0.21728944236581976, 0.2173731272870844, 0.21733250265771692, 0.2168757373636419]"
"[0.2011805392649709, 0.20059287730528383, 0.20057501400611838, 0.2002537507487803, 0.2000285821909807, 0.19992736787820348, 0.19998335230107211, 0.1998376977839032, 0.1999067469519012, 0.19969328280006135]","[0.21652435714548285, 0.21674365347081964, 0.21725197407332333, 0.21746945652094754, 0.2171440761197697, 0.21702015129002658, 0.21700752594254233, 0.2171525643630461, 0.21720558540387588, 0.21729375963861292]"
