train,val
"[0.20007398496476972, 0.19987170291798456, 0.1995155297371806, 0.19946330139527516, 0.1994841577751296, 0.19917735244546617, 0.19959717783696798, 0.1992271425468581, 0.1993044733392949, 0.1991336850487456]","[0.21760992434891788, 0.2175180803645741, 0.21722351962869818, 0.21762396395206451, 0.2172510109164498, 0.21729396825486963, 0.21767390993508426, 0.2174664234573191, 0.21774362975900824, 0.21763031726533716]"
"[0.2000046054623565, 0.1999843078000205, 0.199480837705184, 0.19905813882241444, 0.19942294578162992, 0.19942341455999685, 0.19902984235359697, 0.19908028780197612, 0.19906642865769716, 0.19914216791488687]","[0.21707813306288284, 0.2180080684748563, 0.217764060605656, 0.21721660142595117, 0.2179552736607465, 0.21743868562308225, 0.2180177555842833, 0.21755146032029932, 0.21746835654432123, 0.21783229844136673]"
"[0.20017665214076333, 0.19988182004617186, 0.1995029301211542, 0.1995632549633785, 0.1990444800835483, 0.19922380529496134, 0.19923608126688977, 0.19909574828889906, 0.19925216554987188, 0.19891962857574833]","[0.21731095286932858, 0.21733407811685043, 0.217378631234169, 0.21749804778532547, 0.21791511909528213, 0.21750647100535306, 0.21746332130648874, 0.21774289418350568, 0.21751570430668918, 0.21744857999411496]"
"[0.19979234936894202, 0.19950319416060738, 0.1996371948293277, 0.1996806422058417, 0.19945906019028353, 0.1992828658953005, 0.19896130864413417, 0.19906848136867797, 0.1991260974686973, 0.19886831543883499]","[0.21756155653433365, 0.21764913878657602, 0.21813191202553836, 0.21758067743344742, 0.21788113631985404, 0.21770450201901523, 0.2177294452082027, 0.2178074297579852, 0.21735380996357312, 0.2175284908576445]"
"[0.19999631859210074, 0.19984782897696204, 0.19950065944267778, 0.1995507550178742, 0.19925139038538447, 0.19903167109100187, 0.19916187378824973, 0.19886618518099494, 0.19910900188343866, 0.19911423812107165]","[0.21768236431208524, 0.2170434377410195, 0.21757668934085153, 0.21825768730857156, 0.21759041872891513, 0.21738849580287933, 0.2179240733385086, 0.21778027442368594, 0.2179803956638683, 0.21821972321380267]"
"[0.1999082189737534, 0.19988210674147217, 0.1993591318629226, 0.1991828360727855, 0.1991155023629568, 0.19943024066029763, 0.19923511907762412, 0.1992687870349203, 0.1989038691532855, 0.1989414282143116]","[0.21810701489448547, 0.21748651293191043, 0.21795155649835413, 0.21748945387926968, 0.218480799685825, 0.21770233322273602, 0.21753176233985208, 0.21785066073591058, 0.21738486669280313, 0.21740912307392468]"
"[0.19977653224249275, 0.1996075054820703, 0.19945884769668384, 0.1993388214281627, 0.19932479396158334, 0.19924270209609246, 0.19895971581643943, 0.1990991085767746, 0.1989451211934187, 0.1990276034541276]","[0.21757449345155197, 0.21752289614894174, 0.21744734726168893, 0.21792303973978217, 0.21779039637608963, 0.21744023669849744, 0.21787494556470352, 0.21803183989091354, 0.21817977320064197, 0.21753793548453937]"
"[0.19979684860730657, 0.19960711242593066, 0.19940364330398794, 0.19910617978597173, 0.1993685563912197, 0.1992486507004621, 0.19916971696882832, 0.19907816317008467, 0.19897938124379333, 0.19911623518077695]","[0.21735163845799185, 0.21765910359946164, 0.21771118993108923, 0.21760006655346265, 0.21771281144835733, 0.2179448279467496, 0.2179197289726951, 0.2184056734496897, 0.2179060917009007, 0.21813565763560208]"
"[0.19980384835175105, 0.19967441701767397, 0.19916849096818845, 0.19942608278016655, 0.1993215888434527, 0.1991912055076385, 0.19907685734179556, 0.19877349980631653, 0.19899485883664111, 0.198852434146161]","[0.2173668457703157, 0.21777613596482712, 0.2171202992851084, 0.21768465638160706, 0.21783126890659332, 0.21833337437022815, 0.21770456433296204, 0.2179566052826968, 0.21782587333159012, 0.2177182842384685]"
"[0.2001797197272583, 0.1994572027149249, 0.1993759039561359, 0.19937919566825946, 0.19952411143755427, 0.19922764766581205, 0.1991088962068363, 0.19914728897262593, 0.19885223054764223, 0.19878440030983516]","[0.21705135974017056, 0.2178983227773146, 0.21836334060538898, 0.2177430580962788, 0.21797388792037964, 0.21754532781514255, 0.21826664290644907, 0.21807559782808478, 0.21769403327595105, 0.2178035473281687]"
"[0.1997414774128369, 0.19988046829797784, 0.1993030673082994, 0.19944588444670852, 0.19906092921690066, 0.19905818968403097, 0.19906200286076994, 0.19921934209307846, 0.19888144959600604, 0.19864882939324088]","[0.21783340248194608, 0.21765551919286902, 0.21742414479905908, 0.21746819534085013, 0.21760843965140256, 0.2177267223596573, 0.21792145615274255, 0.21775958077474075, 0.21753112294457175, 0.2182313014160503]"
"[0.19988016328033137, 0.19948483228075262, 0.19946112392508253, 0.1995871999129957, 0.19907096089149007, 0.19905455121580434, 0.1989599451118586, 0.19901105548654283, 0.19892512398714923, 0.1990330757535234]","[0.21811279519037766, 0.218189769170501, 0.21796010434627533, 0.2180476893078197, 0.21789530596949838, 0.21763350069522858, 0.21797566251321274, 0.21854110062122345, 0.21823261813683945, 0.21803550151261417]"
"[0.1998840793967247, 0.19960202991354223, 0.1993151311667598, 0.1994116055418034, 0.19924208825948286, 0.1990960298904351, 0.1987554181595238, 0.19914428874546167, 0.19919907818643415, 0.1989170600261007]","[0.2178057933395559, 0.2174075706438585, 0.21844644031741403, 0.21772137826139276, 0.21857364882122388, 0.21844479577107864, 0.21777815574949438, 0.21789649264378982, 0.21844671395691959, 0.21851817179809918]"
"[0.20012134587278171, 0.1996652153985841, 0.19932440181775968, 0.19930795230427567, 0.199143114442728, 0.19922063758178632, 0.1991077920003813, 0.19940709756041058, 0.19874554963744417, 0.1986781796630548]","[0.217582106590271, 0.2177495238455859, 0.21779486401514572, 0.21758308600295673, 0.21844838559627533, 0.21767199310389432, 0.21775775876912204, 0.21771606396545062, 0.21805367280136456, 0.21804031052372672]"
"[0.19986141047307424, 0.19932970024493277, 0.1993656520332609, 0.19926320761442184, 0.19934433052430348, 0.199068798398485, 0.1989557247380821, 0.1990561587165813, 0.19884888538900686, 0.19877041024821146]","[0.21788994697007266, 0.21770012920553033, 0.21799863197586752, 0.21787037497217004, 0.2177782722494819, 0.21794145757501776, 0.21778179705142975, 0.21767566420815207, 0.2182852801951495, 0.21823093430562454]"
"[0.20007021101761838, 0.19952936166403246, 0.19943558379095427, 0.19926797203263458, 0.19908608100852188, 0.19877402514827494, 0.19903612547383018, 0.19888625750128103, 0.19866407845093279, 0.19882848174596318]","[0.21725814179940658, 0.21787332540208643, 0.2177252945574847, 0.21804812279614535, 0.21815000474452972, 0.21777075935493817, 0.21776642311703076, 0.21816981516101144, 0.21785310859029944, 0.21809157051823355]"
"[0.19992872129897682, 0.19940611735290412, 0.19927386422546542, 0.1991026339938446, 0.19925538328837375, 0.19929863991481916, 0.19889628187734254, 0.1986571089649687, 0.19892857048888596, 0.19844950568311068]","[0.2174952192740007, 0.21813654628666965, 0.21768765964291312, 0.21789219704541293, 0.21773475408554077, 0.21835478869351474, 0.21796653216535394, 0.21790724315426566, 0.21796883236278186, 0.21840659732168372]"
"[0.1999596249388189, 0.19968048787238646, 0.19931371434002507, 0.19902890023528313, 0.19934023308510684, 0.1991274382690994, 0.19890830954726862, 0.19878185996595693, 0.19896924662954954, 0.19881302939385784]","[0.21852987733754245, 0.21728179536082529, 0.2175009846687317, 0.21786066889762878, 0.2178458354689858, 0.21765000034462323, 0.2178752666169947, 0.21832799369638617, 0.21799903024326672, 0.2177876667542891]"
"[0.2001033817626992, 0.19924148080908521, 0.1994831847901247, 0.19949940531229488, 0.1991020147593654, 0.19903877917297033, 0.19917736286107374, 0.19885619562499376, 0.19877388465161228, 0.19863440537331056]","[0.21770608154210178, 0.21812894669446078, 0.21862754225730896, 0.2179207761179317, 0.21758939596739682, 0.2177546417171305, 0.2183938825672323, 0.21758389202031223, 0.2182949794964357, 0.21781804615801031]"
"[0.20020710783345358, 0.19963038408634615, 0.19964071241568546, 0.19897422224891428, 0.19930144566662458, 0.19878184970240204, 0.1988149384910963, 0.19871966662455579, 0.1986426393292388, 0.1988027672074279]","[0.2174746339971369, 0.21777028387243097, 0.21788162263956937, 0.21791475063020532, 0.21805789118463342, 0.21815993162718686, 0.21812576326456937, 0.2188538841225884, 0.21808042038570752, 0.21762696721337058]"
"[0.19974978298557047, 0.19942352783923245, 0.19933413759786256, 0.19926830472386614, 0.1990959071079079, 0.19924077239571786, 0.19866549816666818, 0.19885202253959616, 0.1988104029881711, 0.19883582163221983]","[0.2182251214981079, 0.21778518096967178, 0.21862965957684952, 0.2174138589338823, 0.21784554015506397, 0.21825679594820196, 0.21770055456594986, 0.21887613155625082, 0.2179358953779394, 0.21783474765040658]"
"[0.20000312127629105, 0.1994932576709864, 0.19929120051009314, 0.19918736678605176, 0.19889055344523215, 0.1987912768916208, 0.19904667260695477, 0.19865822214253095, 0.1988818580094649, 0.19875108420240636]","[0.21758396381681616, 0.21746254780075766, 0.2178918096152219, 0.2177066830071536, 0.21858608722686768, 0.21774454550309616, 0.21796648475256833, 0.2181001210754568, 0.21802068569443442, 0.2177950225093148]"
"[0.2001692213270129, 0.19963434505827574, 0.19958152621984482, 0.19920823738283042, 0.19917999428449845, 0.1990511187029128, 0.19879133892910822, 0.19865203337097653, 0.19893920421600342, 0.19846954546412643]","[0.21819459037347275, 0.2181574431332675, 0.21783806383609772, 0.21780846200206064, 0.2177905413237485, 0.21797118810090152, 0.21804524822668594, 0.2185136459090493, 0.2182210087776184, 0.21819410811771045]"
"[0.19984346605381187, 0.1993196866646105, 0.19923283068501219, 0.19901521701593788, 0.19909045077404197, 0.19917295295365003, 0.19890047054813834, 0.19854260562938086, 0.19863898717627235, 0.19890536557959052]","[0.218611247160218, 0.21771176836707376, 0.21796013956720178, 0.21783542226661334, 0.21760590780865063, 0.21809476749463516, 0.21785075014287775, 0.21772796457464044, 0.21807380697943948, 0.2182507108558308]"
"[0.19960376924397993, 0.19952133085046495, 0.19914289966833834, 0.19909674993583135, 0.19919532993618322, 0.19870410874790076, 0.1990543637348681, 0.1988757105202091, 0.19880242630535241, 0.1987837315822134]","[0.217239725318822, 0.21783349324356427, 0.21856889128684998, 0.2182872024449435, 0.21833524243398147, 0.21792533587325702, 0.21782716566866095, 0.21810771931301465, 0.2180346887220036, 0.2189438600431789]"
"[0.1997013584691651, 0.19950158179414515, 0.1992370750831098, 0.198896622779418, 0.19900250830212418, 0.19905297473377112, 0.19877947030626997, 0.19872792528904215, 0.19869226825480557, 0.19859947446657686]","[0.21782957017421722, 0.21800325404513965, 0.21776354719292035, 0.21843224628405136, 0.21759387173435904, 0.21859467842362143, 0.2183877405795184, 0.21874174746600064, 0.2179123664444143, 0.21847266229716214]"
"[0.19986715198171381, 0.19974365222210788, 0.19901213810151938, 0.19903124732022381, 0.19929310899912095, 0.1988428852387837, 0.19887262734831596, 0.1986124328508669, 0.1990270324963696, 0.19875760163579667]","[0.2176618129014969, 0.21800109608606857, 0.21795396913181653, 0.21811027418483386, 0.21843738718466324, 0.2186564328995618, 0.21791233257813888, 0.2177311141382564, 0.21874998374418778, 0.218018729578365]"
"[0.20006696492129442, 0.19944306645466356, 0.19918748044541904, 0.19894707735095704, 0.19904972050262956, 0.19881027100645765, 0.19887204878792472, 0.19868761491106482, 0.19869652040758912, 0.19889277964830399]","[0.2180386334657669, 0.21786294471133838, 0.21779221296310425, 0.21788482232527298, 0.21801992438056253, 0.21770915659991177, 0.21861721168864856, 0.21816456182436508, 0.21799299120903015, 0.21818257868289948]"
"[0.20002162045970254, 0.1994460612839582, 0.19939521418846384, 0.1990444714925727, 0.19892154314688273, 0.19890300412567294, 0.19863208155242765, 0.19843987527550483, 0.19865981922770032, 0.19872629642486572]","[0.21773438155651093, 0.2177452783692967, 0.21816475960341367, 0.21803374046629126, 0.21806230734695087, 0.21765067089687695, 0.21832783926617017, 0.21829528700221668, 0.21810608018528332, 0.2178642519495704]"
"[0.1997393359030996, 0.19935294164686787, 0.1992693678761015, 0.19930119812488556, 0.19897236279687103, 0.19913385017794005, 0.19887571888310568, 0.19862652319122334, 0.1988908795981991, 0.19848662918927718]","[0.21795829995111984, 0.217599787495353, 0.2180916125124151, 0.2183741182088852, 0.21771653944795782, 0.218274172056805, 0.21843531185930426, 0.2178773351690986, 0.21830317513509231, 0.21814352409406143]"
"[0.1998822717946403, 0.19970192608176446, 0.19922543712416474, 0.19938208444082006, 0.1991073307486213, 0.19877909549645015, 0.19859893787272123, 0.19892824866941997, 0.1988904391016279, 0.19857021725299406]","[0.21747109564867886, 0.21771290491927753, 0.21760180998932233, 0.21854101934216238, 0.2179308073087172, 0.21811000460928137, 0.21813993426886472, 0.21839323098009283, 0.21866460957310416, 0.21787075291980396]"
"[0.1996255606716993, 0.19952791275418535, 0.1994127032099938, 0.1990408663238798, 0.19901634007692337, 0.1987939095314668, 0.1988691710391823, 0.19886199841085744, 0.19859377857373686, 0.19842096874300313]","[0.21771781959316946, 0.2180518778887662, 0.21830334175716748, 0.21816947785290805, 0.2178472795269706, 0.21814002232118088, 0.21794570982456207, 0.21811220185323196, 0.2180123274976557, 0.21801659329371018]"
"[0.1995500458442435, 0.1996398150008552, 0.19957778557222716, 0.19906545993016692, 0.19913521910808524, 0.198931734324718, 0.19866993795244062, 0.19856190088452125, 0.1988738428573219, 0.1987583675250715]","[0.21824674037369815, 0.21777850118550388, 0.21854433146390048, 0.21823672137477182, 0.21811339936473154, 0.21798164600675757, 0.2180843190713362, 0.21808001805435528, 0.21900855546647852, 0.2181530472907153]"
"[0.199698768556118, 0.19931373091376559, 0.19900091737508774, 0.19927975824292826, 0.1990809664130211, 0.19878829072932808, 0.19909983576864612, 0.19902260707957403, 0.19874920209451596, 0.19852711290729289]","[0.21777045862241226, 0.21788537773219022, 0.21801382438703018, 0.2185965830629522, 0.21853954954580826, 0.21802677485075864, 0.2180079479109157, 0.21765611253001474, 0.21847226267511194, 0.21800967915491623]"
