params_key,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_optimizer__lr,param_module__num_units_2,param_module__num_units_1,param_batch_size,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score,agent,best_epochs,test_mean_poisson_deviance,test_weighted_mean_poisson_deviance,test_pde,test_weighted_pde,test_r^2,test_gini,test_min_pred,test_max_pred,test_mean_pred,test_var_pred
0.002_20_20_10000,68.7083330154419,0.0,0.01814103126525879,0.0,0.002,20,20,10000,"{'optimizer__lr': 0.002, 'module__num_units_2': 20, 'module__num_units_1': 20, 'batch_size': 10000}",0.043228470268007135,0.043228470268007135,0.0,1,0.042319041571855065,0.042319041571855065,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.001_10_10_1000,62.644283056259155,0.0,0.01795506477355957,0.0,0.001,10,10,1000,"{'optimizer__lr': 0.001, 'module__num_units_2': 10, 'module__num_units_1': 10, 'batch_size': 1000}",0.04247083551261721,0.04247083551261721,0.0,2,0.060734634939526355,0.060734634939526355,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.001_5_5_500,58.001465797424316,0.0,0.0198211669921875,0.0,0.001,5,5,500,"{'optimizer__lr': 0.001, 'module__num_units_2': 5, 'module__num_units_1': 5, 'batch_size': 500}",0.0420796369867813,0.0420796369867813,0.0,3,0.048400682895157754,0.048400682895157754,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.002_15_20_10000,68.8178780078888,0.0,0.023283958435058594,0.0,0.002,15,20,10000,"{'optimizer__lr': 0.002, 'module__num_units_2': 15, 'module__num_units_1': 20, 'batch_size': 10000}",0.04166018662244664,0.04166018662244664,0.0,4,0.03988856192514567,0.03988856192514567,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.001_5_15_1000,65.31521892547607,0.0,0.01988983154296875,0.0,0.001,5,15,1000,"{'optimizer__lr': 0.001, 'module__num_units_2': 5, 'module__num_units_1': 15, 'batch_size': 1000}",0.04162873295348224,0.04162873295348224,0.0,5,0.06251232490865799,0.06251232490865799,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.001_15_5_500,64.25557112693787,0.0,0.01819586753845215,0.0,0.001,15,5,500,"{'optimizer__lr': 0.001, 'module__num_units_2': 15, 'module__num_units_1': 5, 'batch_size': 500}",0.04162135782363374,0.04162135782363374,0.0,6,0.05593311894727826,0.05593311894727826,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.002_10_10_5000,63.868854999542236,0.0,0.01841282844543457,0.0,0.002,10,10,5000,"{'optimizer__lr': 0.002, 'module__num_units_2': 10, 'module__num_units_1': 10, 'batch_size': 5000}",0.041240259166759,0.041240259166759,0.0,7,0.041565137104789596,0.041565137104789596,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.001_10_20_500,67.43972873687744,0.0,0.019817113876342773,0.0,0.001,10,20,500,"{'optimizer__lr': 0.001, 'module__num_units_2': 10, 'module__num_units_1': 20, 'batch_size': 500}",0.04089364386121308,0.04089364386121308,0.0,8,0.07943612718377424,0.07943612718377424,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.01_5_20_10000,69.5707221031189,0.0,0.018312931060791016,0.0,0.01,5,20,10000,"{'optimizer__lr': 0.01, 'module__num_units_2': 5, 'module__num_units_1': 20, 'batch_size': 10000}",0.04083789779235414,0.04083789779235414,0.0,9,0.0559195915448093,0.0559195915448093,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
0.01_15_5_10000,68.33843517303467,0.0,0.018034934997558594,0.0,0.01,15,5,10000,"{'optimizer__lr': 0.01, 'module__num_units_2': 15, 'module__num_units_1': 5, 'batch_size': 10000}",0.04046961311141284,0.04046961311141284,0.0,10,0.042138586596973115,0.042138586596973115,0.0,6,300,0.3062917923302921,0.35288608541398203,0.041045652354370965,0.029176201088060405,0.014783529737426804,0.21326824170482372,0.008969311602413654,0.6476808190345764,0.054113206,0.0009845275
