train,val
"[0.1985175180800107, 0.19854228092091425, 0.19827534319186696, 0.1983742360405776, 0.19798772318326696, 0.19799373162036038, 0.19816189837090822, 0.19792838858402506, 0.19773988273678994, 0.1980009258401637]","[0.22761994735761124, 0.22645903852852908, 0.22746675393798135, 0.22634441608732397, 0.22674402865496548, 0.22674539278854022, 0.2273110015825792, 0.22744783623652023, 0.22629184072667902, 0.22731354697184128]"
"[0.1987527905374157, 0.19840572181404853, 0.19818242684919007, 0.19815595508838185, 0.19812696100193627, 0.19807960283087225, 0.19786510342846111, 0.19792338901636553, 0.19786447172566335, 0.19758507381288373]","[0.22681558538566937, 0.22656788338314404, 0.22715842046520926, 0.22749803147532724, 0.22754249383102765, 0.22642222859642722, 0.22749265080148523, 0.22677315771579742, 0.22705221311612564, 0.22865262898531827]"
"[0.1983377739635049, 0.19804260955781353, 0.19789660691606756, 0.19833221058456266, 0.19787266333492434, 0.19785963728719827, 0.197956988702015, 0.19782438190007695, 0.19793872717691927, 0.19749444814360873]","[0.22684809971939435, 0.22757342728701505, 0.22742823443629526, 0.2275980846448378, 0.22738137434829364, 0.22697250003164465, 0.2279636114835739, 0.22697023234584116, 0.22729334777051752, 0.22659176723523575]"
"[0.19817402837227802, 0.198225697996665, 0.19791031872131387, 0.19792282155581883, 0.19807727513264636, 0.19816447482729443, 0.19783077153320217, 0.19768169157359064, 0.19772907164023848, 0.19743793594593906]","[0.22654449397867377, 0.22751047665422613, 0.22681261057203467, 0.22723646597428757, 0.22714888914064926, 0.2277863391421058, 0.22737738490104675, 0.2271111404353922, 0.2272066893902692, 0.22775869748809122]"
"[0.19855654718620436, 0.19802238518486218, 0.19800028683883802, 0.1980755859795882, 0.19806850519107314, 0.19777437086616242, 0.198144118548656, 0.19793396123817988, 0.19765979583774293, 0.19790094756350227]","[0.2268583815206181, 0.2268758091059598, 0.22771992466666482, 0.22678107429634442, 0.22818909043615515, 0.2272862602363933, 0.2273166464133696, 0.22867423566904935, 0.22741040858355435, 0.22783646935766394]"
"[0.19800151048266157, 0.19789235179825704, 0.19793344882069802, 0.1981196368531305, 0.19817229938142153, 0.197846276115398, 0.197651172018781, 0.19783137122891387, 0.19762523016151118, 0.19753223459939567]","[0.22731878405267542, 0.22799174352125687, 0.22751002149148422, 0.2275013652714816, 0.22727192802862686, 0.22728100554509598, 0.22756397453221408, 0.2278619815002788, 0.22796893255277115, 0.22726324877955698]"
"[0.1984080065573965, 0.19811655733050132, 0.19824495911598206, 0.1976771517371645, 0.19782510460639485, 0.19776504517209773, 0.19772376614261647, 0.1978865994178519, 0.19759704104187537, 0.1973838216948266]","[0.2275525670159947, 0.22735473242673007, 0.2274423377080397, 0.2271762490272522, 0.22779794172807175, 0.22782046686519275, 0.22710985216227444, 0.22704037075692957, 0.22712069885297256, 0.22756733813069083]"
"[0.19842960077280902, 0.1982255064103068, 0.19824830921632902, 0.19798827057286184, 0.19777007112089467, 0.19763703963586263, 0.1976735044498833, 0.1974464919494123, 0.19763716188620548, 0.19747989913638758]","[0.22727559913288464, 0.22735200822353363, 0.2277193381027742, 0.22719099982218308, 0.22777950357307086, 0.22781371663917194, 0.22785261950709604, 0.22737709636038, 0.22778282924131912, 0.22790675000710922]"
"[0.19816837596650028, 0.19832916223272987, 0.19802383196597195, 0.19777553482931487, 0.19793934329431884, 0.1978096324114167, 0.1974475414169078, 0.19753423393989095, 0.19743643921552873, 0.19762824445354696]","[0.2276511029763655, 0.2275522161613811, 0.22722268240018326, 0.22778453881090338, 0.2275505011731928, 0.22818454016338696, 0.2277082299644297, 0.227683655240319, 0.22760569913820786, 0.22807862541892313]"
"[0.19831586081762703, 0.19811574027550463, 0.19786458219192465, 0.1982985473408991, 0.19767969025641072, 0.197556843106844, 0.19775898237617648, 0.19760172570846518, 0.19770491031967863, 0.19716316583205243]","[0.22802955995906482, 0.2281179888681932, 0.2277671450918371, 0.2279258587143638, 0.22715372795408423, 0.22737093269824982, 0.22746401889757675, 0.22786826166239652, 0.22825076363303445, 0.22804899242791263]"
"[0.19813385803480538, 0.19811999493715715, 0.19791302358617588, 0.19777426199645412, 0.19782896674409203, 0.19758489788795003, 0.19755548177933208, 0.19759183589901244, 0.19755602992919027, 0.19727268929080088]","[0.22756037251515823, 0.22775083102963187, 0.2283353697169911, 0.22744733095169067, 0.22771341692317615, 0.2277179793878035, 0.22714621776884253, 0.22759881615638733, 0.22789160365408118, 0.2275301841172305]"
"[0.19811927709652452, 0.1981497219174492, 0.19792657550804468, 0.19768124970854545, 0.19748049693144099, 0.19784661275999887, 0.19755991228989192, 0.19724241225999228, 0.19749827287635024, 0.1972211055001434]","[0.22780696641315112, 0.2270644483241168, 0.22736038944937967, 0.22813401980833573, 0.22778164121237668, 0.22761419144543735, 0.2277057726274837, 0.227998901497234, 0.2279450608925386, 0.22821664268320258]"
"[0.19823302366599746, 0.19821942567217107, 0.1976445905712186, 0.1979151199362716, 0.1976316807677551, 0.1979336144820768, 0.1976475216904465, 0.19756823823768266, 0.19737554584838907, 0.19710467482099728]","[0.22822030972350726, 0.228637387806719, 0.2281721071763472, 0.22778546539219943, 0.22722262956879355, 0.2276133488525044, 0.2283262312412262, 0.22832714833996512, 0.22832157666032965, 0.2279178432442925]"
"[0.19848597118136835, 0.19784912482208136, 0.19802289425718542, 0.19749621986126414, 0.19740447789734725, 0.19747081292527063, 0.197460160647728, 0.19767911793017873, 0.1973357024241467, 0.19737501868179866]","[0.22765943814407696, 0.22798209705136038, 0.2276036183942448, 0.2277152253822847, 0.2278761470859701, 0.22800918465310877, 0.22774039750749414, 0.2281420095400377, 0.22758404910564423, 0.22780179435556586]"
"[0.19820121584498152, 0.19793768789695235, 0.19778671282894758, 0.19793053609984262, 0.1976480677115674, 0.1974799509863464, 0.1974124049349707, 0.1973852170061092, 0.197604556472934, 0.19715719426773032]","[0.22795375910672275, 0.2275305214253339, 0.22784970158880408, 0.2277109365571629, 0.2281144830313596, 0.22784002260728317, 0.22781456465070898, 0.228655452078039, 0.22813375294208527, 0.2287108153104782]"
"[0.19792257249355316, 0.19805857105826846, 0.19789700841113012, 0.19785105254577132, 0.19761277659206974, 0.1976045766959385, 0.19726145921313032, 0.19735085903381816, 0.19729293183404573, 0.19737581285286923]","[0.22799586707895453, 0.2278295633467761, 0.228142648935318, 0.2277581596916372, 0.2281595698811791, 0.22794352065433154, 0.22790483046661725, 0.2271929830312729, 0.22843064232306046, 0.22859444266015833]"
"[0.1982221002785527, 0.19778627674190366, 0.197674353283887, 0.1975604726799897, 0.19734622401242352, 0.19758969013180053, 0.1975029142839568, 0.19762544014624187, 0.19741187883274897, 0.1970921497868032]","[0.22781351344151932, 0.22769236293706027, 0.22776594893498855, 0.22800010036338458, 0.22775522687218405, 0.22851103679700333, 0.22828548333861612, 0.22766147553920746, 0.22756961800835349, 0.22810354422439227]"
"[0.19819913758915297, 0.19781508547615032, 0.19776622190767404, 0.19745415449142456, 0.19760664841350245, 0.19757309806894283, 0.19751718359030024, 0.1972415842572037, 0.19727289570229395, 0.19716657713359717]","[0.22834073548967188, 0.22783369638703085, 0.22780572690747, 0.2283418354662982, 0.22815003449266608, 0.22781780633059415, 0.2279819534583525, 0.22839277982711792, 0.22829656302928925, 0.22830724038861014]"
"[0.19818670378655803, 0.19792712107300758, 0.19753370920614322, 0.19786572137049266, 0.1976210940249112, 0.19749927688009886, 0.19748355341809137, 0.19743356990570926, 0.19729162722217794, 0.197095481564804]","[0.2278535162860697, 0.22751830247315494, 0.22785300693728708, 0.22845276648348029, 0.22789287973533978, 0.2277999980883165, 0.2280928926034407, 0.22801347347823056, 0.22809594192288138, 0.2282309369607405]"
"[0.19804858918092688, 0.1978746348497819, 0.1977038128035409, 0.19763422650950296, 0.19777776483370332, 0.19746084921822257, 0.19711119255849294, 0.1971118038102072, 0.1974141003982145, 0.19725631846457112]","[0.22836493091149765, 0.2279164899479259, 0.22804574803872543, 0.2284670038656755, 0.22795318202538925, 0.22795452177524567, 0.22821846333417026, 0.22859803519465707, 0.22786102105270734, 0.22842579131776636]"
"[0.19798652295555388, 0.19783728372077553, 0.19773383316945056, 0.1973940356045353, 0.1974761052703371, 0.19717911129095117, 0.1972721526209189, 0.19731515691596635, 0.19715113055949307, 0.1973094940185547]","[0.22861381281505933, 0.2282543940977617, 0.22850927845998245, 0.22852261635390195, 0.22826982221820138, 0.22865627706050873, 0.22814264351671393, 0.22874859110875564, 0.227939249439673, 0.22843816063620828]"
"[0.19794114884369227, 0.1979508018311189, 0.197470739635886, 0.19744906065111256, 0.19740895622847032, 0.1973772223050497, 0.19733165995198854, 0.19716314583712694, 0.19706755853733238, 0.19761330839626642]","[0.22832271592183548, 0.22806144979867068, 0.2277848327701742, 0.22831000523133713, 0.2276310690424659, 0.22809479046951642, 0.22899217090823434, 0.22781155597079883, 0.22838735986839642, 0.22872577607631683]"
"[0.19815002260159473, 0.19773624480074767, 0.19766653230299755, 0.1974422264159942, 0.19764340699327235, 0.19730450699524005, 0.1977595515093025, 0.19758436722414835, 0.19759095201686938, 0.1970332622223971]","[0.22832902453162454, 0.22809078070250424, 0.22789895128120075, 0.22806808352470398, 0.22798088463869962, 0.2287599891424179, 0.22877338393168015, 0.22800533608956772, 0.22773977572267706, 0.22827522998506372]"
"[0.19831256005836992, 0.19777594689203767, 0.1975722804057355, 0.19752986272987055, 0.19724915191835288, 0.19740277832868147, 0.1971373924491357, 0.19743325241974422, 0.1971605537193162, 0.1974520906805992]","[0.22829415039582687, 0.22823080149563876, 0.22816676714203574, 0.2287917584180832, 0.22836292738264258, 0.22898242554881357, 0.22829021377996964, 0.228564208204096, 0.2283363477750258, 0.22842548923058945]"
"[0.19807414102311038, 0.19785736638064289, 0.19762014772514908, 0.19746239346509076, 0.19770482121681682, 0.1977550211761679, 0.19712879660786414, 0.19728444030090253, 0.19740286112135771, 0.1968703115625041]","[0.22840977934273807, 0.22791424122723666, 0.22837288948622617, 0.22873905165628952, 0.22870025038719177, 0.22810789536346088, 0.2287327227267352, 0.22830488735979254, 0.22785718603567642, 0.2282081666317853]"
"[0.19780408834316293, 0.19793127537990102, 0.19763703081680803, 0.19772287701465646, 0.19744923026586064, 0.1974787057510444, 0.19730826368441387, 0.19723958005102313, 0.19711048574167855, 0.19731247394668813]","[0.22833602672273462, 0.22764393145387823, 0.2281144451011311, 0.22809636728330093, 0.22764755650000137, 0.22846902094104074, 0.22899657758799466, 0.22788973288102585, 0.22857658158649097, 0.22875494713133032]"
"[0.19762652960358834, 0.19765563096318925, 0.19754028046617703, 0.19759229433779812, 0.1974335989477683, 0.1970108407644593, 0.1973447179307743, 0.19723770797860865, 0.19734671909590157, 0.1970051656268081]","[0.22805794938044113, 0.22820323705673218, 0.22761612588709051, 0.2276350584897128, 0.22837202928282999, 0.22890435971997, 0.22883802923289212, 0.22804166105660525, 0.22836225818503986, 0.2286626249551773]"
"[0.19792953939462193, 0.19780574860621472, 0.1975072185908045, 0.19746506989610438, 0.1972708838934801, 0.1974080929494634, 0.19739963380353792, 0.1973130555481327, 0.197095801787717, 0.197057307222668]","[0.2277381867170334, 0.22787738388234918, 0.22830215773799203, 0.22788086262616244, 0.2289541485634717, 0.22816273163665424, 0.22787449170242657, 0.22867762365124442, 0.22828374396670947, 0.2282322428443215]"
"[0.19792717315104544, 0.1976235527165082, 0.19755310808517496, 0.19758159743279827, 0.1974171699613941, 0.19761634678864964, 0.19710074304317943, 0.19731247790005743, 0.19712908079429547, 0.19715147891214915]","[0.2283388620073145, 0.22806914421645078, 0.22934136201034894, 0.22877272557128558, 0.22812647982077164, 0.2282612513412129, 0.2293308973312378, 0.2289399572394111, 0.22849089313637128, 0.2287441370162097]"
"[0.19816589583547747, 0.19754170519965036, 0.1974037711565592, 0.19741556626193377, 0.19761558850200808, 0.19750792898085653, 0.1973182671532339, 0.19703069359672312, 0.19719884240505647, 0.1970073866600893]","[0.22820004956288772, 0.22814875570210544, 0.22875345972451297, 0.22845205122774298, 0.2284498092803088, 0.22790697352452713, 0.22834276204759424, 0.2282732819969004, 0.2286231964826584, 0.22814682532440533]"
"[0.19811123092563784, 0.19787427995886123, 0.19753766979794113, 0.19748637133410998, 0.19740978537165388, 0.19716506877115794, 0.19704994544082757, 0.1970063799193927, 0.19715330574889572, 0.19705698821617632]","[0.2283150309866125, 0.22834847732023758, 0.22844069654291327, 0.2281246781349182, 0.2278860631314191, 0.2286355116150596, 0.22851751473816959, 0.2281570163640109, 0.22874600372531198, 0.22858170487663962]"
"[0.19801113511226615, 0.1978285508800526, 0.19737036647845288, 0.19728973492675897, 0.19746711774139988, 0.19736168107816152, 0.19712513829676473, 0.19709002196180578, 0.19746870973280498, 0.19684584492019244]","[0.2290150739929893, 0.228268256241625, 0.22865852442654697, 0.2283723015676845, 0.22772015224803577, 0.22851001674478705, 0.22859966213052924, 0.2284263169223612, 0.22815986384044995, 0.22876162962480026]"
"[0.19798772690855726, 0.19745848616775202, 0.19769204499161974, 0.19754855289142959, 0.19729197534675502, 0.1971938891374335, 0.19716332487914026, 0.19700321631163967, 0.1971351982531499, 0.1969410991486238]","[0.2284784655679356, 0.2279281480745836, 0.22824737294153732, 0.22853766652670773, 0.22821937095035205, 0.22868058220906692, 0.22877884723923422, 0.22831238399852405, 0.2281571626663208, 0.228457586331801]"
"[0.19783360670719827, 0.19785034398035128, 0.197597257640897, 0.19734509182827814, 0.19760616275728965, 0.19730950466224126, 0.19721859374216624, 0.19721935446165045, 0.19701215244677603, 0.19727890619209834]","[0.2284799191084775, 0.2281415597958998, 0.22789562832225452, 0.22858363525433975, 0.22866834835572677, 0.22830259935422378, 0.22886501388116318, 0.22857395762746985, 0.22852928123690866, 0.22875407202677292]"
"[0.19826266428037564, 0.19777165140424455, 0.19740821056219995, 0.19766732845075277, 0.19751102340464688, 0.19759350300443415, 0.19737893852348232, 0.19680017863913457, 0.19710036161906866, 0.19718522608888392]","[0.22820471904494546, 0.22824645719744943, 0.22899456322193146, 0.2285146022384817, 0.2288995859297839, 0.2290496054020795, 0.2288179939443415, 0.22999229891733688, 0.22880360348658127, 0.22896815836429596]"
"[0.19804500233458014, 0.19753258903415835, 0.1976311118627081, 0.19729874541564862, 0.1972467373220288, 0.19708897857641688, 0.19723338390491446, 0.1969909455855282, 0.1969188804529151, 0.19702311361930808]","[0.227996594526551, 0.22801888259974393, 0.22904726591977206, 0.2288188406012275, 0.2286570451476357, 0.22837257114323703, 0.22839694808829913, 0.22893353212963452, 0.22826206277717243, 0.22879857366735284]"
"[0.19803690286923428, 0.19752174357370456, 0.19740579094813795, 0.19735928913768458, 0.1972503354202728, 0.19721528066664326, 0.1970728605377431, 0.197204447674508, 0.19712245008166956, 0.19696429120946904]","[0.22835021669214423, 0.22870117696848782, 0.2288605503060601, 0.22846980934793298, 0.22800372270020572, 0.22874560952186584, 0.22931331396102905, 0.22866533967581662, 0.22913891889832236, 0.2287785465067083]"
"[0.19802626663324785, 0.19766551507066707, 0.19738950443511105, 0.19740271157756142, 0.19753672669128497, 0.1972775383263218, 0.19715782361371176, 0.19698207323648492, 0.19720129851175813, 0.19706562906503677]","[0.22801374034448105, 0.22881046614863657, 0.2287249050357125, 0.22814127125523306, 0.22915456782687793, 0.22825001180171967, 0.22879914939403534, 0.22794975611296567, 0.22833575037392703, 0.22870106317780234]"
"[0.19776273305927003, 0.19753960656876468, 0.19772804634911673, 0.197357571550778, 0.19757457442429602, 0.1974419537095391, 0.19721900048304578, 0.19692553032417687, 0.1970245409376767, 0.19682253577879497]","[0.22864189743995667, 0.22846651890061118, 0.22895052622665057, 0.22830415991219608, 0.22879840162667361, 0.22852842645211655, 0.2291148602962494, 0.22867596691304987, 0.2290428321469914, 0.2289946214719252]"
"[0.19804010996404958, 0.19763353649450807, 0.19758829694925523, 0.19744146075479838, 0.19737453697895518, 0.19727326366974382, 0.19709066164736844, 0.19715315909410008, 0.19723709079684043, 0.19696766579029512]","[0.22882595387372104, 0.22846086052331058, 0.22883170301263983, 0.22875814139842987, 0.22846680202267386, 0.22868781469085, 0.22895802557468414, 0.22799340296875348, 0.22901086509227753, 0.22922919419678775]"
"[0.1977061586720603, 0.19752407788622137, 0.19753771016792376, 0.19743903300591878, 0.19724449895474375, 0.19728000933418469, 0.19706041305040828, 0.19694048835306752, 0.1970792213568882, 0.19703940712675758]","[0.2285968999971043, 0.22837858308445325, 0.22839106754823166, 0.2284720025279305, 0.2291002720594406, 0.2283098819580945, 0.22941003875298935, 0.2285627763379704, 0.2280654555017298, 0.22868472608652982]"
"[0.1980568307394884, 0.197722962164149, 0.19761846214532852, 0.19736227666845127, 0.19722185420746707, 0.1971875743142196, 0.1969807210321329, 0.1970558342884998, 0.19704662263393402, 0.19715171809099158]","[0.22844273800199683, 0.22853135656226764, 0.2281845591285012, 0.22829270498319107, 0.22763762419874017, 0.22851432859897614, 0.22913531552661548, 0.22892053425312042, 0.2285047024488449, 0.22853310135277835]"
"[0.19786033764177438, 0.19806834561180095, 0.1973300982190638, 0.19748968995955526, 0.19729773274489812, 0.1973913806129475, 0.1971567853981135, 0.19720922319256529, 0.19709706899462914, 0.19683576436067113]","[0.22840955447066913, 0.22822715206579727, 0.22781329669735648, 0.22805804285136136, 0.22807856987823139, 0.22841981053352356, 0.22880786250938068, 0.2287287928841331, 0.22868120941248807, 0.2290211645039645]"
"[0.19794977669204986, 0.19771299936941691, 0.19743486889162842, 0.19724105526598132, 0.1971221336600732, 0.197410699208172, 0.19722154021871333, 0.19743481065545762, 0.19715460481084124, 0.1967741357428687]","[0.22926976599476553, 0.22877632894299246, 0.2292988286776976, 0.22799055549231442, 0.2286926805973053, 0.22861785915764896, 0.22862834415652536, 0.228807732462883, 0.2287073934620077, 0.2285356806083159]"
"[0.19811554891722544, 0.19776088828030897, 0.1971888404567631, 0.19760222618981282, 0.1972195652066445, 0.19703804724374596, 0.19718976379657277, 0.1974477272252647, 0.1970506786387794, 0.1968970569420834]","[0.22862424633719705, 0.22875136949799277, 0.2281507890332829, 0.22809985144571823, 0.2286307161504572, 0.22893374887379733, 0.22852196476676248, 0.22874093055725098, 0.22873250191861932, 0.22850475663488562]"
