train,val
"[0.19839807113214414, 0.1979411817630943, 0.197855145423388, 0.19759145074961137, 0.19778349478634036, 0.19767909040864634, 0.19735740931058415, 0.1977962387763724, 0.1974920473840772, 0.19725839702450498]","[0.2061824622479352, 0.20669894868677313, 0.207034094767137, 0.2066035189411857, 0.20687347650527954, 0.2065290998328816, 0.2072650370272723, 0.20637134530327536, 0.20777210593223572, 0.20711331611329858]"
"[0.19831386337779006, 0.19836323845143222, 0.1979803531145563, 0.1975887734823081, 0.19764126669995638, 0.19768584899756372, 0.19744262753092512, 0.1974525999049751, 0.19725779960958326, 0.19722217465845907]","[0.20626908540725708, 0.20705265213142743, 0.2067073624242436, 0.20608428120613098, 0.20679678971117194, 0.20753574913198297, 0.20683187517252835, 0.20698603310368277, 0.2073126340454275, 0.20832618529146368]"
"[0.19839686185729746, 0.19802451878786087, 0.19771528517713352, 0.19775743896559794, 0.19775954208203725, 0.19765981651690542, 0.19771726672746698, 0.19718026278578504, 0.19761791399547032, 0.19706157336429675]","[0.20694871653210034, 0.20741483162749896, 0.2067142752083865, 0.2062635286287828, 0.206374544988979, 0.20719119229099967, 0.20655667104504324, 0.20735311643643814, 0.20748204534704034, 0.20757508819753473]"
"[0.19800584261514703, 0.19788841462256956, 0.19760181002166807, 0.19768439073647773, 0.1976830841479253, 0.19742456352224155, 0.19718624362531972, 0.19715621580882947, 0.1972475401601013, 0.19722212881458048]","[0.2072940319776535, 0.2059624818238345, 0.20710231363773346, 0.20649992742321707, 0.2076650004495274, 0.20783525705337524, 0.20721586861393668, 0.20687187937172977, 0.20709858699278397, 0.2073268863287839]"
"[0.1984769453351595, 0.19794261303483224, 0.19780887541722278, 0.19766930125805796, 0.19719287479410366, 0.1972453597248817, 0.19740485780093134, 0.19726794555175062, 0.19719248782007062, 0.19711688495412164]","[0.20695072547955948, 0.20707361806522717, 0.20724778012795883, 0.20740145309404892, 0.20763961699875919, 0.20694820718331772, 0.20755089006640695, 0.20742075145244598, 0.20696242966435172, 0.20751302350651135]"
"[0.19817513774852363, 0.19770647372518266, 0.19769311224927708, 0.1975236258336476, 0.19746259668347788, 0.19739049657875177, 0.19723514862814728, 0.19732918590307236, 0.19707289931117272, 0.1970116590358773]","[0.20680402354760605, 0.2069292190400037, 0.20727243477647955, 0.20744785531000656, 0.2066660293123939, 0.2073600861159238, 0.20704394443468613, 0.2074516171758825, 0.2069082260131836, 0.20771805942058563]"
"[0.19789866783789226, 0.197780434650426, 0.19792805809755715, 0.197630947721856, 0.19761618127932354, 0.19721147075903658, 0.19697336913371571, 0.19722926723105566, 0.19717650009053095, 0.19725152044271937]","[0.20715284618464383, 0.20638111369176346, 0.20676415074955334, 0.2071173001419414, 0.20705292170697992, 0.2070791111751036, 0.20719192109324716, 0.20815155722878195, 0.2073876911943609, 0.20815998180346054]"
"[0.19813528748191134, 0.1976322934639697, 0.19730718365433264, 0.19750785158604992, 0.19746112276096733, 0.19728212712370619, 0.19734028179426583, 0.19689163687277814, 0.19732876152408366, 0.19706300805721963]","[0.20766022124073721, 0.2066619802605022, 0.20697305283763193, 0.2066026492552324, 0.2068489505486055, 0.20665130561048334, 0.2073716941204938, 0.20718823644247922, 0.207794265313582, 0.20730772479013962]"
"[0.19792044877397771, 0.19780267653416614, 0.1977139138141457, 0.19758130518757566, 0.19727340629514384, 0.197171257010528, 0.1972324247567021, 0.1970132284474616, 0.19690886983761982, 0.1970365681514448]","[0.2070185894315893, 0.20736590976064856, 0.20742791213772513, 0.2073422589085319, 0.20755655928091568, 0.20696414600719104, 0.20737991685217078, 0.20671772279522635, 0.20712500539692966, 0.20695003054358743]"
"[0.1983482574625891, 0.19767547657295148, 0.19750461408070155, 0.19728237846676183, 0.19740868648704218, 0.19727052649369045, 0.19689833798578807, 0.19692335627516921, 0.197257111571273, 0.19738309313448107]","[0.20726876638152383, 0.20647026192058215, 0.20718240196054633, 0.2069682993672111, 0.20744592357765546, 0.20829249105670236, 0.20766227624633096, 0.20688088238239288, 0.20709040760993958, 0.2081636989658529]"
"[0.197852724668931, 0.19772484366382873, 0.1973909142674232, 0.1972334415328746, 0.19705864863128078, 0.197105878621948, 0.19690507635170099, 0.1971855630375901, 0.1971691357237952, 0.1967362715881698]","[0.20717672597278247, 0.2070739296349612, 0.2071156379851428, 0.2071382159536535, 0.20749896358359943, 0.20792745866558768, 0.20785391466184097, 0.20875514366409995, 0.20751050114631653, 0.20748393102125687]"
"[0.1979565875870841, 0.1977283715897677, 0.1974001187755137, 0.19748153073751196, 0.19729102623401856, 0.19731595169524757, 0.19705482374648658, 0.19699847774238002, 0.19697296908315348, 0.19690340939833192]","[0.20699314095757224, 0.20690551129254428, 0.20710136131806808, 0.20702330768108368, 0.20801654322580856, 0.2085077925161882, 0.2073226977478374, 0.20732813667167316, 0.20749830522320487, 0.2077321315353567]"
"[0.19792556808311113, 0.19762486614743058, 0.1974915787577629, 0.19734548686110243, 0.19726880654996756, 0.19720841290391222, 0.19703007443827025, 0.19720417489202655, 0.1971547084347326, 0.19678939164293055]","[0.20784193006428806, 0.2068747945807197, 0.2072618522427299, 0.2073814178054983, 0.2071615755558014, 0.2076789289712906, 0.20746969363906168, 0.20677031847563657, 0.20838047699494797, 0.20697368410500613]"
"[0.19801439268856633, 0.19752252360387723, 0.1974263504451635, 0.1973600525180904, 0.19704781807198815, 0.1970656009352937, 0.19697515377584768, 0.19699381185429438, 0.1970168537631327, 0.19675408714279838]","[0.20853696221655066, 0.2070487615737048, 0.2078185501423749, 0.20718181268735367, 0.2073866670781916, 0.20706040344455026, 0.20732590691609817, 0.2074065154249018, 0.2082316753539172, 0.2076278030872345]"
"[0.19820589442946474, 0.1973190598037778, 0.19730194384346203, 0.19729287595469125, 0.19731347779838407, 0.19712482103887868, 0.19711517496984832, 0.19688544832930274, 0.19684543589852294, 0.19679952275996304]","[0.20780364220792596, 0.206588092175397, 0.20701451193202625, 0.2075854309580543, 0.20710589533502405, 0.20770574428818442, 0.2066175856373527, 0.20768138088963248, 0.2077153040604158, 0.20774651386521079]"
"[0.1978614299881215, 0.19756447858348183, 0.19733861438473876, 0.19703781186622016, 0.19711069549833024, 0.19754187200142412, 0.19657671360337003, 0.19692986914697957, 0.19668923516054543, 0.19675187188751844]","[0.20870219577442517, 0.20755931599573654, 0.20737303251569922, 0.20759950984608044, 0.20757055959918283, 0.2071423517032103, 0.20675899359312924, 0.2072067612951452, 0.20723840458826584, 0.20791821452704343]"
"[0.197862870078914, 0.19728588974293398, 0.19724441806272586, 0.1971131051529427, 0.19716716116788435, 0.19695916452578136, 0.19699548717056, 0.19679344171772198, 0.1965913053373901, 0.19689849292745396]","[0.20740731060504913, 0.207088902592659, 0.20764872160824863, 0.2072984359481118, 0.20751561766321008, 0.20674904368140481, 0.20772512392564255, 0.20789164846593683, 0.20835385403849863, 0.2076071026650342]"
"[0.19777558348616775, 0.19764622909073926, 0.1974557994731835, 0.19711617836538625, 0.19696442007410284, 0.19660712846991968, 0.19665060055499173, 0.19680763096833714, 0.1965172631399972, 0.19642347766428578]","[0.20705416256731207, 0.20795491473241287, 0.207180608402599, 0.20719439062205228, 0.20824377916075967, 0.20702043717557733, 0.20805490423332562, 0.20817675780166278, 0.20760284093293277, 0.20745929262854837]"
"[0.1976520934579324, 0.1977258399889177, 0.19727293204288093, 0.19733770571801126, 0.1971191433923585, 0.1970530833516802, 0.19695196331155543, 0.19682654221447146, 0.1968189605644771, 0.19680367349361888]","[0.20730849694121967, 0.2072229046713222, 0.20720253072001718, 0.20733898200772025, 0.20704825899817728, 0.20798428492112594, 0.207220966165716, 0.20794894884933124, 0.207325434142893, 0.20794182338497855]"
"[0.19784892791387987, 0.1975057747747217, 0.19733228580075868, 0.19738232298773162, 0.1970681843100762, 0.19704627260869864, 0.19680841115056252, 0.19664475253346014, 0.1966599233600558, 0.19668917890105928]","[0.2073071531274102, 0.20724522796544162, 0.2087696993892843, 0.20785429802807895, 0.2076242362911051, 0.20848041501912204, 0.2079946750944311, 0.207920795137232, 0.20760868760672482, 0.208343891934915]"
"[0.19775104096957616, 0.19749639304924985, 0.19745326726412288, 0.19699426299455214, 0.19710771937151345, 0.19689789581663755, 0.19693103782376464, 0.19701450242071736, 0.19683909150106565, 0.196667843479283]","[0.2068466286767613, 0.2081251008944078, 0.20773056555878033, 0.2079776715148579, 0.20782661573453384, 0.2073292393576015, 0.20805082402446054, 0.20778340236707168, 0.20746023140170358, 0.2083750150420449]"
"[0.19766172561414388, 0.19756213195469916, 0.19716355569508612, 0.19706471469633433, 0.19722267620417536, 0.196893753141773, 0.19708457604354743, 0.1967025061651152, 0.19679566776874113, 0.19641966828886342]","[0.20705457438122143, 0.20850273289463736, 0.20796162296425214, 0.20718573982065375, 0.20867473157969388, 0.20741022310473703, 0.20737442645159634, 0.2084250274029645, 0.20818079737099734, 0.2075422785498879]"
"[0.1977865644255463, 0.1973803627247713, 0.19735540556056158, 0.19729341338483655, 0.19685565725881227, 0.19698266639393203, 0.19690856824115832, 0.19694149783071208, 0.19643757781203913, 0.1964855451060801]","[0.20759726112539117, 0.207538364963098, 0.2076588598164645, 0.20723684538494458, 0.20774731040000916, 0.20691025934436105, 0.20753194256262344, 0.20802223682403564, 0.20790973034772006, 0.20677340707995676]"
"[0.19784805604389735, 0.19735347859713495, 0.19729698609028543, 0.19702609734875814, 0.19710753797268382, 0.19713666959076512, 0.19674650207161903, 0.19700864428768353, 0.19684231919901712, 0.19686517332281386]","[0.20712141421708194, 0.20774351873181082, 0.2075061025944623, 0.2077796459197998, 0.20821209793741052, 0.20838298174467954, 0.20728006958961487, 0.207569111477245, 0.2071883515878157, 0.20746797458692032]"
"[0.19772693773313443, 0.19749878635820078, 0.19711969868869197, 0.19717511458664524, 0.1972295457915384, 0.19674544310083195, 0.1970151935000809, 0.19687597940162738, 0.19668614377780835, 0.1967451645403492]","[0.20773680237206546, 0.2069538560780612, 0.20725776119665665, 0.20807739414952017, 0.2077754478562962, 0.20882691307501358, 0.2083183161237023, 0.20777987485582178, 0.2078906758265062, 0.2079875428568233]"
"[0.19757898182285075, 0.19752429790642798, 0.19744174250838709, 0.19707187478031432, 0.19696259057643462, 0.197056346782008, 0.19670208741207512, 0.1968428470498445, 0.19671335907614962, 0.196452761943243]","[0.20743763853203168, 0.2069041742519899, 0.20775193924253638, 0.207810793410648, 0.2078883878209374, 0.20741167122667487, 0.2076574753631245, 0.20845307816158642, 0.20826311138543216, 0.20750977369872006]"
"[0.19759346712000517, 0.1971733089612455, 0.19735925903125684, 0.19706722394544252, 0.19706939814650282, 0.19695301110647162, 0.19707343727350235, 0.19679407668965204, 0.19658882216531404, 0.19666149512845643]","[0.20713428475640036, 0.20691650428555228, 0.20752622458067807, 0.2084045261144638, 0.2082079594785517, 0.20713635195385327, 0.20842415500770917, 0.20793744786219162, 0.20795047147707504, 0.20853651924566788]"
"[0.19785806460648167, 0.1974602009416843, 0.19738313434075336, 0.19698377744275697, 0.1973297706976229, 0.19679487101277526, 0.19654198310204915, 0.19672726809370275, 0.19677793264997248, 0.19650968012152886]","[0.20785116878422824, 0.20708681507544083, 0.20702764933759515, 0.20740255984393033, 0.2072159851139242, 0.20774040167981928, 0.20769277215003967, 0.20772151242602954, 0.20798055827617645, 0.20765444500879807]"
"[0.19778111105670734, 0.19733664058909126, 0.19682338172379804, 0.1969311644836348, 0.19697134394426735, 0.19680707954934665, 0.19662133893188166, 0.19649156639162374, 0.1969559922510264, 0.1964975080015708]","[0.20754469660195438, 0.20774898881262, 0.20756065439094196, 0.20721154592253946, 0.2080421190370213, 0.20751486854119736, 0.20757929438894446, 0.20780546285889365, 0.209003207358447, 0.20803743600845337]"
"[0.19760810317737715, 0.1974631029428268, 0.1971691492564824, 0.19681395438252663, 0.1965636687011135, 0.19673643474067962, 0.19661316906615178, 0.19654916941511388, 0.19666384175723914, 0.19642872880307996]","[0.2081590538675135, 0.20770130103284662, 0.20763005722652783, 0.20749890939755875, 0.20787455818869852, 0.20762723006985404, 0.2072097577831962, 0.20731740648096258, 0.2076034884561192, 0.20895154503258792]"
"[0.19766216025668748, 0.19737907362227536, 0.1970205678015339, 0.19715767323362585, 0.19722157138950971, 0.19650123025081595, 0.196771684197747, 0.1966082192197138, 0.19660028739243138, 0.19647616239226595]","[0.20746176351200452, 0.20737315714359283, 0.20762266354127365, 0.20828613503412766, 0.20797821879386902, 0.20811279524456372, 0.20749155228788202, 0.20789031142538245, 0.20781370997428894, 0.2082842683250254]"
"[0.19765189761409954, 0.19740525055296568, 0.19720240598734545, 0.19669672208172934, 0.19687269567226878, 0.19694812535023204, 0.19656721456926696, 0.19665871431328813, 0.1964736103403325, 0.19628277497023952]","[0.20751194791360336, 0.20751292190768503, 0.20758032527836887, 0.20908342843705957, 0.20774696225469763, 0.20763390172611584, 0.20764553275975314, 0.2075450298461047, 0.20787786489183252, 0.20823008770292456]"
"[0.19762413104882046, 0.19718497778688157, 0.196975084135727, 0.19686262127088042, 0.1966646245243598, 0.1966405693365603, 0.1966267000047528, 0.19644094919975924, 0.19647262275827174, 0.19634193075554712]","[0.20737240395762704, 0.20724857666275717, 0.20711808177557858, 0.2079834138805216, 0.20754336498000406, 0.20807602188803934, 0.20803301307288083, 0.20814341577616605, 0.20839313620870764, 0.20803037285804749]"
"[0.1976801290804026, 0.19720929184434366, 0.19711955226197533, 0.19662561784593427, 0.1970172924350719, 0.19682763334439726, 0.19660998956889522, 0.19633291418455084, 0.19651978143623897, 0.1964978492077516]","[0.20817839151079004, 0.20757728679613632, 0.20789114182645624, 0.20795163376764816, 0.20826966925100845, 0.20743518254973672, 0.20763830163262106, 0.20797961543906818, 0.20760044726458463, 0.20724266090176321]"
"[0.19778847542344308, 0.19720134017418842, 0.19712407658902967, 0.1969039196870765, 0.19678195398681017, 0.19659079352811892, 0.19654064519064768, 0.19666202123067816, 0.19654598307548737, 0.19656805420408444]","[0.20787711170586673, 0.20751941745931451, 0.2077077180147171, 0.20772598548368973, 0.2082794945348393, 0.2084934196688912, 0.20741175521503796, 0.20861082862723956, 0.20812882483005524, 0.20789265632629395]"
"[0.19782220116075205, 0.1972656844525921, 0.1974934319756469, 0.19665082452856764, 0.1967863750701048, 0.19654248958947707, 0.1966259554028511, 0.19642518027400485, 0.19641879413809096, 0.19641877193840182]","[0.20744880762967197, 0.20771912959488956, 0.20780683241107248, 0.20805585384368896, 0.2079933068969033, 0.20742645995183426, 0.20785626769065857, 0.20744395662437787, 0.20801743052222513, 0.2084256952459162]"
"[0.1975769648442463, 0.19713253436648115, 0.19724047822611673, 0.19679704247688762, 0.19684907991667183, 0.19644868541128782, 0.1967110655137471, 0.19659294309664746, 0.19667922036380184, 0.19660150799520162]","[0.20752786506306042, 0.20762328126213767, 0.20851841162551532, 0.2075325684113936, 0.2076706737279892, 0.20821259780363602, 0.20786946605552326, 0.20850254595279694, 0.20758270269090479, 0.2086334079504013]"
"[0.19754200535161154, 0.1976612329635085, 0.19696388363229986, 0.19698361216150984, 0.19671202739890742, 0.1965661258721838, 0.19659735110341287, 0.19651111390213577, 0.19651261960365335, 0.1963642203077978]","[0.2075809890573675, 0.20755474675785412, 0.20816113461147656, 0.20738499543883585, 0.20766640522263266, 0.20822742174972186, 0.20860575139522552, 0.20751738141883502, 0.20814016596837479, 0.20783535594289954]"
"[0.19753592400526515, 0.19708473995632056, 0.19698354670283746, 0.19672628948274923, 0.19686909019947052, 0.1969836766318399, 0.19662164455773878, 0.19653739681353374, 0.1964192791860931, 0.19636681432626685]","[0.20845174653963608, 0.20727774094451556, 0.20733914592049338, 0.2073927088217302, 0.20757153223861347, 0.2076850032264536, 0.20811716805804858, 0.20854093269868332, 0.2083509930155494, 0.20773277363993906]"
"[0.19759303285759322, 0.1973312217362073, 0.19698861940782897, 0.19690703859134595, 0.19684146116582715, 0.19668138224859627, 0.19653456810177589, 0.19658129875149047, 0.19639895027693438, 0.1963853893839583]","[0.20845968208529733, 0.20721451531757007, 0.2073158946904269, 0.20766687393188477, 0.2077867700295015, 0.20791418579491702, 0.20753649148074063, 0.2076999545097351, 0.20753548768433658, 0.20733010227029974]"
